"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments"
"1",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","46789","Mezilaurus vanderwerffii F.M.Alves & Baitello","Lauraceae","Mezilaurus","vanderwerffii","F.M.Alves & Baitello","F.M. Alves","2014-11-26T00:00:00.000+0000","60","P.P. Vaz",2014,11,26,"Brazil","Mato Grosso do Sul","Aquidauana","Distrito de Piraputanga, MS 450 - 2 Km do retiro Batista.",-55.486806,-20.455111,"HABITAT:Cerrado antropizado.; HABITO:Arbórea.;FLOR:Flor branca.;FRUTO:Fruto verde, imaturo.;","BRA:UFMS:CGMS:0000046789",NA,"Mezilaurus vanderwerffii F.M.Alves & Baitello",NA,NA,NA,NA,NA
"2",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","47693","Mezilaurus vanderwerffii F.M.Alves & Baitello","Lauraceae","Mezilaurus","vanderwerffii","F.M.Alves & Baitello","M.M. Morelli","2014-11-27T00:00:00.000+0000","230","M.M. Morelli",2014,11,27,"Brazil","Mato Grosso do Sul","Aquidauana","Morro do Paxixi.",-55.625417,-20.439194,"HABITAT:Cerrado Sensu Strictu.; HABITO:Árvore.;FLOR:Inflorescência amarela.;","BRA:UFMS:CGMS:0000047693",NA,"Mezilaurus vanderwerffii F.M.Alves & Baitello",NA,NA,NA,NA,NA
"3",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","66325","Mezilaurus vanderwerffii F.M.Alves & Baitello","Lauraceae","Mezilaurus","vanderwerffii","F.M.Alves & Baitello","F. Macedo Alves","2014-11-26T00:00:00.000+0000","648","F. Macedo Alves",2014,11,26,"Brazil","Mato Grosso do Sul","Aquidauana","Estrada do Acampamento Batista. Distrito de Piraputangas.",-55.483961,-20.451396,"HABITAT:Floresta Estacional Semidecidual.; HABITO:Árvore 12 metros de altura.;FLOR:Flores verdes.;","BRA:UFMS:CGMS:0000066325",NA,"Mezilaurus vanderwerffii F.M.Alves & Baitello",NA,NA,NA,NA,NA
"4",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","47293","Mezilaurus vanderwerffii F.M.Alves & Baitello","Lauraceae","Mezilaurus","vanderwerffii","F.M.Alves & Baitello","F. Macedo Alves","2014-12-01T00:00:00.000+0000","41","B.H.S. Ferreira",2014,12,1,"Brazil","Mato Grosso do Sul","Nova Andradina","RPPN Cabeceira do Mimoso, Fazenda Laranjal. Cerradão distrófico. Porteira e estrada de acesso ao corrego saltinho.",-53.388892,-22.061397,"Botão floral verde.HABITAT:Cerradão distrófico. Solo argilo arenoso.; HABITO:Árvore. 4,00 m de altura.;","BRA:UFMS:CGMS:0000047293",NA,"Mezilaurus vanderwerffii F.M.Alves & Baitello",NA,NA,NA,NA,NA
"5",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","46954","Mezilaurus vanderwerffii F.M.Alves & Baitello","Lauraceae","Mezilaurus","vanderwerffii","F.M.Alves & Baitello","F.M. Alves","2014-12-03T00:00:00.000+0000","83","P.P. Vaz",2014,12,3,"Brazil","Mato Grosso do Sul","Nova Andradina","RPPN da Cabeceira do Mimoso- Fazenda Laranjal.",-53.397833,-22.066778,"HABITAT:Cerradão.; HABITO:Arbórea.;FLOR:Flor branca.;FRUTO:Fruto ausente.;","BRA:UFMS:CGMS:0000046954",NA,"Mezilaurus vanderwerffii F.M.Alves & Baitello",NA,NA,NA,NA,NA
"6",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","40847","Mezilaurus vanderwerffii F.M.Alves & Baitello","Lauraceae","Mezilaurus","vanderwerffii","F.M.Alves & Baitello","F. Macedo-Alves","2013-10-01T00:00:00.000+0000","11","R.C. Rivaben",2013,10,1,"Brazil","Mato Grosso do Sul","Corguinho","Distrito de Taboco. Fazenda Colorado. Serra de Maracaju, borda leste do Pantanal.",-55.331111,-19.6975,"Folhas congestas no ápice. Ramos caulinares com crescimento rítmico apositivo. Caule recurvado cinza.HABITAT:Cerrado. Cerrado rupestre com afloramento rochoso. Solo arenoso com afloramentos de arenito friável. Relevo morro.; HABITO:Árvore. 10,00m de altu","BRA:UFMS:CGMS:0000040847",NA,"Mezilaurus vanderwerffii F.M.Alves & Baitello",NA,NA,NA,NA,NA
"7",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","15451","Mezilaurus vanderwerffii F.M.Alves & Baitello","Lauraceae","Mezilaurus","vanderwerffii","F.M.Alves & Baitello","F. Macedo-Alves; J.B. Baitello",NA,"44","F. Macedo-Alves",2006,5,13,"Brazil","Mato Grosso do Sul","Aquidauana","Estrada para Paxixi.",NA,NA,"HABITAT:Cerrado e Borda de Mata semidecíduaFrequente; HABITO:Árvore 17m.;","BRA:UFMS:CGMS:0000015451",NA,"Mezilaurus vanderwerffii F.M.Alves & Baitello",NA,NA,NA,NA,NA
"8",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","15452","Mezilaurus vanderwerffii F.M.Alves & Baitello","Lauraceae","Mezilaurus","vanderwerffii","F.M.Alves & Baitello","F. Macedo-Alves; J.B. Baitello",NA,"45","F. Macedo-Alves",2006,5,13,"Brazil","Mato Grosso do Sul","Aquidauana","Estrada para Piraputanga.",NA,NA,"HABITAT:Cerrado e Borda de Mata semidecíduaFrequente; HABITO:Árvore 18m.;FLOR:Flor Verde-amareladas.;FRUTO:Fruto verde com pontos brancos;","BRA:UFMS:CGMS:0000015452",NA,"Mezilaurus vanderwerffii F.M.Alves & Baitello",NA,NA,NA,NA,NA
"9",NA,"MBM","MBM","339364","Mezilaurus vanderwerffii F.M.Alves & Baitello","Lauraceae","Mezilaurus","vanderwerffii","F.M.Alves & Baitello","Alves; Baitello",NA,"45","Alves, FM; et al.",2005,5,13,"Brazil","Mato Grosso do Sul","Aquidauana","Estrada para o morro do Paxixi.",0,0,"Árvore + ou - 18m. Flor pequena 2mm verde. Frutos verdes com manchas brancas s/ cúpula. Cerrado/ mata semidecídua. Folhas congestas na extremidade dos ramos, brilhosas. Árvores com frutos grandes.","BRA:MBM:MBM:0000339364",NA,"Mezilaurus vanderwerffii F.M.Alves & Baitello",NA,NA,NA,NA,NA
"10",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","7113","Mezilaurus vanderwerffii F.M.Alves & Baitello","Lauraceae","Mezilaurus","vanderwerffii","F.M.Alves & Baitello","Baitello & F.M. Alves",NA,"45","F.M. Alves",2005,5,13,"Brazil","Ms","Aquidauana","estrada para o Morro Poxixi",NA,NA,"árvore ca. 18 m. Flores verdes, pequenas, 2 mm. Frutos verdes com manchas brancas, sem cúpula.. Folhas congestas na extremidade dos ramos, brilhosas. Árvores com frutos grandes. Cerrado/Mata Semidecídua.","BRA:UTFPR:HCF:0000007113",NA,"Mezilaurus vanderwerffii F.M.Alves & Baitello",NA,NA,NA,NA,NA
