"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","218453","Oliveira, ACA"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","210161","Pereira, E da C."
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","191092","Vicentini, A"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","191126","Assun̤̣o, PACL"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","191085","Assun̤̣o, PACL"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","191110","Pessoal do P.D.B.F.F."
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","261456","Equipe Fito"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","191116","Pessoal do P.D.B.F.F."
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","259369","Silva, SS da"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","169265","Costa, JC da"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","96750","Kurz, H"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","92195","Rankin, JM"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","62952","Silva, MF da"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","65851","Nascimento, JR"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","65850","Nascimento, JR"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","72876","Oliveira, AR de"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","59775","Oliveira, AR de"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","59790","Souza, JA de"
"19","Instituto Nacional de Pesquisas da Amazônia (INPA)","72878","Oliveira, AR de"
"20","Instituto Nacional de Pesquisas da Amazônia (INPA)","72874","Oliveira, AR de"
"21","Instituto Nacional de Pesquisas da Amazônia (INPA)","72875","Oliveira, AR de"
"22","Instituto Nacional de Pesquisas da Amazônia (INPA)","59780","Oliveira, AR de"
"23","Instituto Nacional de Pesquisas da Amazônia (INPA)","72881","Oliveira, AR de"
"24","Instituto Nacional de Pesquisas da Amazônia (INPA)","43643","Rodrigues, WA"
"25","Instituto Nacional de Pesquisas da Amazônia (INPA)","43702","Rodrigues, WA"
"26","Instituto Nacional de Pesquisas da Amazônia (INPA)","43650","Rodrigues, WA"
"27","Instituto Nacional de Pesquisas da Amazônia (INPA)","47641","Prance, GT"
"28","Instituto Nacional de Pesquisas da Amazônia (INPA)","42218","Co̻lho, DF"
"29","Instituto Nacional de Pesquisas da Amazônia (INPA)","39661","Rodrigues, WA"
"30","Instituto Nacional de Pesquisas da Amazônia (INPA)","20820","Co̻lho, LF"
"31","Instituto Nacional de Pesquisas da Amazônia (INPA)","16778","Rodrigues, WA"
"32","Instituto Nacional de Pesquisas da Amazônia (INPA)","16805","Rodrigues, WA"
"33","Instituto Nacional de Pesquisas da Amazônia (INPA)","15492","Rodrigues, WA"
"34","Instituto Nacional de Pesquisas da Amazônia (INPA)","15536","Rodrigues, WA"
"35","Instituto Nacional de Pesquisas da Amazônia (INPA)","8941","Rodrigues, WA"
"36","Instituto Nacional de Pesquisas da Amazônia (INPA)","8902","Rodrigues, WA"
"37","Instituto Nacional de Pesquisas da Amazônia (INPA)","5878","Ferreira, E"
"38","Instituto Nacional de Pesquisas da Amazônia (INPA)","2924","Rodrigues, WA"
"39","Instituto Nacional de Pesquisas da Amazônia (INPA)","259356","Equipe Fito"
