"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"MBML","MBML-HERBARIO","9731","Cinnamomum estrellense (Meisn.) Kosterm.","Lauraceae","Ocotea","estrellense","(Meisn.) Kosterm.","T.D.M. Barbosa/VI-2009",NA,NA,"1781",NA,"L. Kollmann; E. Bausen & W. Pizziolo",1999,2,3,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água",-40.6075,-19.931389,"Arvore 12m. Dap 20cm. Fuste 10m. Flores verdes.","BRA:MBML:MBML-HERBARIO:0000009731","Cinnamomum estrellense (Meisn.) Kosterm."
"2",NA,"MBML","MBML-HERBARIO","10042","Cinnamomum estrellense (Meisn.) Kosterm.","Lauraceae","Ocotea","estrellense","(Meisn.) Kosterm.","T.D.M. Barbosa/VI-2009",NA,NA,"1762",NA,"L. Kollmann; E. Bausen & W. Pizziolo",1999,2,2,"Brazil","Espírito Santo","Santa Teresa","Dois Pinheiros",-40.59,-19.933333,"Árvore 18m. Dap 30cm. Fuste 1m. Flores verdes.","BRA:MBML:MBML-HERBARIO:0000010042","Cinnamomum estrellense (Meisn.) Kosterm."
"3",NA,"Universidade Estadual Paulista, UNESP","HRCB","57783","Ocotea estrellensis (Meisn.) P.L.R.Moraes","Lauraceae","Ocotea","estrellensis","(Meisn.) P.L.R.Moraes","Moraes, P.L.R. de","2012-01-01T00:00:00.000+0000",NA,"1781",NA,"Kollmann, L.",1999,2,3,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de São Lourenço",NA,NA,"Árvore 12m. DAP 20cm. Fuste 10m. Flores verdes.","BRA:UNESPRC:HRCB:0000057783","Ocotea estrellensis (Meisn.) P.L.R.Moraes"
"4",NA,"MBML","MBML-HERBARIO","10035","Cinnamomum estrellense (Meisn.) Kosterm.","Lauraceae","Ocotea","estrellense","(Meisn.) Kosterm.","T.D.M. Barbosa/VI-2009",NA,NA,"2232",NA,"L. Kollmann; E. Bausen & W. Pizziolo",1999,3,23,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água",-40.6075,-19.931389,"Mata de encosta. Arvoreto 11m. DAP 18cm. Fuste 9m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000010035","Cinnamomum estrellense (Meisn.) Kosterm."
"5",NA,"UNICAMP","UEC","132376","Cinnamomum estrellense (Meisn.) Kosterm.","Lauraceae","Ocotea","estrellense","(Meisn.) Kosterm.","Barbosa, T.D.M.","2008-07-05T00:00:00.000+0000",NA,"2232",NA,"Kollmann, L.; Bausen, E.; Pizziolo, W.",1999,3,23,"Brazil","Espírito Santo","Santa Teresa","São Lourenço. Estação Biológica do São Lourenço. (Trilha do Caravagem).",0,0,"Arvoreto 11m. Dap 18m. fuste 9m. frutos verdes.","BRA:UNICAMP:UEC:0000132376","Cinnamomum estrellense (Meisn.) Kosterm."
"6",NA,"NY","NY","459800","Cinnamomum estrellense (Meisn.) Kosterm.","Lauraceae","Ocotea","estrellense","(Meisn.) Kosterm.","C. M. B. Correia",NA,NA,"723",NA,"M. A. Nadruz Coelho",1991,12,16,"Brazil","Rio de Janeiro",NA,"Reserva Ecologica Municipal de Macae de Cima, area da parcela I.",0,0,NA,"f730f870-d623-4c19-b0cc-6a28e83cee94","Cinnamomum estrellense (Meisn.) Kosterm."
"7",NA,"Instituto de Botânica, IBT","SP","266219","Cinnamomum estrellense (Meisn.) Kosterm.","Lauraceae","Ocotea","estrellense","(Meisn.) Kosterm.",NA,NA,NA,"723",NA,"Nadruz, M; et al.",1991,12,16,"Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica de Macaé de Cima",-47.5,-22.55,NA,"BRA:IBt:SP:0000266219","Cinnamomum estrellense (Meisn.) Kosterm."
"8","2015-09-03T18:55:42.000+0000","MNHN","P","P00128554","Phoebe estrellensis (Meisn.) Mez","Lauraceae","Ocotea","estrellensis","(Meisn.) Mez","Allen",NA,NA,NA,"20445","Glaziou, A.",1892,9,4,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128554","Phoebe estrellensis (Meisn.) Mez"
"9","2015-09-30T08:59:39.000+0000","MNHN","P","P00128555","Phoebe estrellensis (Meisn.) Mez","Lauraceae","Ocotea","estrellensis","(Meisn.) Mez","Allen",NA,NA,NA,"20445","Glaziou, A.",1892,9,4,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128555","Phoebe estrellensis (Meisn.) Mez"
"10","2016-11-28T17:23:36.000+0000","MNHN","P","P00128550","Phoebe estrellensis (Meisn.) Mez","Lauraceae","Ocotea","estrellensis","(Meisn.) Mez","Allen",NA,NA,NA,"8907","Glaziou, A.",1877,1,28,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128550","Phoebe estrellensis (Meisn.) Mez"
