"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","258853","Gaui, TD"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","218293","Amaral, IL do"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","191484","Sothers, CA"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","179751","Ramos, JF"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","175251","Dick, C"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","198713","Tavares, AS"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","171698","Freitas, MA de"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","190628","Freitas, MA de"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","184086","Cunha, NML da"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","202018","Ackerly, DD"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","202011","Ackerly, DD"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","202012","Ackerly, DD"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","142538","Ackerly, DD"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","202013","Ackerly, DD"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","202032","Ackerly, DD"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","235477","Nascimento, JR"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","43652","Rodrigues, WA"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","261352","Equipe Fito"
