"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"F","Botany","V0401638F","Ternstroemia urophora Kobuski","Pentaphylacaceae","Ternstroemia","urophora","Kobuski",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,-78.1869,-1.4628,"ddfa1973-91a2-43c7-a8d0-2eb3863e40cd",NA,"Ternstroemia urophora Kobuski"
"2","2/06/17 15:47","INPA","INPA","13652","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Rodrigues, WA",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, KM 27 da Estrada Manaus-Itacoatiara,prÌ_ximo do igaraopÌ© do Barro Branco, acampamento da Silvicultura.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"3","2/06/17 15:47","INPA","INPA","13652","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Rodrigues, WA",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, KM 27 da Estrada Manaus-Itacoatiara,prÌ_ximo do igaraopÌ© do Barro Branco, acampamento da Silvicultura.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"4","2/06/17 15:47","INPA","INPA","15056","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Rodrigues, WA",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, no bosque perto do igarapÌ©.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"5","2/06/17 15:47","INPA","INPA","15417","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, ao lado da piscina.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"6","2/06/17 15:47","INPA","INPA","195347","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Vicentini, A",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, IgarapÌ© do Barro Branco prÌ_ximo a piscina.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"7","2/06/17 15:47","INPA","INPA","206540","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Vicentini, A",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, IgarapÌ© do Barro Branco prÌ_ximo a piscina.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"8","2/06/17 15:47","INPA","INPA","207254a","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Costa, MAS",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Rio AiuanÌ£, Margem direita.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"9","2/06/17 15:47","INPA","INPA","207457","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Costa, MAS",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"10","2/06/17 15:47","INPA","INPA","209780","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Rio Uneiuxi. IgapÌ_.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"11","2/06/17 15:47","INPA","INPA","210538","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Vicentini, A",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, IgarapÌ© do Barro Branco prÌ_ximo a piscina.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"12","2/06/17 15:47","INPA","INPA","21280","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Rodrigues, WA",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"13","2/06/17 15:47","INPA","INPA","3211","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Rodrigues, WA",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Margem do igarapÌ© da BolÌ_via-BR 17.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
"14","2/06/17 15:47","INPA","INPA","3211","Ternstroemia urophora","Theaceae","Ternstroemia",NA,"Kobuski","Rodrigues, WA",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Margem do igarapÌ© da BolÌ_via-BR 17.",NA,NA,NA,NA,"Ternstroemia urophora Kobuski"
