"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2017-10-17T17:25:16.000+0000","JBRJ","RB","RB00719738","Polyandra bracteosa Leal","Euphorbiaceae","Conceveiba","bracteosa","Leal","R. Secco","HOLOTYPE",NA,"A. Ducke",1935,11,7,"Brazil","Amazonas","Borba","Rio Madeira.",NA,NA,"Árvore grande, flores verdes.","urn:catalog:JBRJ:RB:719738","Polyandra bracteosa Leal"
"2","2017-10-17T17:25:16.000+0000","JBRJ","RB","RB00722675","Polyandra bracteosa Leal","Euphorbiaceae","Conceveiba","bracteosa","Leal","R. Secco","HOLOTYPE",NA,"A. Ducke",1935,11,7,"Brazil","Amazonas","Borba","Rio Madeira.",NA,NA,"Árvore grande, flores verdes.","urn:catalog:JBRJ:RB:722675","Polyandra bracteosa Leal"
"3",NA,NA,"Botany","U.1289270","Adenophaedra praealta (Croizat) Croizat","Euphorbiaceae","Conceveiba","praealta","(Croizat) Croizat",NA,NA,NA,"Krukoff BA",1934,10,12,"Brazil",NA,NA,"Basin of Rio Madeira, State of Amazonas, Municipality Humayta, near Livramento, on Rio Livramento, On terra firma.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1289270","Adenophaedra praealta (Croizat) Croizat"
"4","2015-12-02T00:00:00.000+0000","K","Herbarium","K001206457","Conceveiba praealta (Croizat) Punt ex J.Murillo","Euphorbiaceae","Conceveiba","praealta","(Croizat) Punt ex J.Murillo",NA,NA,"6594","Krukoff, B.A.",NA,NA,NA,"Brazil",NA,"Humaitá","Livramento on Rio Livramento.",NA,NA,"[Multiple sheets: K001206458]","http://specimens.kew.org/herbarium/K001206457","Conceveiba praealta (Croizat) Punt ex J.Murillo"
"5","2015-12-02T00:00:00.000+0000","K","Herbarium","K001206456","Conceveiba praealta (Croizat) Punt ex J.Murillo","Euphorbiaceae","Conceveiba","praealta","(Croizat) Punt ex J.Murillo",NA,NA,"6602","Krukoff, B.A.",NA,NA,NA,"Brazil",NA,"Humaitá","Near Livramento on Rio Livramento.",NA,NA,"[Multiple sheets: K001206455, K001206450]","http://specimens.kew.org/herbarium/K001206456","Conceveiba praealta (Croizat) Punt ex J.Murillo"
"6","2015-12-02T00:00:00.000+0000","K","Herbarium","K001206453","Conceveiba praealta (Croizat) Punt ex J.Murillo","Euphorbiaceae","Conceveiba","praealta","(Croizat) Punt ex J.Murillo",NA,NA,"6649","Krukoff, B.A.",NA,NA,NA,"Brazil",NA,"Humaitá","Near Livramento, on Rio Livramento.",NA,NA,"[Multiple sheets: K001206454]; Sheet I","http://specimens.kew.org/herbarium/K001206453","Conceveiba praealta (Croizat) Punt ex J.Murillo"
"7","2015-12-02T00:00:00.000+0000","K","Herbarium","K001206454","Conceveiba praealta (Croizat) Punt ex J.Murillo","Euphorbiaceae","Conceveiba","praealta","(Croizat) Punt ex J.Murillo",NA,NA,"6649","Krukoff, B.A.",NA,NA,NA,"Brazil",NA,"Humaitá","Rio Livramento.",NA,NA,"[Multiple sheets: K001206453]","http://specimens.kew.org/herbarium/K001206454","Conceveiba praealta (Croizat) Punt ex J.Murillo"
"8","2015-12-02T00:00:00.000+0000","K","Herbarium","K001206455","Conceveiba praealta (Croizat) Punt ex J.Murillo","Euphorbiaceae","Conceveiba","praealta","(Croizat) Punt ex J.Murillo",NA,NA,"6602","Krukoff, B.A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"[Multiple sheets: K001206450, K001206456]","http://specimens.kew.org/herbarium/K001206455","Conceveiba praealta (Croizat) Punt ex J.Murillo"
"9","2015-12-02T00:00:00.000+0000","K","Herbarium","K001206458","Conceveiba praealta (Croizat) Punt ex J.Murillo","Euphorbiaceae","Conceveiba","praealta","(Croizat) Punt ex J.Murillo",NA,NA,"6594","Krukoff, B.A.",NA,NA,NA,"Brazil",NA,"Humaitá","Near Livramento.",NA,NA,"[Multiple sheets: K001206457]","http://specimens.kew.org/herbarium/K001206458","Conceveiba praealta (Croizat) Punt ex J.Murillo"
"10","2015-12-02T00:00:00.000+0000","K","Herbarium","K001206452","Conceveiba praealta (Croizat) Punt ex J.Murillo","Euphorbiaceae","Conceveiba","praealta","(Croizat) Punt ex J.Murillo",NA,NA,"6357","Krukoff, B.A.",NA,NA,NA,"Brazil",NA,"Humaitá","Near Tres Casas.",NA,NA,"[Multiple sheets: K001206451]","http://specimens.kew.org/herbarium/K001206452","Conceveiba praealta (Croizat) Punt ex J.Murillo"
"11",NA,"G","Geneva Herbarium – General Collection (G)","G-G-299337/1","Cleidion praealtum Croizat","Euphorbiaceae","Conceveiba","praealtum","Croizat",NA,"ISOTYPE",NA,"Krukoff, B. A. (Coll. Delessert 1938)",NA,NA,NA,"Brazil",NA,NA,"Amazonas - Basin of Rio Madeira, State of Amazonas : Municipality Humayta, near Tres Casas",-65.08583,-4.14444,NA,NA,"Cleidion praealtum Croizat"
"12","2015-12-02T00:00:00.000+0000","K","Herbarium","K001206451","Conceveiba praealta (Croizat) Punt ex J.Murillo","Euphorbiaceae","Conceveiba","praealta","(Croizat) Punt ex J.Murillo",NA,NA,"6357","Krukoff, B.A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"[Multiple sheets: K001206452]","http://specimens.kew.org/herbarium/K001206451","Conceveiba praealta (Croizat) Punt ex J.Murillo"
"13","2015-12-02T00:00:00.000+0000","K","Herbarium","K001206450","Conceveiba praealta (Croizat) Punt ex J.Murillo","Euphorbiaceae","Conceveiba","praealta","(Croizat) Punt ex J.Murillo","Murillo, J.",NA,"6602","Krukoff, B.A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"[Multiple sheets: K001206456, K001206455]","http://specimens.kew.org/herbarium/K001206450","Conceveiba praealta (Croizat) Punt ex J.Murillo"
