"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"Universidade Federal da Bahia (UFBA)","ALCB","76943","Ophthalmoblapton crassipes Müll.Arg.","Euphorbiaceae","Ophthalmoblapton","crassipes","Müll.Arg.","Oliveira, LSD de","2011-10-13T00:00:00.000+0000",NA,"413",NA,"Valadão, RM; Guedes, ML",2006,1,23,"Brazil","Bahia","Ituberá/Grapiúna","Litoral Sul, Mata da Pancada Grande",0,0,"de ca. 8,0m de altura. Folhas cartáceas, discolores. Inflorescência masculina amarelo-avermelhada.; Arbórea.","BRA:UFBA:ALCB:0000076943","Ophthalmoblapton crassipes Müll.Arg.",NA,NA,NA,NA
"2",NA,"Universidade Federal da Bahia (UFBA)","ALCB","76944","Ophthalmoblapton crassipes Müll.Arg.","Euphorbiaceae","Ophthalmoblapton","crassipes","Müll.Arg.","Oliveira, LSD de","2009-06-01T00:00:00.000+0000",NA,"414",NA,"Valadão, RM; Guedes, ML",2006,1,26,"Brazil","Bahia","Ituberá/Grapiúna","Litoral Sul, Mata do Corte Alto. Parcela 20, N° 763",0,0,"de ca. 5,0m de altura, CAP de 18,5 cm. Folhas coriáceas discolores, com a face abaxial com nervação impressa. Caulifloria, flores masculinas e femininas imaturas.; Arbórea.","BRA:UFBA:ALCB:0000076944","Ophthalmoblapton crassipes Müll.Arg.",NA,NA,NA,NA
"3",NA,"UESC","UESC","17002","Ophthalmoblapton crassipes Müll.Arg.","Euphorbiaceae","Ophthalmoblapton","crassipes","Müll.Arg.",NA,NA,NA,NA,NA,"Thomas, W.W.",1995,5,22,"Brazil","Bahia","Ilhéus",NA,-39.091111,-14.777222,"Tree, 7 m.; Latex white.","BRA:UESC:UESC:0000017002","Ophthalmoblapton crassipes Müll.Arg.",NA,NA,NA,NA
"4",NA,"NY","NY","110671","Ophthalmoblapton crassipes Müll.Arg.","Euphorbiaceae","Ophthalmoblapton","crassipes","Müll.Arg.","J. A. Kallunki","1997-01-01T00:00:00.000+0000",NA,"10966",NA,"W. W. Thomas",1995,5,22,"Brazil","Bahia","IlhÃ©us","2.2 km north of Banco da VitÃ³ria on road leading to west edge of Mata da EsperanÃ§a",-39.091111,-14.777222,NA,"518c4213-5ac2-45ee-a9ea-c6c3ac297da6","Ophthalmoblapton crassipes Müll.Arg.",NA,NA,NA,NA
"5",NA,"Instituto de Botânica, IBT","SP","43918","Ophthalmoblapton crassipes Müll.Arg.","Euphorbiaceae","Ophthalmoblapton","crassipes","Müll.Arg.","Cordeiro, I","2011-03-01T00:00:00.000+0000",NA,"s.n.",NA,"Smith, C",1940,7,1,"Brazil","São Paulo","Ubatuba","Estação Experimental",0,0,"Árvore","BRA:IBt:SP:0000043918","Ophthalmoblapton crassipes Müll.Arg.",NA,NA,NA,NA
"6",NA,"NHMUK","BOT","BM000949929","Ophthalmoblapton crassipes Müll.Arg.","Euphorbiaceae","Ophthalmoblapton","crassipes","Müll.Arg.","L. Oliveira",NA,"HOLOTYPE","775",775,"Ludwig Riedel",1874,NA,NA,"Brazil",NA,NA,NA,-53.08982,-10.773109,NA,"822371fc-439c-4363-885d-f6d2b9acc5d4","Ophthalmoblapton crassipes Müll.Arg.",NA,NA,NA,NA
"7","2015-09-27T08:54:20.000+0000","MNHN","P","P00716441","Ophthalmoblapton crassipes Müll.Arg.","Euphorbiaceae","Ophthalmoblapton","crassipes","Müll.Arg.",NA,NA,"ISOTYPE",NA,NA,"Riedel, L.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"Reçu le 3 janvier 1901","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716441","Ophthalmoblapton crassipes Müll.Arg.",NA,NA,NA,NA
"8",NA,"Instituto de Botânica, IBT","SP","369818","Ophthalmoblapton crassipes Müll.Arg.","Euphorbiaceae","Ophthalmoblapton","crassipes","Müll.Arg.","Cordeiro, I","2011-03-01T00:00:00.000+0000",NA,"5487",NA,"Lombardi, JA; Stehmann, JR; Mota, RC; Temponi, LG",NA,NA,NA,"Brazil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras",-40.056083,-16.405194,NA,"BRA:IBt:SP:0000369818","Ophthalmoblapton crassipes Müll.Arg.",NA,NA,NA,NA
"9",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","68831","Ophthalmoblapton crassipes Müll.Arg.","Euphorbiaceae","Ophthalmoblapton","crassipes","Müll.Arg.","J. A. Kallunki",NA,NA,"10966",NA,"W. W. Thomas",NA,NA,NA,"Brazil","Bahia","ILHÉUS","Mata da Esperança. 2.2Km ao N do Banco da Vitória, na estrada que corre ao oeste da Mata.",-39.091111,-14.777222,"Ambiente: Mata Higrofila. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000068831","Ophthalmoblapton crassipes Müll.Arg.",NA,NA,NA,NA
"10","2015-09-04T12:39:35.000+0000","MNHN","P","P00716440","Ophthalmoblapton crassipes Müll.Arg.","Euphorbiaceae","Ophthalmoblapton","crassipes","Müll.Arg.",NA,NA,"ISOTYPE",NA,NA,"Riedel, L.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"Reçu le 11 décembre 1901","http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716440","Ophthalmoblapton crassipes Müll.Arg.",NA,NA,NA,NA
