"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","RB","RB01397378","Caryodendron janeirense Müll.Arg.","","Euphorbiaceae","Caryodendron","janeirense","","Müll.Arg.","I. Cordeiro et M. Nadruz","","","3409","","M. Nadruz; F.R. Silva","2018","8","29","brazil","Rio de Janeiro","Rio de Janeiro","Instituto de Pesquisas Jardim Botânico do RJ, Arboreto, canteiro 10A","-43.45231","-22.924471","Lâmina foliar cartácea esverdeada discolor, um par de glândulas mais escuras na base; pedúnculo, pedicelo, cálice e fruto imaturo esverdeados. RBv 2483","","centroide mpo","GBIF","Caryodendron janeirense Müll.Arg."
"2","","","RB","RB01118911","Caryodendron janeirense Müll.Arg.","","Euphorbiaceae","Caryodendron","janeirense","","Müll.Arg.","D.A. Folli","2015-10-15","","7414","","D.A. Folli","2015","10","8","brazil","Espírito Santo","Cachoeiro de Itapemirim","Flona de Pacotuba. Estrada Trilha da Centenária","-41.188735","-20.769195","Terrestre; porte arbóreo, 10m, fuste 5m, CAP fuste 54cm, diâmetro copa 3m; fuste cilíndrico; superfície casca lisa; botão verde, flor verde; exsudação incolor; descamação ausente","","centroide mpo","GBIF","Caryodendron janeirense Müll.Arg."
"3","","","CVRD","15511","Caryodendron janeirense Müll.Arg.","","Euphorbiaceae","Caryodendron","janeirense","","Müll.Arg.","Domingos A. Folli","2015-10-15","","7414","","Folli, D.A.","2015","10","8","brazil","Es","CACHOEIRO DE ITAPEMIRIM","","-41.188735","-20.769195","<ll>dwc_commonname:</ll> Amendoim","","centroide mpo","GBIF","Caryodendron janeirense Müll.Arg."
"4","","","RB","RB00844004","Caryodendron janeirense Müll.Arg.","","Euphorbiaceae","Caryodendron","janeirense","","Müll.Arg.","D.A. Folli","2013-10-24","","7126","","D.A. Folli","2013","10","24","brazil","Espírito Santo","Linhares","Reserva Natural da Vale; Municipal do MME.","-40.028138","-19.38214","Arbóreo ca 5 m alt.; fuste de 1,8m; CAP fuste 28 cm; Diâmetro da copa 2 m; flor e botão verde","","centroide mpo","GBIF","Caryodendron janeirense Müll.Arg."
"5","","","CVRD","14604","Caryodendron janeirense Müll.Arg.","","Euphorbiaceae","Caryodendron","janeirense","","Müll.Arg.","Domingos A. Folli","2013-10-24","","7126","","Folli, D.A.","2013","10","24","brazil","Es","LINHARES","","-40.028138","-19.38214","<ll>dwc_commonname:</ll> Amendoim","","centroide mpo","GBIF","Caryodendron janeirense Müll.Arg."
"6","","","RB","RB00776059","Caryodendron janeirense Müll.Arg.","","Euphorbiaceae","Caryodendron","janeirense","","Müll.Arg.","","","","1934","","A. Lobão; G. Paes Lopes, M. Trovó","2012","5","19","brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Seção Alto da Boa Vista, estrada principal do Parque.","-43.45231","-22.924471","Árv., ca. 9m alt., látex branco, fruto verde claro","","centroide mpo","GBIF","Caryodendron janeirense Müll.Arg."
"7","","","SP","420166","Caryodendron janeirense Müll.Arg.","","Euphorbiaceae","Caryodendron","janeirense","","Müll.Arg.","Cordeiro, I","2009-08-01","","772","","Lima, RAF","2009","8","13","brazil","São Paulo","São Sebastião","Na beira do Rodovia SP 55, aproximadamente no km 75","-45.675556","-23.758611","","","original coordinates","GBIF","Caryodendron janeirense Müll.Arg."
"8","","","HPL","9289","Caryodendron janeirense Müll.Arg.","","Euphorbiaceae","Caryodendron","janeirense","","Müll.Arg.","A. Campos-Rocha","2007-07-27","","63","","A. Campos-Rocha","2007","7","27","brazil","Sp","Nova Odessa","Coletado e cultivado no Instituto Plantarum.","-47.28475","-22.784065","","","centroide mpo","GBIF","Caryodendron janeirense Müll.Arg."
"9","","","IAC","46906","Caryodendron janeirense Müll.Arg.","","Euphorbiaceae","Caryodendron","janeirense","","Müll.Arg.","Cordeiro, Inês","2014-10-13","","1693","","R.B. Torres; L.C. Bernacci; J.A.M.A. Gomes; E. Ramos & O.A. Santos","2006","2","23","brazil","São Paulo","Ubatuba","Fazenda Capricórnio","-45.084632","-23.366386","","","original coordinates","GBIF","Caryodendron janeirense Müll.Arg."
"10","","","RB","RB01194148","Caryodendron janeirense Müll.Arg.","","Euphorbiaceae","Caryodendron","janeirense","","Müll.Arg.","I. Cordeiro","","","6687","","L.S. Leoni; USP; Kew Garden","2006","11","24","brazil","Minas Gerais","Divino","Fazenda Fortaleza.","-42.176282","-20.590452","","","centroide mpo","GBIF","Caryodendron janeirense Müll.Arg."
