"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2015-09-05T08:54:06.000+0000","MNHN","P","P05479300","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05479300",NA,"Pausandra morisiana Radlk."
"2","2018-09-26T11:18:10.000+0000","CLF","CLF","CLF093312","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/clf/clf/clf093312",NA,"Pausandra morisiana Radlk."
"3",NA,"F","Botany","V0213390F","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peru",NA,NA,NA,-74.14,-9.1839,NA,"d076df17-862c-4865-8c77-0fcb424ad0eb",NA,"Pausandra morisiana Radlk."
"4",NA,"F","Botany","V0194010F","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"1993623c-2fe5-412a-a006-762ff7558aa7",NA,"Pausandra morisiana Radlk."
"5",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","44223","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"BRA:UFMG:BHCB:0000044223",NA,"Pausandra morisiana Radlk."
"6",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","45032","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"BRA:UFMG:BHCB:0000045032",NA,"Pausandra morisiana Radlk."
"7",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","44069","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"BRA:UFMG:BHCB:0000044069",NA,"Pausandra morisiana Radlk."
"8",NA,"F","Botany","V0213540F","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"fbf1b361-dabb-4eaf-99e1-aac0aeae99c9",NA,"Pausandra morisiana Radlk."
"9","2003-12-03T00:00:00.000+0000","RMCA-Metafro-Infosys","Xylarium","S09141","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pausandra morisiana Radlk."
"10",NA,"F","Botany","V0213389F","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"4c9dcd8a-1ff6-4a2d-bc06-7c1bb2481036",NA,"Pausandra morisiana Radlk."
"11",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","44224","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"BRA:UFMG:BHCB:0000044224",NA,"Pausandra morisiana Radlk."
"12",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","44070","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"BRA:UFMG:BHCB:0000044070",NA,"Pausandra morisiana Radlk."
"13",NA,"F","Botany","V0213392F","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peru",NA,NA,NA,-74.14,-9.1839,NA,"4d97c7e0-423f-4a5e-a8e5-ba055950f4ee",NA,"Pausandra morisiana Radlk."
"14",NA,"F","Botany","V0213541F","Pausandra morisiana Radlk.",NA,"Euphorbiaceae","Pausandra","morisiana","Radlk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"9c16c72e-24ab-4813-969f-ea6a4a673d88",NA,"Pausandra morisiana Radlk."
