"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments"
"1",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","36684","Croton salutaris Casar.","Euphorbiaceae","Croton","salutaris","Casar.","D.S. Pifano","2004-02-01T00:00:00.000+0000",NA,"327",NA,"D.S. Pifano; R.M. Castro",2002,3,1,"Brazil","Minas Gerais","Juiz de Fora","Morro do Imperador",0,0,"Árvore ca 4,5m no interior da mata em local de clareira. Flores brancas com tricomas imaturas verdes.","BRA:UFJF:CESJ:0000036684",NA,"Croton salutaris Casar.",NA,NA,NA
"2",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA034334","Croton salutaris Casar.","Euphorbiaceae","Croton","salutaris","Casar.","Nave, A.G.",NA,NA,"8",NA,"Ferretti, A.R.; Vanini, A.; Nave, A.G.; Peneireiro, F.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.",1996,12,11,"Brazil","São Paulo","Cunha",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA034334",NA,"Croton salutaris Casar.",NA,NA,NA
"3",NA,"Universidade Estadual Paulista, UNESP","HRCB","18388","Croton salutaris Casar.","Euphorbiaceae","Croton","salutaris","Casar.","Caruzo, M.B.R.","2004-04-01T00:00:00.000+0000",NA,"638",NA,"Baitello, J.B.",1994,3,31,"Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar",NA,NA,"Árvore de 8m de altura, flores brancas discolores, face abaxial prateada","BRA:UNESPRC:HRCB:0000018388",NA,"Croton salutaris Casar.",NA,NA,NA
"4",NA,"Instituto de Botânica, IBT","SP","279762","Croton salutaris Casar.","Euphorbiaceae","Croton","salutaris","Casar.","Cordeiro, I","2001-07-01T00:00:00.000+0000",NA,"638",NA,"Baitello, JB",1994,3,31,"Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar, Ao longo do Rio Paraibuna.",0,0,NA,"BRA:IBt:SP:0000279762",NA,"Croton salutaris Casar.",NA,NA,NA
"5",NA,"Instituto de Botânica, IBT","SP","279732","Croton salutaris Casar.","Euphorbiaceae","Croton","salutaris","Casar.","Cordeiro, I","2001-07-01T00:00:00.000+0000",NA,"1577",NA,"Rossi, L; Catharino, ELM",1994,7,18,"Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina, Sítio do Sr. Sebastião Arantes - Grotão de mata ·mida, provavelmente remanescente.",0,0,NA,"BRA:IBt:SP:0000279732",NA,"Croton salutaris Casar.",NA,NA,NA
"6",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA022300","Croton salutaris Casar.","Euphorbiaceae","Croton","salutaris","Casar.","Caruzo, M.B.R.","2004-03-01T00:00:00.000+0000",NA,"2843",NA,"Barreto, K.D. et al.",1994,8,10,"Brazil","São Paulo","São Pedro",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA022300",NA,"Croton salutaris Casar.",NA,NA,NA
"7",NA,"UnB","UB","150666","Croton salutaris Casar.","Euphorbiaceae","Croton","salutaris","Casar.","Eiterer, M",NA,NA,"26351",NA,"Eiterer, M",1993,1,22,"Brazil","Minas Gerais","Juiz de Fora","Camous da UFJF - Estrada de terra que liga ao Dom Orione (Parcelal).",0,0,"Árvore, 5m alt. Flores brancas, folha verde na face adaxial e claro na face abaxial; periodo de vida curto. Abundante. Espécie pioneira.; Mata secundária.","BRA:UnB:UB:0000150666",NA,"Croton salutaris Casar.",NA,NA,NA
"8",NA,"MBM","MBM","291040","Croton salutaris Casar.","Euphorbiaceae","Croton","salutaris","Casar.","Eiterer, M",NA,NA,"124",NA,"Eiterer, M; et al.",1993,1,NA,"Brazil","Minas Gerais","Juiz de Fora","Campus da UFJF",0,0,NA,"BRA:MBM:MBM:0000291040",NA,"Croton salutaris Casar.",NA,NA,NA
"9",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA099229","Croton salutaris Casar.","Euphorbiaceae","Croton","salutaris","Casar.","Eiterer, M.",NA,NA,"26351",NA,"Eiterer, M",1993,1,22,"Brazil","Minas Gerais","Juiz de Fora",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA099229",NA,"Croton salutaris Casar.",NA,NA,NA
"10",NA,"MBM","MBM","291038","Croton salutaris Casar.","Euphorbiaceae","Croton","salutaris","Casar.","Eiterer, M",NA,NA,"26351",NA,"Eiterer, M; et al.",1993,1,22,"Brazil","Minas Gerais","Juiz de Fora","Campus da UFJF",0,0,NA,"BRA:MBM:MBM:0000291038",NA,"Croton salutaris Casar.",NA,NA,NA
