"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","130134","Cnidoscolus pubescens (Pax) Pax","Euphorbiaceae","Cnidoscolus","pubescens","(Pax) Pax",NA,"2007-09-26T00:00:00.000+0000",NA,"216",NA,"Felix, DF",2007,7,3,"Brazil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG, Coletada em frente a mata da Psychotria. Área 3.",-43.915972,-19.891611,NA,"BRA:UFMG:BHCB:0000130134","Cnidoscolus pubescens (Pax) Pax"
"2",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","68280","Cnidoscolus pubescens (Pax) Pax","Euphorbiaceae","Cnidoscolus","pubescens","(Pax) Pax",NA,"2001-01-01T00:00:00.000+0000",NA,"1405",NA,"Mota, RC da",2001,12,7,"Brazil","Minas Gerais","Virgolândia","Rio Suaçuí Grande.",0,0,NA,"BRA:UFMG:BHCB:0000068280","Cnidoscolus pubescens (Pax) Pax"
"3",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","20740","Cnidoscolus froesii (Croizat) Fern.Casas","Euphorbiaceae","Cnidoscolus","froesii","(Croizat) Fern.Casas",NA,"2003-02-01T00:00:00.000+0000",NA,"s.n.",NA,"Horta, MB; et al.",1990,8,19,"Brazil","Minas Gerais","Manga","Estrada para Gleba C2, DIJ",0,0,NA,"BRA:UFMG:BHCB:0000020740","Cnidoscolus froesii (Croizat) Fern.Casas"
"4",NA,"NY","NY","1027285","Cnidoscolus froesii (Croizat) Fern.Casas","Euphorbiaceae","Cnidoscolus","froesii","(Croizat) Fern.Casas","F. J. FernÃ¡ndez Casas",NA,NA,"R3244",NA,"J. A. Ratter",1976,7,1,"Brazil","Minas Gerais",NA,"Approx. 10 km W of JanuÃ¡ria on the road to Tijuco.",-44.5,-15.5,"Anderson 9149 (19-4-73) is of the same sp. & collected nearby.","54019f36-4e9e-4fa6-84bd-f46ad5396015","Cnidoscolus froesii (Croizat) Fern.Casas"
"5",NA,"NY","NY","1065175","Cnidoscolus froesii (Croizat) Fern.Casas","Euphorbiaceae","Cnidoscolus","froesii","(Croizat) Fern.Casas","F. J. FernÃ¡ndez Casas",NA,NA,"R3244",NA,"J. A. Ratter",1976,7,1,"Brazil","Minas Gerais",NA,"Approx. 10 km W of JanuÃ¡ria on the road to Tijuco.",-44.5,-15.5,NA,"9eda11e9-33fd-466f-8cd5-7efc636e36e6","Cnidoscolus froesii (Croizat) Fern.Casas"
"6","2017-07-20T00:00:00.000+0000","E","E","E00850001","Jatropha pubescens Pax","Euphorbiaceae","Cnidoscolus","pubescens","Pax",NA,NA,NA,"R.  3244",NA,"Ratter, J.A.; Da Fonsêca, S.G. & Fonsêca Filho, J.",1976,7,1,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"http://data.rbge.org.uk/herb/E00850001","Jatropha pubescens Pax"
"7",NA,"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","CPAP","12418","Jatropha pubescens Pax","Euphorbiaceae","Cnidoscolus","pubescens","Pax",NA,NA,NA,"3244",NA,"Ratter, J. A.; Fonseca, S.G.; Fonseca Filho, J.",1976,7,1,"Brazil","Mg","JANUARIA","Terras",-44.5,-15.5,NA,"BRA:CPAP:CPAP:0000012418","Jatropha pubescens Pax"
"8",NA,"UNICAMP","UEC","4881","Cnidoscolus pubescens (Pax) Pax","Euphorbiaceae","Cnidoscolus","pubescens","(Pax) Pax",NA,NA,NA,"2650",NA,"Ratter, J.A.; Fonseca, S.G.; Castro, R.A.",1972,10,24,"Brazil","Minas Gerais","Januária","Approx 10 km w of Januária, In deciduous forest on limestone soil",-44.5,-15.5,"Tree, 25 m tall. Trumk 40 cm in diameter at breast heiht. Groups of large hairs on the trumk give a painful stamp. White milku juice is used as glue.","BRA:UNICAMP:UEC:0000004881","Cnidoscolus pubescens (Pax) Pax"
"9",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","98763","Cnidoscolus pubescens (Pax) Pax","Euphorbiaceae","Cnidoscolus","pubescens","(Pax) Pax","M. L. Guedes",NA,NA,"8232",NA,"M. L. Guedes",NA,NA,NA,"Brazil","Bahia","ANDARAÍ","Chapada Diamantina. Área de loteamento.",-41.166667,-12.866667,"Ambiente: Mata. Habito: Arvoreta, 3,5m.","BRA:CEPLAC:CEPEC:0000098763","Cnidoscolus pubescens (Pax) Pax"
"10","2015-09-25T20:15:54.000+0000","MNHN","P","P00624151","Jatropha froesii Croizat","Euphorbiaceae","Cnidoscolus","froesii","Croizat",NA,NA,NA,NA,"14245","Glaziou, A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00624151","Jatropha froesii Croizat"
