"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"MBML","MBML-HERBARIO","44254","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","G.M. Carvalho/Maio-2010",NA,NA,"366",NA,"G.M. Carvalho; J.L. Paixão",2010,4,16,"Brazil","Bahia","Porto Seguro","RPPN Estação Veracel. Floresta de Tabuleiros. Floresta Alta",-39.25,-16.5,"Árvore ca 8m alt., folhas discolores. Flores alvas. Borda de Floresta Alta. Platô. Látex vermelho","BRA:MBML:MBML-HERBARIO:0000044254",NA,"Croton macrobothrys Baill."
"2",NA,"Universidade Regional de Blumenau, FURB","FURB","19521","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","Sobral, M","2010-01-25T00:00:00.000+0000",NA,"1171",NA,"Stival-Santos, A.",2009,11,5,"Brazil","Santa Catarina","Botuverá","Lageado Alto - Recanto Feliz.",-49.14,-27.18,"Florística IFFSC 519 (Arbórea)","BRA:FURB:FURB:0000019521",NA,"Croton macrobothrys Baill."
"3",NA,"UEFS","HUEFS","116402","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","I.Cordeiro","2007-04-01T00:00:00.000+0000",NA,"1567",NA,"Cardoso, D.",2007,1,25,"Brazil","Bahia","Amargosa","Serra do Timbó. Área de estudos do Projeto Timbó/Centro Sapucaia.",-39.665,-13.162222,"Fragmento de floresta ombrófila densa do Domínio da Floresta Atlântica.","BRA:UEFS:HUEFS:0000116402",NA,"Croton macrobothrys Baill."
"4",NA,"UESB","HUESB","2742","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.",NA,NA,NA,"1569",NA,"Cardoso, D.; J.S. Souza; Sr. Nino.; J.S. Souza; Sr. Nino.",2007,1,25,"Brazil","Bahia","Amargosa","Serra do Timbó., Área de estudos do projeto Timbó/centro Sapucaia.",-39.665,-14.577778,"Doação para Identificação. DNA.; Árvore com 15 m, bastante ramificada. Folhas cartáceas, com face abaxial cinérea. Frutos verde-amarelados.; Fragmento ombrófila densa do Domínio d Floresta Atlântica. ; HA","BRA:UESB:HUESB:0000002742",NA,"Croton macrobothrys Baill."
"5",NA,"Instituto de Botânica, IBT","SP","447361","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","Cordeiro, I","2010-04-01T00:00:00.000+0000",NA,"6563",NA,"Lima, HC; Filardi, FLR; Meireles, JE; Nunes, NL",2007,3,14,"Brazil","Rio de Janeiro","Petrópolis","Reserva Biológica do Tinguá, Rebio Tinguá, Estrada do Imperador, km 8 após a primeira ponte.",-43.301389,-22.4925,NA,"BRA:IBt:SP:0000447361",NA,"Croton macrobothrys Baill."
"6",NA,"IF","SPSF","40006","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","G.A.D.C. Franco","2007-10-31T00:00:00.000+0000",NA,"914",NA,"F.M.Souza & R.C.Sousa & H.F.A.Pereira & C.D.Lima",2007,9,19,"Brazil","Sp","São Paulo","Parque Estadual do Jaraguá",-46.768611,-23.453056,"COLETA: Árvore, 14m. Botões glaucos.; GEOGRAFIA: Trilha do Mauro;","BRA:IF:SPSF:0000040006",NA,"Croton macrobothrys Baill."
"7","2017-10-16T08:40:51.000+0000","JBRJ","RB","RB00436344","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","R.F. Santos",NA,NA,"4022",NA,"R. Marquete; V.F. Mansano",2006,12,6,"Brazil","Rio de Janeiro","Rio de Janeiro","Mun. Visconde Mauá. Estrada 161 Pedra Selada. Boicaina de Minas.",-44.418889,-22.301944,"Árvore heliófila com ca. 16 metros de altura. Tronco com casca fissurada, marrom; ramos lisos, marrons, fohas cartáceas, discolores verdes, nitidas adaxial. Inflorescências com penduculo e pedicelos verde, cálice verde, filetes e anteras amarelas.","urn:catalog:JBRJ:RB:436344",NA,"Croton macrobothrys Baill."
"8",NA,"NY","NY","01095455","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","P. E. Berry","2011-01-01T00:00:00.000+0000",NA,"322",NA,"R. A. X. Borges",2006,12,9,"Brazil","Bahia",NA,"RPPN Serra Bonita. 9,7 km de Camacan na estrada para Jacareci. Dai 6 km SW na estrada para a RPPN e torre da Embratel",-39.5653,-15.3917,NA,"7bec2992-6f8c-4182-ac11-8f0c6e5437eb",NA,"Croton macrobothrys Baill."
"9",NA,"UNICAMP","UEC","171852","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","Santos, R.F.","2015-09-01T00:00:00.000+0000",NA,"322",NA,"Borges, R.A.X.; Amorim, A.M.; Perdiz, R.O.; Rocha, W.D.; Magnavita, L.C.",2006,12,9,"Brazil","Bahia","Camacan","RPPN Serra Bonita. 9,7Km de Camacan na estrada para Jacarecí. Daí 6 Km SW na estrada para a RPPN e torre da Embratel.",-39.565278,-15.391667,"Árvore de dossel, 12m alt., folhas levemente discolores, pecíolos verde-claros, flor e infloresc. hirsutos, brácteas verdes, flor masculina creme e feminina acastanhada; frutos pardos, tomentosos.; Floresta Ombrófila Densa Montana. Cla","BRA:UNICAMP:UEC:0000171852",NA,"Croton macrobothrys Baill."
"10","2017-10-15T09:48:35.000+0000","JBRJ","RB","RB00703534","Croton macrobothrys Baill.",NA,"Euphorbiaceae","Croton","macrobothrys",NA,"Baill.","R.F. Santos",NA,NA,"322",NA,"R.A.X. Borges; A.M. Amrim, R.O. Perdiz, W.D. Rocha & L.C. Magnavita",2006,12,9,"Brazil","Bahia","Camacan","R.P.P.N. Serra Bonita, 9,7 Km. de Camacan na estrada para Jacarecí, daí 6 Km. SW na estrada para a RPPN e torre de Embratel. R.P.P.N. Serra Bonita",-39.565278,-15.391667,"Árvore de dossel de 12 m. alt.; Folhas levemente discolores, pecíolos verde-claros; Flor e inflorescência hirsutos; Brácteas verdes; Flor masculina creme e feminina acastanhada; Frutos pardos, tomentosos.","urn:catalog:JBRJ:RB:703534",NA,"Croton macrobothrys Baill."
