"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"IMA","MAC","45725","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","E.C.O.Chagas","2010-01-28T00:00:00.000+0000",NA,"7229","Chagas-Mota",2010,1,28,"Brazil","Alagoas","Viçosa","Fazenda Jussara.",0,0,"Arbusto ca. 3 m de altura. Estéril. Látex aquoso.; Mata Atlântica.","BRA:IMA:MAC:0000045725",NA,"Omphalea brasiliensis Müll.Arg."
"2",NA,"IMA","MAC","48891","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","E.C.O.Chagas","2010-08-06T00:00:00.000+0000",NA,"7930","Chagas-Mota; C.Couto; D.Oliveira",2010,8,6,"Brazil","Alagoas","Flexeiras","Águas Belas.",0,0,"Arbusto ca. 3 m de altura. Estéril. Látex aquoso.; Mata Atlântica.","BRA:IMA:MAC:0000048891",NA,"Omphalea brasiliensis Müll.Arg."
"3",NA,"IMA","MAC","50585","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","E.C.O.Chagas","2010-11-25T00:00:00.000+0000",NA,"9624","Chagas-Mota; J.M.Ferreira",2010,11,25,"Brazil","Alagoas","Viçosa","Fazenda Jussara.",0,0,"Arbusto ca. 3,5 m de altura. Estéril.; Mata Atlântica.","BRA:IMA:MAC:0000050585",NA,"Omphalea brasiliensis Müll.Arg."
"4",NA,"IMA","MAC","50714","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","E.C.O.Chagas","2010-12-12T00:00:00.000+0000",NA,"9753","Chagas-Mota; J.W.A.Silva; J.M.Ferreira",2010,12,12,"Brazil","Alagoas","Ibateguara","Coimbra.",0,0,"Trepadeira. Frutos verdes.; Mata Atlântica.","BRA:IMA:MAC:0000050714",NA,"Omphalea brasiliensis Müll.Arg."
"5",NA,"IMA","MAC","41986","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","E.C.O.Chagas","2009-05-30T00:00:00.000+0000",NA,"3821","Chagas-Mota; J.W.A.Silva; D.S.Correia",2009,5,30,"Brazil","Alagoas","Mar Vermelho","Fazenda Canadá.",0,0,"Arbusto ca. 2,5 m de altura. Estéril.; Mata Pluvial Atlântica.","BRA:IMA:MAC:0000041986",NA,"Omphalea brasiliensis Müll.Arg."
"6",NA,"IMA","MAC","42415","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","E.C.O.Chagas","2009-06-10T00:00:00.000+0000",NA,"3935","Chagas-Mota; A.I.L.Pinheiro",2009,6,5,"Brazil","Alagoas","Capela","Serra da Lagartixa.",0,0,"Arbusto ca. 2 m de altura. Estéril.; Mata Pluvial Atlântica.","BRA:IMA:MAC:0000042415",NA,"Omphalea brasiliensis Müll.Arg."
"7","2017-10-18T10:29:13.000+0000","JBRJ","RB","RB00521476","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","Inês Cordeiro",NA,NA,"1881","C.N. Fraga; A.M. Amorim, R.C. Forzza, A.P. Fontana, L. Kollmann, P.H. Labiak & J.L. Paixão",2008,2,18,"Brazil","Espírito Santo","Nova Venécia","Serra de Baixo. Área de Proteção Ambiental da Pedra do Elefante",-40.443889,-18.776944,"Trepadeira com látex translúcido. Folhas verde-escuras na face adaxial e verde-clars na face abaxial. Frutos verdes. Material prensado em álcool.","urn:catalog:JBRJ:RB:521476",NA,"Omphalea brasiliensis Müll.Arg."
"8","2017-10-15T13:27:57.000+0000","JBRJ","RB","RB01348263","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","I. Cordeiro;J.R. Pirani",NA,NA,"6008","L.S. Leoni; M.J.R. Rocha",2004,9,21,"Brazil","Espírito Santo","Pinheiros","REBio, Córrego do Veado, Mata da Tabuleiro",NA,NA,NA,"urn:catalog:JBRJ:RB:1348263",NA,"Omphalea brasiliensis Müll.Arg."
"9",NA,"MBM","MBM","291813","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","Cordeiro, I",NA,NA,"3774","Jardim, JG; et al.",2001,9,12,"Brazil","Bahia","Jussari","Fazenda Teimoso",0,0,NA,"BRA:MBM:MBM:0000291813",NA,"Omphalea brasiliensis Müll.Arg."
"11","2008-05-27T22:02:00.000+0000","MO","MO","2958358","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","J. Kallunki","2002-01-01T00:00:00.000+0000",NA,"Jardim 3774","Jardim",2001,9,12,"Brazil","Bahia",NA,"Jussarí: Entrada 7.5 km da Rod. Jussari/Palmira. Faz. Teimoso 1.7 km da entrada, Reserva Particular do Patrimônio Natural (RPPN) Serra do Teimoso. Sede da Reserva. Floresta Higrófila.",-39.53111,-15.15444,NA,"urn:catalog:MO:Tropicos:2958358","http://www.tropicos.org/Specimen/2958358","Omphalea brasiliensis Müll.Arg."
"12",NA,"UFRPE","PEUFR","29770","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","A. Laurênio","2001-05-01T00:00:00.000+0000",NA,"575","E.M.N. Ferraz; A.G. Bispo",1999,1,21,"Brazil","Pernambuco","São Vicente Férrer","Mata do Estado",-35.5,-7.583333,"Trepadeira com garvinha; frutos verdes","BRA:UFRPE:PEUFR:0000029770",NA,"Omphalea brasiliensis Müll.Arg."
"13",NA,"UFRPE","PEUFR","29705","Omphalea brasiliensis Müll.Arg.","Euphorbiaceae","Omphalea","brasiliensis","Müll.Arg.","A. Laurênio","2001-05-01T00:00:00.000+0000",NA,"712","E.M.N. Ferraz; Mateiro",1999,10,14,"Brazil","Pernambuco","São Vicente Férrer","Mata do Estado",-35.5,-7.583333,"Trepadeira; coletada em árvore de Chrysibalanaceae; cerca de 25 m de altura; látex incolor; flores femininas e masculinas com todos os verticilos verdes; brácteas verdes; frequente na borda do rio","BRA:UFRPE:PEUFR:0000029705",NA,"Omphalea brasiliensis Müll.Arg."
