"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"Reserva Natural Vale (CVRD)","CVRD","14387","Glycydendron espiritosantense Kuhlm.","Euphorbiaceae","Glycydendron","espiritosantense","Kuhlm.","Domingos A. Folli","2013-03-27T00:00:00.000+0000",NA,7043,"Folli, D.A.",2013,3,27,"Brazil","Es","LINHARES",NA,NA,NA,"Mata de cabruca <ll>dwc_commonname:</ll> Fruta de arara","BRA:CVRD:CVRD:0000014387","Glycydendron espiritosantense Kuhlm."
"2",NA,"Reserva Natural Vale (CVRD)","CVRD","8646","Glycydendron espiritosantense Kuhlm.","Euphorbiaceae","Glycydendron","espiritosantense","Kuhlm.","Geovane S. Siqueira","2010-09-13T00:00:00.000+0000",NA,4792,"Folli, D.A.",2004,3,24,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Fruta de arara","BRA:CVRD:CVRD:0000008646","Glycydendron espiritosantense Kuhlm."
"3",NA,"MBM","MBM","299024","Glycydendron espiritosantense Kuhlm.","Euphorbiaceae","Glycydendron","espiritosantense","Kuhlm.","Cordeiro, I",NA,NA,1386,"Arbocz, GF",1995,4,27,"Brazil","Espírito Santo","São Gabriel da Palha","Sítio dos Lorenzoni",0,0,NA,"BRA:MBM:MBM:0000299024","Glycydendron espiritosantense Kuhlm."
"4","2017-10-18T16:29:41.000+0000","JBRJ","RB","RB00443710","Glycydendron espiritosantense Kuhlm.","Euphorbiaceae","Glycydendron","espiritosantense","Kuhlm.",NA,NA,NA,NA,"S.J.Silva Neto; et al.",1994,6,29,"Brazil","Rio de Janeiro","Silva Jardim","Encosta- rea da parcela 9B. Reserva Biológica de Poço das Antas",-42.25,-22.5,NA,"urn:catalog:JBRJ:RB:443710","Glycydendron espiritosantense Kuhlm."
"5","2017-10-17T14:10:21.000+0000","JBRJ","RB","RB00558843","Glycydendron espiritosantense Kuhlm.","Euphorbiaceae","Glycydendron","espiritosantense","Kuhlm.","H.C.de Lima","1993-01-01T00:00:00.000+0000",NA,4284,"H.C.de Lima; et al.",1991,11,19,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Parcela 10A.",-42.833333,-22.433333,"Botões esverdeados. Folhas jovens e látex branco.","urn:catalog:JBRJ:RB:558843","Glycydendron espiritosantense Kuhlm."
"6",NA,"Reserva Natural Vale (CVRD)","CVRD","1507","Glycydendron espiritosantense Kuhlm.","Euphorbiaceae","Glycydendron","espiritosantense","Kuhlm.","Geovane S. Siqueira","2010-09-13T00:00:00.000+0000",NA,649,"Folli, D.A.",1987,5,15,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Fruta de arara","BRA:CVRD:CVRD:0000001507","Glycydendron espiritosantense Kuhlm."
"7",NA,"Reserva Natural Vale (CVRD)","CVRD","810","Glycydendron espiritosantense Kuhlm.","Euphorbiaceae","Glycydendron","espiritosantense","Kuhlm.","Geovane S. Siqueira","2010-09-13T00:00:00.000+0000",NA,337,"Folli, D.A.",1981,11,4,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Fruta de arara","BRA:CVRD:CVRD:0000000810","Glycydendron espiritosantense Kuhlm."
"8",NA,"Reserva Natural Vale (CVRD)","CVRD","731","Glycydendron espiritosantense Kuhlm.","Euphorbiaceae","Glycydendron","espiritosantense","Kuhlm.","Geovane S. Siqueira","2010-09-13T00:00:00.000+0000",NA,304,"Folli, D.A.",1980,12,23,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Fruta de arara","BRA:CVRD:CVRD:0000000731","Glycydendron espiritosantense Kuhlm."
"9","2008-11-05T13:35:00.000+0000","K","Herbarium","K000572996","Glycydendron espiritosantense Kuhlm.","Euphorbiaceae","Glycydendron","espiritosantense","Kuhlm.","Kuhlmann, J.G.",NA,NA,28.9,"Kuhlmann, J.G.",1934,8,10,"Brazil",NA,NA,"Goytacazes, Rio Dôce",NA,NA,NA,"http://specimens.kew.org/herbarium/K000572996","Glycydendron espiritosantense Kuhlm."
"10",NA,"US","Botany","1740685","Glycydendron espiritosantense Kuhlm.","Euphorbiaceae","Glycydendron","espiritosantense","Kuhlm.",NA,NA,"ISOTYPE",28900,"J. G. Kuhlmann",1934,NA,NA,"Brazil","Espírito Santo",NA,"Goytacazes, Rio Doce.",NA,NA,NA,"http://n2t.net/ark:/65665/379da1eab-6aed-4ac2-be45-be65e1fc80ff","Glycydendron espiritosantense Kuhlm."
