"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA093162","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa","Euphorbiaceae","Croton","trombetensis","R.de S.Secco, P.E.Berry & N.A.Rosa",NA,NA,"2951","Pollito, P.A.Z. ; Araújo, L.J.",2002,12,4,"Brazil","Acre","Tarauacá",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA093162",NA,"Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa"
"2",NA,"NY","NY","1189149","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa","Euphorbiaceae","Croton","trombetensis","R.de S.Secco, P.E.Berry & N.A.Rosa","R. Riina","2006-01-01T00:00:00.000+0000","1409","M. Silveira",1996,11,15,"Brazil","Acre",NA,"Rio Purus, colocaÃ§ao Lago Novo, prÃ³ximo ao roÃ§ado.",-69.2611617076649,-8.84269355157387,NA,"1b1da91b-b486-4c6f-92ed-9129a5771f7f",NA,"Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa"
"3",NA,"NY","NY","1488054","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa","Euphorbiaceae","Croton","trombetensis","R.de S.Secco, P.E.Berry & N.A.Rosa","R. Riina","2006-01-01T00:00:00.000+0000","9113","D. C. Daly",1996,11,23,"Brazil","Acre",NA,"Rio Purus, Seringal Terra Nova, ColocaÃ§ao Terra Nova [Sr. Milton Ruiz].",-69.7947,-9.1122,NA,"ffb1357c-ffad-4f8f-a597-afd7bbbc3504",NA,"Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa"
"4",NA,"NY","NY","1189148","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa","Euphorbiaceae","Croton","trombetensis","R.de S.Secco, P.E.Berry & N.A.Rosa","R. Riina","2006-01-01T00:00:00.000+0000","889","M. Silveira",1994,9,23,"Brazil","Acre",NA,"Bacia do Rio JuruÃ¡, Rio TarauacÃ¡. Seringal MaceiÃ³, ColocaÃ§ao Fortaleza.",-71.0878,-8.2789,NA,"5fd8bcad-eed1-4ab6-9f9f-64509eb9d886",NA,"Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa"
"5",NA,"NY","NY","01187612","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa","Euphorbiaceae","Croton","trombetensis","R.de S.Secco, P.E.Berry & N.A.Rosa","R. Riina","2006-05-01T00:00:00.000+0000","2613","C. A. Cid Ferreira",1980,9,29,"Brazil","Acre",NA,"Sena Madureira e Manoel Urbano. Trecho da BR 364",-69.002466,-8.977069,NA,"735d08b4-23c2-44b2-a47e-48685674372e",NA,"Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa"
"6","2009-10-30T09:28:00.000+0000","MO","MO","100217180","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa","Euphorbiaceae","Croton","trombetensis","R.de S.Secco, P.E.Berry & N.A.Rosa","R. Riina","2006-01-01T00:00:00.000+0000","Cid Ferreira 2613","C.A. Cid Ferreira|Bruce W. Nelson",1980,9,29,"Brazil","Acre",NA,"Entre Município de Sena Madureira e Manoel Urbano, trecho da BR364.",NA,NA,NA,"urn:catalog:MO:Tropicos:100217180","http://www.tropicos.org/Specimen/100217180","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa"
"7","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","97813","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa","Euphorbiaceae","Croton","trombetensis","R.de S.Secco, P.E.Berry & N.A.Rosa","""Berry, P.E.; Riina, R.""","2013-01-01T00:00:00.000+0000","2613","Mike Hopkins",1980,9,29,"Brazil","Acre",NA,"Entre Município de Sena Madureira e Manoel Urbano, trecho da BR-364. Mata de beira de estrada, solo argiloso.",NA,NA,NA,"urn:catalog:inpa:herbarium:47039",NA,"Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa"
"8",NA,"NY","NY","01302491","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa","Euphorbiaceae","Croton","trombetensis","R.de S.Secco, P.E.Berry & N.A.Rosa","R. Riina","2007-01-01T00:00:00.000+0000","4625","N. T. da Silva",1978,5,24,"Brazil","Pará",NA,"Rio Trombetas, planalto Saracá, minério de bauxita.",-56.448998,-1.694263,NA,"d0c92e1d-711a-4a2b-a9a2-1e48fcf927aa",NA,"Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa"
"9",NA,"NY","NY","01302492","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa","Euphorbiaceae","Croton","trombetensis","R.de S.Secco, P.E.Berry & N.A.Rosa","R. Riina","2007-01-01T00:00:00.000+0000","4625","N. T. da Silva",1978,5,24,"Brazil","Pará",NA,"Rio Trombetas, planalto Saracá, minério de bauxita.",-56.448998,-1.694263,NA,"8666f8bf-cc4c-41fe-9e1f-7f688a85db01",NA,"Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa"
"10",NA,"MA","MA","804733-1","Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa","Euphorbiaceae","Croton","trombetensis","R.de S.Secco, P.E.Berry & N.A.Rosa",NA,NA,"s.n.","G.T. Prance, D.F. Coelho, J.F. Ramos & L.G. Farias",1968,7,10,"Brazil",NA,NA,"West of Rio Caete, 12 Km. above mouth",NA,NA,"Plants of Brazilian Amazonia. State of Acre. Municipality of Sena Madureira 7915. forest on terra firme",NA,NA,"Croton trombetensis R.de S.Secco, P.E.Berry & N.A.Rosa"
