"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"Universidade Regional de Blumenau, FURB","FURB","59656","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Kassner-Filho, A.","2018-06-27T00:00:00.000+0000",NA,"2921","Kassner-Filho, A.",2018,6,27,"Brazil","Santa Catarina","Treviso",NA,-49.498611,-28.443611,NA,"BRA:FURB:FURB:0000059656","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"2",NA,"Universidade Regional de Blumenau, FURB","FURB","59493","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Kassner-Filho, A.","2018-06-08T00:00:00.000+0000",NA,"2805","Kassner-Filho, A.",2018,6,8,"Brazil","Santa Catarina","Jacinto Machado",NA,-49.86,-28.89,"botão floral","BRA:FURB:FURB:0000059493","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"3","2018-04-05T16:06:17.000+0000","JBRJ","RB","RB01384255","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","M.F. Freitas","2018-03-13T00:00:00.000+0000",NA,"7511","M. Verdi; C. Baez, E. Fernandez, R. Gomes, R. Nines",2017,11,26,"Brazil","Rio de Janeiro","Santa Maria Madalena","Tadelândia. Morumbeca dos Marreiros. Parque Estadual do Desengano",-41.919722,-21.877778,"Terrícola; pouco frequente; folhas discolores verdes; frutos maduros de coloração nigrescente; coletada no interior da floresta","urn:catalog:JBRJ:RB:1384255","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"4","2017-10-15T12:47:13.000+0000","JBRJ","RB","RB01322198","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,NA,NA,"74","Negreiros, F.F.",2016,8,3,"Brazil","Rio de Janeiro","Miguel Pereira","REBIO Tinguá. Orbel II. Módulo PPBio Mata Atlântica, área da parcela 5D.",-43.421667,-22.539167,"Árvore de dossel, inclinada com rebroto, DAP 17,3 cm. Parcela 5D/triângulo 90 - D. Ind (95).","urn:catalog:JBRJ:RB:1322198","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"5","2017-10-15T14:35:25.000+0000","JBRJ","RB","RB01181425","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","M. F. Freitas & T. S. Mendes",NA,NA,"681","C. Baez; Patrícia da Rosa, Thalis Lima, Raquel Negrão, Lucas moraes, Daniel Maurenza",2016,8,7,"Brazil","Rio de Janeiro","Nova Friburgo","Rio Bonito de Macaé de Cima. Mata atrás da pousada Estalagem. APA Macaé de Cima",-42.428889,-22.404444,"Terrícola, heliófila. Pecíolos verdes, folhas glabras, marcadamente discolores. Flores verdes e castanhas.","urn:catalog:JBRJ:RB:1181425","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"6","2017-10-15T11:44:49.000+0000","JBRJ","RB","RB01162866","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","M. F. Freitas",NA,NA,"901","P. Rosa; C. Baez, T. Lima, D. Maurenza, R. Negrão, L. Moraes, M. Moraes, G. Overney",2016,8,8,"Brazil","Rio de Janeiro","Silva Jardim","Serra de Macaé de Cima, localidade de Macaé de Cima, início da trilha do vale do rio das Flores para a cumeada das velutinas. Trilha de vegetação secundária. APA Macaé de Cima",-42.505,-22.436389,"Terrícola, heliófila, caule acinzentado, folhas coriáceas discolores verdes. Flores com cálice pardo, pétalas pardas, estames com anteras castanhas, estigma verde-claro. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:1162866","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"7",NA,"Universidade Federal do Paraná, UFPR","EFC","15826","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Costa Filho, S. V. S. da","2016-10-26T00:00:00.000+0000",NA,"10","Costa Filho, S.V.S. da",2016,10,20,"Brazil","Paraná","Campo do Tenente","Reserva legal de propriedade particular",-49.7566,-26.0052,"Interior de Floresta Ombrófila Mista no estágio intermediário da sucessão. Floresta Ombrófila Mista Montana __COMMOM_NAME__: capororocão","BRA:UFPR:EFC:0000015826","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"8",NA,"Universidade Federal do Paraná, UFPR","EFC","12507","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Blum, C.T.","2014-01-01T00:00:00.000+0000",NA,"1369","Blum, C.T.",2014,1,1,"Brazil","Paraná","Tijucas do Sul","Represa do Vossoroca",-49.0667,-25.8172,"Árvore com 4m, frutos verdes, borda de estágio médio.","BRA:UFPR:EFC:0000012507","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"9",NA,"Universidade Federal do Paraná, UFPR","EFC","12884","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Ribeiro, C.L.","2014-05-22T00:00:00.000+0000",NA,"18","Ribeiro, C.L.",2014,5,17,"Brazil","Paraná","Campo Largo","Morro Dois Irmãos, Bateias",-49.5084,-25.3276,"Próximo ao vale","BRA:UFPR:EFC:0000012884","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"10",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA128495","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Ivanauskas, N.M. & Souza, V.C.","2013-03-26T00:00:00.000+0000",NA,"1079","Polisel, R.T.",2013,3,26,"Brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.31,-24.02,NA,"BRA:ESALQ:ESA:0ESA128495","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"11",NA,"IF","SPSF","48576","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","V.C.Souza","2013-05-01T00:00:00.000+0000",NA,"35030","V.C.Souza & T.B. Flores",2013,5,1,"Brazil","Sp","Tapiraí","Área da Cia. Votorantim",NA,NA,"COLETA: Árvore com aprox. 14m de altura; frutos imaturos verdes.; GEOGRAFIA: Trilha do Rio Dezembro.;","BRA:IF:SPSF:0000048576","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"12",NA,"Universidade Estadual de Londrina, UEL","FUEL","52893","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Souza, VC","2013-01-01T00:00:00.000+0000",NA,"35030","Souza, VC; Flores, TB",2013,5,1,"Brazil","São Paulo","Tapiraí","Área da Cia. Votorantim, Trilha do Rio Dezembro.",0,0,"Árvore, ca. 14 m alt.; frutos imaturos verdes.","BRA:UEL:FUEL:0000052893","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"13",NA,"UnB","UB","200923","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Souza, VC","2013-01-01T00:00:00.000+0000",NA,"35030","Souza, CV; Flores, TB",2013,5,1,"Brazil","São Paulo","Tapiraí","Área da Companhia Votorantim. Trilha do Rio Dezembro",0,0,"Árvore 14m. Frutos imaturos verdes","BRA:UnB:UB:0000200923","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"14","2014-06-30T10:37:16.000+0000","JBRJ","RB","RB00857837","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","V.C. Souza","2013-01-01T00:00:00.000+0000",NA,"35030","V.C. Souza; T.B. Flores",2013,5,1,"Brazil","São Paulo","Tapiraí","Área da Cia. Votorantim. Trilha do Rio Dezembro.",NA,NA,"Árvore, ca. 14m alt.; frutos imaturos verdes","urn:catalog:JBRJ:RB:857837","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"15",NA,"MBM","MBM","391182","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Souza, VC","2013-01-01T00:00:00.000+0000",NA,"35030","Souza, VC; Flores, TB",2013,5,1,"Brazil","São Paulo","Tapiraí","Área da Cia. Votorantim, Trilha do Rio Dezembro",0,0,"Árvore, ca. 14m de alt.; frutos imaturos verdes.","BRA:MBM:MBM:0000391182","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"16",NA,"UNICAMP","UEC","179838","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,NA,NA,"35030","Souza, V.C.; Flores, T.B.",2013,5,1,"Brazil","São Paulo","Tapirai","Área da Cia. Votorantim. Trilha do Rio Dezembro.",0,0,"Árvore, ca. 14 m alt.; frutos imaturos verdes.","BRA:UNICAMP:UEC:0000179838","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"17","2017-10-19T13:54:06.000+0000","JBRJ","RB","RB00809998","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","M.F.Freitas",NA,NA,"1537","M. E. Engels",2013,9,NA,"Brazil","Paraná","Paraná","Guaratuba, Serra do Mar.",NA,NA,NA,"urn:catalog:JBRJ:RB:809998","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"18",NA,"UFPR","UPCB","87932","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Freitas, M. F.","2013-01-01T00:00:00.000+0000",NA,"1537","Engels, M. E.",2013,9,7,"Brazil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville.",-48.943056,-25.881944,"Arbórea. Caule castanho claro. Folhas verdes discolores. Frutos verdes com pintas alongadas castanhas esverdeadas. Floresta Ombrófila Densa..","BRA:UFPR:UPCB:0000087932","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"19",NA,"MBM","MBM","385288","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Freitas, MF","2013-09-11T00:00:00.000+0000",NA,"1537","Engels, ME",2013,9,7,"Brazil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville",-48.943056,-25.881944,"Arbórea. Caule casatnho claro. Folhas verdes discolores. Frutos verdes com pintas alongadas castanhas esverdeadas.; Floresta Ombrófila Densa.","BRA:MBM:MBM:0000385288","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
"20",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","18509","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,"Primulaceae","Myrsine","hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","M.F. Freitas","2013-09-11T00:00:00.000+0000",NA,"1537","M.E. Engels",2013,9,7,"Brazil","Pr","Guaratuba","Serra do Mar, Linha de transmissão",-48.943056,-25.881944,"arbórea. Caule castanho claro. Folhas verdes discolores. Frutos verdes com pintas alongadas castanhas esverdeadas. Floresta Ombrófila Densa.","BRA:UTFPR:HCF:0000018509","Myrsine hermogenesii (Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv."
