"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"UEFS","HUEFS","235317","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso",NA,NA,NA,"5202",NA,"Särkinen, T.",2017,3,4,"Brazil","Bahia","Morro do Chapéu","ca. 200m W of BA-052 road at km 287. Part of voucher specimen collections of a permanent 0.5 ha plot MOR01 during project NordEste.",-41.316667,-11.483333,"Caatinga. ca. 5m canopy with a few larger tree species to 8m. Understory of few Bromeliaceae and Cactaceae spp. Dense shrub layer.","BRA:UEFS:HUEFS:0000235317","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"2","2017-10-15T11:39:54.000+0000","JBRJ","RB","RB01152065","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso",NA,NA,NA,"1570",NA,"L.J.T. Cardoso; P.R.C. Farag; O. Samor & F.L. Ignácio",2016,4,14,"Brazil","Bahia","Morro do Chapéu","Divisa com o Município de Várzea nova, Serra da Babilônia, Faz. Bom Jesus, futura área de implantação do Parque Eólico da Serra da Babilônia. Coordenadas aroximadas do indivíduo (WGS84). Savana-estépica arborizada densa.",-41.314167,-11.084444,"Emergente. Frequente. Tronco estriado, formando ""barriga"" no colo, junto ao solo, região muito espessada; folhas membranáceas e discolores; frutos passados com epicarpo marrom, paina alva; sementes cruas comestíveis e muito saborosas","urn:catalog:JBRJ:RB:1152065","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"3",NA,"Universidade Federal da Bahia (UFBA)","ALCB","132630","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso",NA,NA,NA,"4149",NA,"Cardoso, D; Cruz, AL da",2016,11,9,"Brazil","Bahia","Morro do Chapéu","Lajes, ca. 25 km no lado esquerdo da BA-052 sentido Irec?.",-41.331944,-11.494444,"com ca. 7 m alt. Foto. DNA.; sobre solo arenoso e com afloramentos de arenito","BRA:UFBA:ALCB:0000132630","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"4",NA,"UEFS","HUEFS","239329","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso",NA,NA,NA,"4149",NA,"Cardoso, D.",2016,11,9,"Brazil","Bahia","Morro do Chapeu","Lajes, ca. 25 km no lado esquerdo da BA-052 sentido Irecê.",-41.331944,-11.494444,NA,"BRA:UEFS:HUEFS:0000239329","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"5",NA,"Universidade Federal da Bahia (UFBA)","ALCB","128695","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso","Guedes, ML","2017-11-01T00:00:00.000+0000",NA,"s.n.",NA,"Valadão, R de M",2016,11,25,"Brazil","Bahia","Tanhaçu",NA,-41.233333,-14.016667,"Folhas com folóilos cartáceos. Flores em botões. Flores com pétalas esverdeadas, estames alvos.","BRA:UFBA:ALCB:0000128695","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"6",NA,"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","HTSA","6167","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso",NA,NA,NA,"s.n.",NA,"Kiill L.H.P.",2015,8,25,"Brazil","Bahia","Casa Nova","Tanquinho",0,0,NA,"BRA:CPATSA:HTSA:0000006167","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"7",NA,"UEFS","HUEFS","234926","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso",NA,NA,NA,"245",NA,"Souza, I.M.",2015,10,29,"Brazil","Bahia","Casa Nova","Estrada para Fazenda Santarém.",-41.379444,-9.418889,"Caatinga.","BRA:UEFS:HUEFS:0000234926","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"8",NA,"US","Botany","3692112","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso","Queiróz, L. P. de",NA,NA,"16073",NA,"L. P. de Queiróz",2014,10,30,"Brazil","Bahia",NA,"Morro do Chapeu: Lajes, 0.6-1.2 km S da BA-052, ca. 21 km W de Morro do Chapeu na BA-052 (""Estrada do Feijão"").",-41.3319,-11.495,"DNA","http://n2t.net/ark:/65665/3c153708b-7404-472e-9da2-3b8630bfd393","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"9",NA,"UNIVASF","HVASF","21794","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso","J.A. Siqueira Filho","2013-12-18T00:00:00.000+0000",NA,"3123",NA,"J.A. Siqueira Filho",2013,12,18,"Brazil","Bahia","Sento Sé","Trilha da Cachoeira Zé Leite, Serrote Crista do Galo. Campo Rupestre",NA,NA,"Arvoreta cerca de 2,5 m de alt. Fruto capsular, imaturo verde.","BRA:UNIVASF:HVASF:0000021794","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"10",NA,"IMA","MAC","57086","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso",NA,NA,NA,"205",NA,"D.J.L.Sousa; E.C.O.Chagas",2012,12,12,"Brazil","Bahia","Feira de Santana","Universidade Estadual de Feira de Santana, cultivada em frente ao LABIO (material proveniente do Morro do Chapéu).",-39.618611,-12.451944,"Árvore ca. 2,5 m. Ramos basais quase se encostando ao solo; folíolos coriáceos, discolores; pétalas, estames e estilete cremes.; Caatinga.","BRA:IMA:MAC:0000057086","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"11",NA,"UFPE","UFP","70520","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso","Amorim, B.S.","2011-03-18T00:00:00.000+0000",NA,"439b",NA,"Cavalcanti, D.",2011,3,18,"Brazil","Bahia","Morro do chapéu","Carrasqueira-Beira da Estrada.Caatinga.",-41.319444,-11.488333,"DESC:Árvore aproximadamente 4m de altura,frutos verdes. &nf;&nf;&nf;;","BRA:UFPE:UFP:0000070520","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"12",NA,"UNIVASF","HVASF","12831","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso","J.A. Siqueira Filho","2011-12-14T00:00:00.000+0000",NA,"9",NA,"D.S. Fernandes",2011,9,29,"Brazil","Bahia","Casa Nova","Fazendo Santarém, próximo a um apiário",-41.357778,-9.538083,"Árvore ca. 7 m de alt. Contendo folhas com base aguda e ápice arredondado e botões florais verdes.","BRA:UNIVASF:HVASF:0000012831","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"13",NA,"UNIVASF","HVASF","7269","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso","D. Araújo","2010-06-18T00:00:00.000+0000",NA,"1266",NA,"D. Araújo",2010,1,27,"Brazil","Bahia","Sento Sé","Final da estrada para a comunidade do Rodoleiro, próximo à antena",NA,NA,"Arvore. Frutos verdes.","BRA:UNIVASF:HVASF:0000007269","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"14",NA,"UNIVASF","HVASF","9076","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso","M.G. Bovini","2018-04-17T00:00:00.000+0000",NA,"6792",NA,"A.P. Fontana",2010,6,4,"Brazil","Bahia","Juazeiro","Laje dos Guimarães, Monumento Natural Boqueirão da Onça, refúgio montano, afloramento rochoso com vegetação arbustiva.",NA,NA,"Arbusto, ca. 3m. Frutos imaturos amarronzados.&nf;Material composto por duas amostras A com frutos e B apenas com caule e folhas","BRA:UNIVASF:HVASF:0000009076","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
"15",NA,"UEFS","HUEFS","180954","Pachira retusa (Mart. & Zucc.) Fern.Alonso","Malvaceae","Pachira","retusa","(Mart. & Zucc.) Fern.Alonso",NA,NA,NA,"72",NA,"Machado, C.G.",2010,10,14,"Brazil","Bahia","Morro do Chapéu","Área de caatinga arbustiva densa com afloramento rochoso próxima a BA 052. Chapada Diamantina.",-41.331944,-11.4975,NA,"BRA:UEFS:HUEFS:0000180954","Pachira retusa (Mart. & Zucc.) Fern.Alonso",NA,NA,NA,NA
