"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"NY","NY","02703780","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.",NA,NA,NA,3999,"M. G. Bovini",2014,6,4,"Brazil","SÃ£o Paulo",NA,"Parque Nacional da Serra da Bocaina, estrada da trilha do ouro. 1470m.",-44.622222,-22.751111,NA,"62799335-a9f0-47b0-9f72-d328adb51cd8","Abutilon latipetalum G.L.Esteves & Krapov."
"2","2015-03-25T16:50:57.000+0000","JBRJ","RB","RB00915270","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","M.G.Bovini",NA,NA,3999,"M.G.Bovini; J.F.Baumgratz et M.A.Nadruz",2014,6,4,"Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina, estrada da trilha do ouro. 1470m.",-44.622222,-22.751111,"Árvore ca. 15 m, semi-heliófila. Caule com aprox. 55 cm DAP. Folhas membranáceas, ca. 25 cm compr. Cálice verde piloso. Corola jovem rosa e adulta alvacenta com ápice rosado. Estames totalmente amarelos. Em grande população.","urn:catalog:JBRJ:RB:915270","Abutilon latipetalum G.L.Esteves & Krapov."
"3",NA,"PNFM","IRAI","8147","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","Villagra, B.L.P.","2012-01-01T00:00:00.000+0000",NA,415,"Villagra, B.L.P.",2012,9,10,"Brazil","São Paulo","Mogi das Cruzes","Empresa EMBU, Pedreira",-46.206833,-23.498472,"Árvore, 15 m, frutos castanhos, flor rosa. Carpoteca","BRA:PNFM:IRAI:0000008147","Abutilon latipetalum G.L.Esteves & Krapov."
"4",NA,"Instituto de Botânica, IBT","SP","345993","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","Takeuchi, C",NA,"HOLOTYPE",2758,"Esteves, GL; Pastore, JA",2000,5,9,"Brazil","São Paulo","Pindamonhangaba","Na direção de Campos do Jordão, ao lado do viaduto Gavião do Gonzaga",0,0,NA,"BRA:IBt:SP:0000345993","Abutilon latipetalum G.L.Esteves & Krapov."
"5",NA,"IAC","IAC","39753","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","G.L. Esteves","2003-02-17T00:00:00.000+0000",NA,1306,"R.B. Torres; J.B. Paula & C.A. Pereira",2000,8,17,"Brazil","Minas Gerais","Camanducaia","Fragmento do João de Brás, ligado ao do Zé Teixeirinha",-46.059801,-22.73214,"Nome popular: jangadeiro, UTM(23)= 391168 E, 7485710 N, 1282 m.s.m.","BRA:IAC:IAC:0000039753","Abutilon latipetalum G.L.Esteves & Krapov."
"9",NA,"IAC","IAC","40191","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","G.L. Esteves","2003-02-22T00:00:00.000+0000",NA,1402,"R.B. Torres; J.B. Paula & C.A. Pereira",2000,12,22,"Brazil","Minas Gerais","Camanducaia","Mata do Chico Rei",-46.1447,-22.7553,"UTM(23)= 388730 E e 7483010 N, 1395 m.s.m.","BRA:IAC:IAC:0000040191","Abutilon latipetalum G.L.Esteves & Krapov."
"11",NA,"UNICAMP","UEC","111285","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","Takeuchi, C.","2009-05-05T00:00:00.000+0000",NA,428,"Freitas, L.; Sazima, M.; San Martin-Gajardo, I.",1998,7,24,"Brazil","Minas Gerais","São Roque de Minas","São José do Barreiro, SP 221 Km 17.",0,0,"Arvoreta ca. 8m. Flores com botões brancos, com corola de lilás a violeta; anteras e polem amarelo vivo. Odor de verduras frescas; cálice pulverulento.; Floresta Ombrófila Montanha","BRA:UNICAMP:UEC:0000111285","Abutilon latipetalum G.L.Esteves & Krapov."
"12",NA,"UNICAMP","UEC","86423","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","Takeuchi, C.","2013-09-01T00:00:00.000+0000",NA,33724,"Buzato, S.",1995,5,30,"Brazil","São Paulo","Campos do Jordão","Estrada Taubaté.",0,0,"Árvore ca. 10 m de alt, flores roxas.","BRA:UNICAMP:UEC:0000086423","Abutilon latipetalum G.L.Esteves & Krapov."
"13",NA,"USP","SPF","99669","Callianthe latipetala (G.L.Esteves & Krapov.) Donnell","Malvaceae","Callianthe","latipetala","(G.L.Esteves & Krapov.) Donnell","Takeuchi, C","2014-07-01T00:00:00.000+0000",NA,1563,"Rossi, L",1994,7,16,"Brazil","São Paulo","São José do Barreiro","Parque Nacional da Bocaina. Estrada da Fazenda Floresta em direção a Posses.",0,0,NA,"BRA:USP:SPF:0000099669","Callianthe latipetala (G.L.Esteves & Krapov.) Donnell"
"14",NA,"UNICAMP","UEC","65684","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","Takeuchi, C.","2013-09-01T00:00:00.000+0000",NA,31790,"Sazima, M.",1994,8,4,"Brazil","São Paulo","São Paulo","Estrada de rodagemTaubaté.",0,0,"Flores branca a púrpura. Arbórea.","BRA:UNICAMP:UEC:0000065684","Abutilon latipetalum G.L.Esteves & Krapov."
"15",NA,"UNICAMP","UEC","64909","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","Takeuchi, C.","2013-09-01T00:00:00.000+0000",NA,31745,"Buzato, S.",1993,9,13,"Brazil","São Paulo","Campos do Jordão","Estrada de rodagem Taubaté -Campos do Jordão.",0,0,"Árvore ca. 10m de alt. , flores púrpuras.","BRA:UNICAMP:UEC:0000064909","Abutilon latipetalum G.L.Esteves & Krapov."
"16",NA,"UNICAMP","UEC","64912","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","Takeuchi, C.","2013-09-01T00:00:00.000+0000",NA,31746,"Buzato, S.",1993,9,13,"Brazil","São Paulo","Campos do Jordão","Estrada de rodagem Taubaté.",0,0,"Arvore ca. 10 m de alt. Flores purpuras.","BRA:UNICAMP:UEC:0000064912","Abutilon latipetalum G.L.Esteves & Krapov."
"17",NA,"UnB","UB","185872","Abutilon latipetalum G.L.Esteves & Krapov.","Malvaceae","Callianthe","latipetalum","G.L.Esteves & Krapov.","Takeuchi, C","2012-03-26T00:00:00.000+0000",NA,2378,"Kuhlmann, M",1950,6,3,"Brazil","São Paulo","Lorena","Piquete. Rodovia para Itajubá - Mad. 114.",0,0,NA,"BRA:UnB:UB:0000185872","Abutilon latipetalum G.L.Esteves & Krapov."
