"","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","Cenargen","CEN","71140","Eriotheca estevesiae Carv.-Sobr.","Malvaceae","Eriotheca","estevesiae","Carv.-Sobr.","J. G. Carvalho-Sobrinho",NA,"10995","Glocimar Pereira-Silva",2006,10,22,"Brazil","To","SAO SALVADOR DO TOCANTINS","Fazenda Serrinha.",-48.281944,-12.78,"Área de influência indireta.","BRA:Cenargen:CEN:0000071140","Eriotheca estevesiae Carv.-Sobr."
"2","UEFS","HUEFS","177408","Eriotheca estevesiae Carv.-Sobr.","Malvaceae","Eriotheca","estevesiae","Carv.-Sobr.","J.G.Carvalho-Sobrinho","2016-09-01T00:00:00.000+0000","5392","Pereira-Silva, G.",2001,9,19,"Brazil","Goiás","Cavalcante","Estrada canteiro da obra rio São Felix Km 12.",-48.063611,-13.375556,NA,"BRA:UEFS:HUEFS:0000177408","Eriotheca estevesiae Carv.-Sobr."
"3","UnB","UB","27324","Eriotheca estevesiae Carv.-Sobr.","Malvaceae","Eriotheca","estevesiae","Carv.-Sobr.","Yoshikawa, VN","2017-09-01T00:00:00.000+0000","1075","Bridgewater, S; Ratter, JA; Fonsêca Filho, J",1998,11,14,"Brazil","Tocantins",NA,"69km from Porto Nacional on the road to Ponte Alta",-47.966667,-10.75,"Bark lightly peeling.; Small tree 3m; Cerrado on rocky soils.","BRA:UnB:UB:0000027324","Eriotheca estevesiae Carv.-Sobr."
"4","UnB","UB","27321","Eriotheca estevesiae Carv.-Sobr.","Malvaceae","Eriotheca","estevesiae","Carv.-Sobr.","Yoshikawa, VN","2017-09-01T00:00:00.000+0000","7969","Ratter, JA; Bridgewater, S; Fonsêca Filho, J; Ribeiro, JF; Kozovits, A; Leão, FF; Pinto, E",1997,11,12,"Brazil","Tocantins",NA,"Fazenda Fazendinha, 32km from Figueirópolis",-49.25,-12.233333,"Sapling. Vegetative ecological voucher.; Cerrado sensu stricto.","BRA:UnB:UB:0000027321","Eriotheca estevesiae Carv.-Sobr."
"5","UnB","UB","27323","Eriotheca estevesiae Carv.-Sobr.","Malvaceae","Eriotheca","estevesiae","Carv.-Sobr.","Yoshikawa, VN","2017-09-01T00:00:00.000+0000","7935","Ratter, JA; Bridgewater, S; Fonsêca Filho, J",1997,11,7,"Brazil","Tocantins",NA,"4km S of Pugmil on the Brasília-Belém highway (BR 153)",-48.883333,-10.45,"Small sapling. Vegetative ecological voucher.; In dense mesotrophic cerradão.","BRA:UnB:UB:0000027323","Eriotheca estevesiae Carv.-Sobr."
"6","Cenargen","CEN","22636","Eriotheca estevesiae Carv.-Sobr.","Malvaceae","Eriotheca","estevesiae","Carv.-Sobr.","J. G. Carvalho-Sobrinho",NA,"2580","Bruno Machado Teles Walter",1995,9,7,"Brazil","Go","MINACU","Estrada de acesso ao porto do Rubão (indo para área indígena). Sul de Minaçu, indo para o rio Tocantins. Perto da ponte, na estrada.",-48.268055,-13.662222,"Área de influência do AHE Serra da Mesa.","BRA:Cenargen:CEN:0000022636","Eriotheca estevesiae Carv.-Sobr."
"7","UnB","UB","194095","Eriotheca estevesiae Carv.-Sobr.","Malvaceae","Eriotheca","estevesiae","Carv.-Sobr.","Yoshikawa, VN","2017-09-01T00:00:00.000+0000","4404","Goodland, R",1970,7,30,"Brazil","Distrito Federal","Brasília","Fazenda Sucupira, saída de Goiânia",-47.316667,-15.483333,"Árvore 3m de altura; Cerrado","BRA:UnB:UB:0000194095","Eriotheca estevesiae Carv.-Sobr."
