"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","190721","Sothers, CA"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","181834","Ribeiro, JELS"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","210604","Ferreira, CAC"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","153902","Ferreira, CAC"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","153930","Ferreira, CAC"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","122082","Santos, JL dos"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","161814","Rodrigues, WA"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","107860","Silva, FR da"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","108720","Silva, FR da"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","108718","Silva, FR da"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","108719","Silva, FR da"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","119137","Pires, JM"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","69234","Anderson, AB"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","117832","Steward, WC"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","46509","Pires, JM"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","29808","Co̻lho, DF"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","21459","Co̻lho, LF"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","20614","Paula, JE de"
"19","Instituto Nacional de Pesquisas da Amazônia (INPA)","7444","Rodrigues, WA"
"20","Instituto Nacional de Pesquisas da Amazônia (INPA)","7442","Rodrigues, WA"
"21","Instituto Nacional de Pesquisas da Amazônia (INPA)","16389","Ducke, A"
