"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2018-05-28T08:38:30.000+0000","JBRJ","RB","RB01385330","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Carlos D. M. Ferreira","2018-04-20T00:00:00.000+0000",NA,"1545",NA,"C. Baez; E. Fernandez, T. Lima & R. Gomes",2018,3,22,"Brazil","Rio de Janeiro","Saquarema","Antiga Reserva Ecológica de Jacarepiá (""Vilatur""). Parque Estadual da Costa do Sol",-42.448333,-22.925833,"Árvore matriz nº 251; CAP 93 cm; Folhas verdes discolores. Frutos verdes com indumento castanho. RBcarpo 8667","urn:catalog:JBRJ:RB:1385330","Pachira endecaphylla (Vell.) Carv.-Sobr."
"2","2018-05-28T08:28:46.000+0000","JBRJ","RB","RB01385267","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Carlos D. M. Ferreira",NA,NA,"1481",NA,"C. Baez; E. Fernandez, T. Lima & R. Gomes",2018,3,20,"Brazil","Rio de Janeiro","Saquarema","Antiga Reserva Ecológica de Jacarepiá (""Vilatur""). Parque Estadual da Costa do Sol",-42.451389,-22.925833,"Árvore matriz nº 208; CAP 93 cm; Tronco alvacento. Frutos verdes com pilosidade castanha. RBcarpo 8666","urn:catalog:JBRJ:RB:1385267","Pachira endecaphylla (Vell.) Carv.-Sobr."
"3",NA,"UNITINS","HUTO","7185","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.",NA,NA,NA,"1883",NA,"Roque, A.A.",2016,12,31,"Brazil","Rio Grande do Norte","Natal","Parque Estadual Dunas de Natal. Bosque dos Namorados. Canteiro da Administração",-35.191944,-5.813056,"Árvore com cerca de 4 m de atltura. Folhas concolores verde-escuras. Flores brancas com estames brancos.; Mata Atlântica.","BRA:UNITINS:HUTO:0000007185","Pachira endecaphylla (Vell.) Carv.-Sobr."
"5",NA,"UFES","VIES","22680","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Macedo, T.M.","2014-06-02T00:00:00.000+0000",NA,"323",NA,"Sarnaglia Júnior, V.B.; Gomes, J.M.L. & Zani, L.B.",2010,2,2,"Brazil","Espírito Santo","Aracruz","A.I. do Limão.",NA,NA,"SW1940","BRA:UFES:VIES:0000022680","Pachira endecaphylla (Vell.) Carv.-Sobr."
"6",NA,"Universidade Federal do Ceará, UFC","EAC","48166","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Carvalho-Sobrinho, J.G.","2016-09-01T00:00:00.000+0000",NA,"2393",NA,"Castro, A.S.F.",2010,8,29,"Brazil","Ceará","São Gonçalo do Amarante","Pecém, Estação Ecológica, Substrato arenoso",0,0,"Árvore; Tabuleiro litorâneo","BRA:UFC:EAC:0000048166","Pachira endecaphylla (Vell.) Carv.-Sobr."
"7",NA,"MBML","MBML-HERBARIO","32889","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","J.G. Carvalho Sobrinho/Set.2013",NA,NA,"4907",NA,"V. Demuner; T. A. Cruz, M.Belizário.",2008,1,28,"Brazil","Espírito Santo","Santa Leopoldina","Morro Agudo, propr.: Dona Maria",-40.428889,-20.0975,"Árvore 16m, fuste 10m, dap 35cm, botões florais verdes. Interior de mata.","BRA:MBML:MBML-HERBARIO:0000032889","Pachira endecaphylla (Vell.) Carv.-Sobr."
"9",NA,"Instituto Plantarum de Estudos da Flora Ltda (HPL)","HPL","6966","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","T.M. Macedo","2014-02-05T00:00:00.000+0000",NA,"1543",NA,"R. Tsuji, H. Lorenzi et al.",2007,1,26,"Brazil","Es","Valério","Coletado na saída da cidade 18°58'57,7''S; 40°24'25,4''W",NA,NA,NA,"BRA:JBP:HPL:0000006966","Pachira endecaphylla (Vell.) Carv.-Sobr."
"10","2016-01-29T10:03:16.000+0000","JBRJ","RB","RB00598275","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","CARLOS D.M.FERREIRA","2016-01-27T00:00:00.000+0000",NA,NA,NA,"Antônio Valeriano P. dos Santos; Livoney B. de O. Goes & Plácido F.S. Buarque",2007,3,31,"Brazil","Alagoas","Maceió","Parque Municipal de Maceió, bairro Bebedouro cerca de 5 Km de centro da cidade.",NA,NA,NA,"urn:catalog:JBRJ:RB:598275","Pachira endecaphylla (Vell.) Carv.-Sobr."
"11",NA,"Universidade Federal do Ceará, UFC","EAC","39156","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Castro, A.S.F.","2016-11-07T00:00:00.000+0000",NA,"1685",NA,"Castro, A.S.F.",2006,2,4,"Brazil","Ceará","Fortaleza","Dunas da Praia do Futuro. Substrato arenoso",0,0,"Arbórea. Flor Verde com estamer Branca.; Dunas costeiras","BRA:UFC:EAC:0000039156","Pachira endecaphylla (Vell.) Carv.-Sobr."
"12",NA,"Universidade Federal do Ceará, UFC","EAC","39014","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Castro, A.S.F.","2016-11-07T00:00:00.000+0000",NA,"1641",NA,"Castro, A.S.F.",2005,12,9,"Brazil","Ceará","Fortaleza","Dunas da Praia do Futuro. Substrato Arenoso",0,0,"Arbórea.; Dunas costeiras","BRA:UFC:EAC:0000039014","Pachira endecaphylla (Vell.) Carv.-Sobr."
