"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"13","2016-06-28T10:25:44.000+0000","JBRJ","RB","RB00534759","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","T.M. Macedo","2015-03-03T00:00:00.000+0000",NA,"03",NA,"P.T. dos Santos; A.A.M. de Barros, H.M. Pereira & R.T. Santori",2002,2,27,"Brazil","Rio de Janeiro","Niterói","Itaipu, Córrego dos Colibris, parte alta. Parque Estadual da Serra da Tiririca",NA,NA,"Árvore com cerca de 12 metros de altura, heliófila, folhas cartáceas discolores verdes, flores com a corola verde e estames amarelos.","urn:catalog:JBRJ:RB:534759","Pachira endecaphylla (Vell.) Carv.-Sobr."
"14",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA099224","Pseudobombax endecaphyllum (Vell.) A.Robyns",NA,"Malvaceae","Pachira","endecaphyllum","(Vell.) A.Robyns","Bovini, M.","2004-01-01T00:00:00.000+0000",NA,"2206",NA,"Forzza, R.C.",2002,6,15,"Brazil","Minas Gerais","Descoberto",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA099224","Pseudobombax endecaphyllum (Vell.) A.Robyns"
"15",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","34023","Pseudobombax endecaphyllum (Vell.) A.Robyns",NA,"Malvaceae","Pachira","endecaphyllum","(Vell.) A.Robyns","M.G. Bovini","2004-02-01T00:00:00.000+0000",NA,"s.n.,",NA,"A.S.M. Valente; N.C.Vitarelli; V. Scalon",2001,5,12,"Brazil","Minas Gerais","Juiz de Fora","Morro do Imperador",0,0,"Árvore ca. 10m. Botões verdes.","BRA:UFJF:CESJ:0000034023","Pseudobombax endecaphyllum (Vell.) A.Robyns"
"16",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","33677 A","Pseudobombax endecaphyllum (Vell.) A.Robyns",NA,"Malvaceae","Pachira","endecaphyllum","(Vell.) A.Robyns","M.G. Bovini","2004-01-01T00:00:00.000+0000",NA,"559",NA,"R.M. Castro",2001,7,21,"Brazil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama",0,0,"Árvore ca. 8m de altura, flores alvas, estames alvos, pétalas negras na face abaxial, no alto do Grama, borda da mata.","BRA:UFJF:CESJ:00033677 A","Pseudobombax endecaphyllum (Vell.) A.Robyns"
"17","2014-07-22T18:36:56.000+0000","JBRJ","RB","RB00059284","Pseudobombax endecaphyllum (Vell.) A.Robyns",NA,"Malvaceae","Pachira","endecaphyllum","(Vell.) A.Robyns","M.G.Bovini",NA,NA,"181",NA,"L.C.S.Assis; M.K.Ladeira",2001,8,26,"Brazil","Minas Gerais","Barroso","mata do Baú.",NA,NA,"Árvore com aproximadamente 4m encontrada ao lado de um córrego . Pétalas brancas com a face externa pilosa, cálice verde com nectários formados por pontuações vermelhas abaixo do cálice. Não écomun","urn:catalog:JBRJ:RB:59284","Pseudobombax endecaphyllum (Vell.) A.Robyns"
"18","2016-01-29T10:08:10.000+0000","JBRJ","RB","RB00060507","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","CARLOS D.M.FERREIRA","2016-01-27T00:00:00.000+0000",NA,NA,NA,"A.Oliveira; B.Kurtz & J.Caruzo",1999,9,9,"Brazil","Rio de Janeiro","Angra dos Reis","Saco de Piraquara de Fora.",NA,NA,"Material Testumunho de est. fitos. de componente arbóreo(DAP.5cm) com aplicação do método de parcela 15x25m. Indiv. nº:05; DAP=22,4;alt=7,5m.","urn:catalog:JBRJ:RB:60507","Pachira endecaphylla (Vell.) Carv.-Sobr."
"19","2016-06-28T10:20:34.000+0000","JBRJ","RB","RB00490248","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","T.M. Macedo","2015-03-03T00:00:00.000+0000",NA,"609",NA,"P.R. Farág",1997,3,22,"Brazil","Rio de Janeiro","Armação dos Búzios","Mata de José Gonçalves, vizinha à Fazenda Rancho 10.",NA,NA,"Árvore com cerca de 13 metros de altura. Ritidoma acinzentado, com fissuras longitudinais avermelhadas, casca viva bege claro. Frutos imaturos","urn:catalog:JBRJ:RB:490248","Pachira endecaphylla (Vell.) Carv.-Sobr."
"20","2017-10-04T12:30:47.000+0000","JBRJ","RB","RB00059596","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","CARLOS D.M.FERREIRA","2016-01-27T00:00:00.000+0000",NA,"3328",NA,"C.Farney; D.Araujo, J.C.Gomes & M.S.Oliveira",1994,4,25,"Brazil","Rio de Janeiro","Saquarema","Reserva Ecológica Estadual de Jacarepiá. Reserva Ecológica Estadual de Jacarepiá",NA,NA,"Árvore, ca 18m; tronco com casca áspera, pouco fissurado, fls. verdes discolores; frutos imaturos verdes.","urn:catalog:JBRJ:RB:59596","Pachira endecaphylla (Vell.) Carv.-Sobr."
"21",NA,"IF","SPSF","21117","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","T.M. Macedo","2014-01-23T00:00:00.000+0000",NA,"1403",NA,"O.Ettori Jr.",1993,1,7,"Brazil","Sp","Piracicaba","Parque ESALQ",NA,NA,NA,"BRA:IF:SPSF:0000021117","Pachira endecaphylla (Vell.) Carv.-Sobr."
"22",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA010105","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Macedo, T.M.","2014-04-10T00:00:00.000+0000",NA,"1403a5",NA,"Ettori Jr., O.",1993,1,7,"Brazil","São Paulo","Piracicaba","ESALQ",NA,NA,NA,"BRA:ESALQ:ESA:0ESA010105","Pachira endecaphylla (Vell.) Carv.-Sobr."
"23",NA,"UNICAMP","UEC","88165","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Ferreira, C.D.M.","2018-01-01T00:00:00.000+0000",NA,"1403",NA,"Ettori Junior, O.",1993,1,7,"Brazil","São Paulo","Piracicaba","Parque da ESALQ-USP",0,0,NA,"BRA:UNICAMP:UEC:0000088165","Pachira endecaphylla (Vell.) Carv.-Sobr."
"24","2016-01-29T10:08:12.000+0000","JBRJ","RB","RB00881839","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","CARLOS D.M.FERREIRA","2016-01-27T00:00:00.000+0000",NA,"1791",NA,"D.A. Folli",1993,1,13,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Flamengo.",NA,NA,"Terrestre; porte arbóreo, 25m, fuste 10m, CAP 157,08cm, copa 7m; botão verde claro, flor verde com centro creme; exsudação incolor; descamação ausente","urn:catalog:JBRJ:RB:881839","Pachira endecaphylla (Vell.) Carv.-Sobr."
"25",NA,"Reserva Natural Vale (CVRD)","CVRD","4219","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","T.M. Macedo","2014-06-11T00:00:00.000+0000",NA,"1791",NA,"Folli, D.A.",1993,1,13,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Paineira","BRA:CVRD:CVRD:0000004219","Pachira endecaphylla (Vell.) Carv.-Sobr."
"28",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","27744","Pseudobombax endecaphyllum (Vell.) A.Robyns",NA,"Malvaceae","Pachira","endecaphyllum","(Vell.) A.Robyns","M.G. Bovini","2004-02-01T00:00:00.000+0000",NA,"s.n.,",NA,"M.L.G. Lisboa; R.G. Silveira",1993,3,NA,"Brazil","Minas Gerais","Juiz de Fora","Mata do Morro do Redentor",0,0,"Árvore jovem, medindo ca. 3m de altura, pouco freqüente na mata.","BRA:UFJF:CESJ:0000027744","Pseudobombax endecaphyllum (Vell.) A.Robyns"
"29",NA,"UNICAMP","UEC","179256","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.",NA,"2018-01-01T00:00:00.000+0000",NA,"61",NA,"Ivanauskas, N.M.",1991,1,8,"Brazil","São Paulo","Piracicaba","Parque da ESALQ/USP. Área 4.",0,0,"Árvore de 8 m de altura.","BRA:UNICAMP:UEC:0000179256","Pachira endecaphylla (Vell.) Carv.-Sobr."
"30","2017-11-19T09:19:10.000+0000","JBRJ","RB","RB00060616","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Carlos D.M. Ferreira","2015-11-11T00:00:00.000+0000",NA,"2426",NA,"C.Farney; D.Araújo, T.F.Alves",1990,6,25,"Brazil","Rio de Janeiro","Saquarema","Restinga  de  Ipitangas  -  R.E.E.Jacarepiá.",NA,NA,"Árvore, ca 9m; na orla de mata, fls sub-coriácea,verdes, Lev.disc.;frutos amarelos verdes; frutos imaturos c/sementes envoltas em oeine castanha brilhante (aurea)","urn:catalog:JBRJ:RB:60616","Pachira endecaphylla (Vell.) Carv.-Sobr."
"31",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA009884","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Macedo, T.M.","2014-04-10T00:00:00.000+0000",NA,"50",NA,"Zandoval, J.A.",1984,1,16,"Brazil","São Paulo","Piracicaba",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA009884","Pachira endecaphylla (Vell.) Carv.-Sobr."
"32",NA,"NY","NY","02056591","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","T. M. Macedo","2015-05-01T00:00:00.000+0000",NA,"40/78",NA,"J. Spada",1978,2,3,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal da CVRD. Est. BRA UNA-PRETA, ant. 243, km 1.550, talhÃ£o 405.",0,0,NA,"6439f3ba-e13a-4731-b5f4-f1df3a927829","Pachira endecaphylla (Vell.) Carv.-Sobr."
"33",NA,"Reserva Natural Vale (CVRD)","CVRD","157","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","T.M. Macedo","2014-06-11T00:00:00.000+0000",NA,"40",NA,"Spada, J.",1978,2,3,"Brazil","Es","LINHARES","Talhão 405",NA,NA,"<ll>dwc_commonname:</ll> Paineira","BRA:CVRD:CVRD:0000000157","Pachira endecaphylla (Vell.) Carv.-Sobr."
"34",NA,"UNICAMP","UEC","118919","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Ferreira, C.D.M.","2018-03-05T00:00:00.000+0000",NA,"40/78",NA,"Spada, J.",1978,2,3,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD. Estrada 243, Km 1,55. Talhão 405. Mata de tabuleiro.",0,0,"Arbóreo de 20 m de altura, terrestre. Forma do fuste: cilíndrico. Altura do fuste: 12 m. CAP dos fuste: 151 cm. Diâmetro da copa: 7 m. Exsudação: seiva incolor. Botões florais verdes, flores amarelas. Casca escamosa, descamação em plac","BRA:UNICAMP:UEC:0000118919","Pachira endecaphylla (Vell.) Carv.-Sobr."
"35","2014-07-22T18:37:02.000+0000","JBRJ","RB","RB00059333","Pseudobombax endecaphyllum (Vell.) A.Robyns",NA,"Malvaceae","Pachira","endecaphyllum","(Vell.) A.Robyns","L. Mautone","1978-05-17T00:00:00.000+0000",NA,"522",NA,"L. Mautone; Jorge P. Pereira et al",1978,5,10,"Brazil","Rio de Janeiro","Rio de Janeiro","Est. de grumari, praia de grumari.",NA,NA,"Sub-arbusto, helofila; flores vistos, estames alvs, folhas verdes concorolas, caule com pó alvo; corola creme marrom.","urn:catalog:JBRJ:RB:59333","Pseudobombax endecaphyllum (Vell.) A.Robyns"
"36","2014-07-22T18:37:15.000+0000","JBRJ","RB","RB00059364","Pseudobombax endecaphyllum (Vell.) A.Robyns",NA,"Malvaceae","Pachira","endecaphyllum","(Vell.) A.Robyns","J.G.Carvalho sobrinho","2004-09-13T00:00:00.000+0000",NA,"4506",NA,"G. Martinelli",1978,6,8,"Brazil","Rio de Janeiro","Saquarema","Praia de Jaconé, .",NA,NA,"arb. com 1,8m heliofila; de fol. caducas, fl. com pedulnculo verde, calice verde com glandulas da base vermelhas; corola coma base alvacentas e o restante verde nigrescente; estames alvos; estigma róseo alvacentes; botões nigrecentes.","urn:catalog:JBRJ:RB:59364","Pseudobombax endecaphyllum (Vell.) A.Robyns"
"37","2017-10-18T12:44:33.000+0000","JBRJ","RB","RB00534498","Bombax cearense Ducke",NA,"Malvaceae","Pachira","cearense","Ducke",NA,NA,"HOLOTYPE","2443",NA,"Ducke, A.",1955,3,5,"Brazil","Ceará","Ceará","Serra de Maranguape, terço inferior, estr. do riacho Pirapora, mata.",NA,NA,"Árvore mediana; fl. verde com estames brancos.Nome vulgar: embiratanha Terco inferior,estrada do Riacho Pirapora,Mata.","urn:catalog:JBRJ:RB:534498","Bombax cearense Ducke"
"39","2016-01-29T10:08:08.000+0000","JBRJ","RB","RB00060485","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","CARLOS D.M.FERREIRA","2016-01-27T00:00:00.000+0000",NA,"2843",NA,"Ezechias P.Heringer",1946,1,4,"Brazil","Minas Gerais","Minas Gerais","Est.Exp. de Água Limpa.",NA,NA,NA,"urn:catalog:JBRJ:RB:60485","Pachira endecaphylla (Vell.) Carv.-Sobr."
"40","2017-10-11T03:15:31.000+0000","JBRJ","RB","RB00060524","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","CARLOS D.M.FERREIRA","2016-01-27T00:00:00.000+0000",NA,"40252",NA,"J.G.kuhlmann",1939,11,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Morro dos Cabritos.",NA,NA,"Árvore de 8-10 mt. de alt., fl. alva, mata de encosta","urn:catalog:JBRJ:RB:60524","Pachira endecaphylla (Vell.) Carv.-Sobr."
"41","2016-06-28T10:23:19.000+0000","JBRJ","RB","RB00060582","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","T.M. Macedo","2015-03-03T00:00:00.000+0000",NA,"2467",NA,"Victorio",1932,4,27,"Brazil","Rio de Janeiro","Petrópolis","Est. Rio-Petrópolis.",NA,NA,"Árvore regular","urn:catalog:JBRJ:RB:60582","Pachira endecaphylla (Vell.) Carv.-Sobr."
"42","2016-01-29T10:08:09.000+0000","JBRJ","RB","RB00060544","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","CARLOS D.M.FERREIRA","2016-01-27T00:00:00.000+0000",NA,"1891",NA,"J.G.Kuhlmann",1930,5,15,"Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal.",NA,NA,"Árvore, exemplo frutífero","urn:catalog:JBRJ:RB:60544","Pachira endecaphylla (Vell.) Carv.-Sobr."
"43","2015-09-04T19:06:15.000+0000","MNHN","P","P06623021","Pachira endecaphylla (Vell.) Carv.-Sobr.",NA,"Malvaceae","Pachira","endecaphylla","(Vell.) Carv.-Sobr.","Carvalho-Sobrinho",NA,NA,NA,2502,"Glaziou",1868,3,26,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p06623021","Pachira endecaphylla (Vell.) Carv.-Sobr."
"44",NA,"US","Botany","USw31505","Bombax endecaphyllum Vell.",NA,"Malvaceae","Pachira","endecaphyllum","Vell.",NA,NA,NA,"RBW 1368",NA,"Collector unknown",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/352704547-35de-4096-9c84-8d909063581d","Bombax endecaphyllum Vell."
"45","2017-10-12T11:32:11.000+0000","JBRJ","RB","RB01262224","Pseudobombax endecaphyllum (Vell.) A.Robyns","cf.","Malvaceae","Pachira","endecaphyllum","(Vell.) A.Robyns",NA,NA,NA,"271",NA,"Almeida,V.C.de",NA,NA,NA,"Brazil","Minas Gerais","Minas Gerais",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:1262224","Pseudobombax endecaphyllum (Vell.) A.Robyns"
