"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","municipality","occurrenceRemarks","comments"
"1",NA,"US","Botany","3097180","Mollia macrophylla Killip & Cuatrec.","Malvaceae","Mollia","macrophylla","Killip & Cuatrec.","Meijer, W.",NA,NA,"60985",NA,"N. T. Silva & U. Brazão",1966,2,5,"Brazil","Amazonas","Along margin of Rio Cauaburí, between Cachoeira Manajos and Cachoeira Tomaz",NA,NA,"http://n2t.net/ark:/65665/3f90c6fe6-471c-479f-bbe3-2a85eb439264",NA,"Mollia macrophylla Killip & Cuatrec.",NA,NA,NA,NA,NA
"2",NA,"F","Botany",NA,"Mollia macrophylla Killip & Cuatrec.","Malvaceae","Mollia","macrophylla","Killip & Cuatrec.",NA,NA,"TYPE","532",NA,"E. G. Holt & E. R. Blake",1930,12,10,"Brazil",NA,NA,-52.8731,-10.8339,"36fd2c5c-0e44-4951-92bd-f9b3636ac199",NA,"Mollia macrophylla Killip & Cuatrec.",NA,NA,NA,NA,NA
"3",NA,"NY","NY","415509","Mollia macrophylla Killip & Cuatrec.","Malvaceae","Mollia","macrophylla","Killip & Cuatrec.",NA,NA,"ISOTYPE","532",NA,"E. G. Holt",1930,12,10,"Brazil","Amazonas","Rio MaturacÃ¡, elow Salto de HuÃ¡",0,0,"7c3d4c18-b150-4e8f-8548-cbae75ffa411",NA,"Mollia macrophylla Killip & Cuatrec.",NA,NA,NA,NA,NA
"4",NA,"US","Botany","1517915","Mollia macrophylla Killip & Cuatrec.","Malvaceae","Mollia","macrophylla","Killip & Cuatrec.",NA,NA,"HOLOTYPE","532",NA,"E. Holt & E. R. Blake",1930,12,10,"Brazil","Amazonas","Rio Maturaca, below Salto de Hua.",NA,NA,"http://n2t.net/ark:/65665/3df318428-df58-4851-8e6b-bb0b24bce480",NA,"Mollia macrophylla Killip & Cuatrec.",NA,NA,NA,NA,NA
"5","2015-12-08T00:00:00.000+0000","K","Herbarium","K001212132","Mollia macrophylla Killip & Cuatrec.","Malvaceae","Mollia","macrophylla","Killip & Cuatrec.",NA,NA,NA,"532",NA,"Holt, E.G.",1930,12,10,"Brazil",NA,"Rio Maturacá, below Salto de Huá.",NA,NA,"http://specimens.kew.org/herbarium/K001212132",NA,"Mollia macrophylla Killip & Cuatrec.",NA,NA,NA,NA,NA
