"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,NA,"Botany","U.1382113","Sterculia curiosa (Vell.) Taroda","Malvaceae","Sterculia","curiosa","(Vell.) Taroda",NA,NA,NA,"Ducke A",NA,NA,NA,"unknown or invalid",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1382113","Sterculia curiosa (Vell.) Taroda"
"2",NA,NA,"Botany","U.1382114","Sterculia curiosa (Vell.) Taroda","Malvaceae","Sterculia","curiosa","(Vell.) Taroda",NA,NA,NA,"Ducke A",NA,NA,NA,"unknown or invalid",NA,NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1382114","Sterculia curiosa (Vell.) Taroda"
