"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"NY","NY","75995","Moronobea candida Ducke","Clusiaceae","Moronobea","candida","Ducke",NA,"SYNTYPE","21276","W. A. Ducke",1927,NA,NA,"Brazil","Amazonas",NA,"MauÃ©s (Amazonas).",-57.711871,-3.392017,NA,"ffb9ee52-70bb-4dad-862f-91fce9bd11fb",NA,"Moronobea candida Ducke"
"2",NA,"NY","NY","75994","Moronobea candida Ducke","Clusiaceae","Moronobea","candida","Ducke",NA,"SYNTYPE","21276","W. A. Ducke",1927,NA,NA,"Brazil",NA,NA,"MauÃ©s (civit. Amazonas), Lago Massauary, RÃ­o CuruÃ§Ã¡.",0,0,NA,"fc069a6d-16dd-40e9-acdc-d5a80d1d4094",NA,"Moronobea candida Ducke"
"3","2017-10-18T18:25:17.000+0000","JBRJ","RB","RB00538994","Moronobea candida Ducke","Clusiaceae","Moronobea","candida","Ducke",NA,"LECTOTYPE",NA,"Ducke, A.",1927,6,4,"Brazil","Amazonas","Maués","Lago Massauary, Rio Curneá.",NA,NA,"Árvore alta com látex amarelo. fl. branca lago massanary","urn:catalog:JBRJ:RB:538994",NA,"Moronobea candida Ducke"
