"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","236090","Santos, OA dos"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","185514","Vicentini, A"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)","178843","Vicentini, A"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)","185481","Assun̤̣o, PACL"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)","178819","Santos, JL dos"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)","148412","Ferreira, CAC"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)","84237","Co̻lho, LF"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)","80754","Mota, CDA da"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)","53577","Monteiro, OP"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)","54000","Co̻lho, LF"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)","33699","Prance, GT"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)","13710","Rodrigues, WA"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)","14194","Rodrigues, WA"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)","10698","Rodrigues, WA"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","10765","Rodrigues, WA"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","10761","Rodrigues, WA"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","12675","Rodrigues, WA"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","13239","Loureiro, AA"
"19","Instituto Nacional de Pesquisas da Amazônia (INPA)","13412","Rodrigues, WA"
"20","Instituto Nacional de Pesquisas da Amazônia (INPA)","9333","Rodrigues, WA"
"21","Instituto Nacional de Pesquisas da Amazônia (INPA)","10140","Rodrigues, WA"
"22","Instituto Nacional de Pesquisas da Amazônia (INPA)","10095","Rodrigues, WA"
"23","Instituto Nacional de Pesquisas da Amazônia (INPA)","7870","Rodrigues, WA"
"24","Instituto Nacional de Pesquisas da Amazônia (INPA)","8342","Rodrigues, WA"
"25","Instituto Nacional de Pesquisas da Amazônia (INPA)","5925","Ferreira, E"
"26","Instituto Nacional de Pesquisas da Amazônia (INPA)","2937","Rodrigues, WA"
"27","Instituto Nacional de Pesquisas da Amazônia (INPA)","4589","Fr�_es, RL"
