"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","RB","RB00708338","Ilex petiolaris Benth.","","Aquifoliaceae","Ilex","petiolaris","","Benth.","Pedro Samor","","","645","","E.M.Saddi; Pedro Otávio Samor, Otávio Samor, Leonardo Pessanha & Tonico.","2012","3","7","brazil","Roraima","Caracaraí","Parcela 2 do Módulo C, realizado para os estudos do EIA da LT Manaus - Boa Vista.","-60.333333","1.298056","Árvore com flores amareladas. Comum no local.","","original coordinates","GBIF","Ilex petiolaris Benth."
"2","","","HAMAB","13072","Ilex parviflora Benth.","","Aquifoliaceae","Ilex","parviflora","","Benth.","","","","1758","","Lobato, L.C.B.","1997","7","16","brazil","Rondônia","Vilhena","Estrada para Juina. Fazenda D. Olga I. Mata de transição.","-60.252358","-12.088154","Árvore de 14 m. Botões jovens verdes.","","centroide mpo (0)","GBIF","Ilex parviflora Benth."
"3","","","Herbarium","K001046655","Ilex petiolaris Benth.","","Aquifoliaceae","Ilex","petiolaris","","Benth.","","","","2719","","Adalardo-Oliveira, A.","1995","7","7","brazil","","","Amazônia: entre os Rios Jutarí e Amajau.","","","","","no coordinates, municipality or state provided","GBIF","Ilex petiolaris Benth."
"4","","","E","E00050868","Ilex petiolaris Benth.","","Aquifoliaceae","Ilex","petiolaris","","Benth.","","","","1682","","Dubs, B.","1994","8","17","brazil","","","","","","","","no coordinates, municipality or state provided","GBIF","Ilex petiolaris Benth."
"5","","","SP","320873","Ilex parviflora Benth.","","Aquifoliaceae","Ilex","parviflora","","Benth.","","","","1663","","Maciel, UN; Rosário, CS","1989","","","brazil","Rondônia","Porto Velho","UHE de Samuel, Rio Jamari","-64.306275","-9.153378","","","centroide mpo (0)","GBIF","Ilex parviflora Benth."
"6","","","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","89003","Ilex petiolaris Benth.","","Aquifoliaceae","Ilex","petiolaris","","Benth.","Andrews, S.","2000-01-01","","678","","Vieira, MGG","1979","10","26","brazil","Rondônia","","A 4 km de Vilhena.","-60.17","-12.75","","","original coordinates","GBIF","Ilex petiolaris Benth."
"7","","","NY","01023370","Ilex petiolaris Benth.","","Aquifoliaceae","Ilex","petiolaris","","Benth.","S. M. Andrews","","","37534","","G. G. Hatschbach","1975","11","14","brazil","Mato Grosso","","Rib. da Salgadeira","-56.0977014111779","-15.5997895735814","","","original coordinates","GBIF","Ilex petiolaris Benth."
"8","","","Botany","3077565","Ilex petiolaris Benth.","","Aquifoliaceae","Ilex","petiolaris","","Benth.","","","","37534","","G. Hatschbach","1975","11","14","brazil","Cuiabá","","Rib. da Salgadeira","","","","","","GBIF","Ilex petiolaris Benth."
"9","","","MO","2852564","Ilex petiolaris Benth.","","Aquifoliaceae","Ilex","petiolaris","","Benth.","S. Andrews","1987-01-01","","Hatschbach 37534","","Gert G. Hatschbach","1975","11","14","brazil","","","Rib. da Salgadeira (mun. Cuiabá) Mato Grosso.","","","","","no coordinates, municipality or state provided","GBIF","Ilex petiolaris Benth."
"10","","","P","P03275969","Ilex petiolaris Benth.","","Aquifoliaceae","Ilex","petiolaris","","Benth.","","","","","","Harley, R.M.|Ferreira, A.|Souza, R.","1968","10","3","brazil","Mato Grosso","","","-51.76667","-12.81667","","","original coordinates","GBIF","Ilex petiolaris Benth."
"11","","","NY","01023368","Ilex petiolaris Benth.","","Aquifoliaceae","Ilex","petiolaris","","Benth.","S. M. Andrews","1996-07-25","","11914","","H. S. Irwin","1966","1","21","brazil","GoiÃ¡s","","Serra Dourada, ca. 30 km S.E. of GoiÃ¡s Velho","-49.935278","-16.125","","","original coordinates","GBIF","Ilex petiolaris Benth."
