"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1","2017-10-18T11:55:44.000+0000","JBRJ","RB","RB00708338","Ilex petiolaris Benth.","cf.","Aquifoliaceae","Ilex","petiolaris","Benth.","Pedro Samor",NA,NA,"645",NA,"E.M.Saddi; Pedro Otávio Samor, Otávio Samor, Leonardo Pessanha & Tonico.",2012,3,7,"Brazil","Roraima","Caracaraí","Parcela 2 do Módulo C, realizado para os estudos do EIA da LT Manaus - Boa Vista.",-60.333333,1.298056,"Árvore com flores amareladas. Comum no local.","urn:catalog:JBRJ:RB:708338",NA,"Ilex petiolaris Benth.",NA,NA
"2",NA,"IEPA","HAMAB","13072","Ilex parviflora Benth.",NA,"Aquifoliaceae","Ilex","parviflora","Benth.",NA,NA,NA,"1758",NA,"Lobato, L.C.B.",1997,7,16,"Brazil","Rondônia","Vilhena","Estrada para Juina. Fazenda D. Olga I. Mata de transição.",0,0,"Árvore de 14 m. Botões jovens verdes.","BRA:IEPA:HAMAB:0000013072",NA,"Ilex parviflora Benth.",NA,NA
"3","2015-06-02T00:00:00.000+0000","K","Herbarium","K001046655","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.",NA,NA,NA,"2719",NA,"Adalardo-Oliveira, A.",1995,7,7,"Brazil",NA,NA,"Amazônia: entre os Rios Jutarí e Amajau.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001046655",NA,"Ilex petiolaris Benth.",NA,NA
"4","1997-12-18T00:00:00.000+0000","E","E","E00050868","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.",NA,NA,NA,"1682",NA,"Dubs, B.",1994,8,17,"Brazil",NA,NA,NA,NA,NA,NA,"http://data.rbge.org.uk/herb/E00050868",NA,"Ilex petiolaris Benth.",NA,NA
"5",NA,"Instituto de Botânica, IBT","SP","320873","Ilex parviflora Benth.",NA,"Aquifoliaceae","Ilex","parviflora","Benth.",NA,NA,NA,"1663",NA,"Maciel, UN; Rosário, CS",1989,NA,NA,"Brazil","Rondônia","Porto Velho","UHE de Samuel, Rio Jamari",0,0,NA,"BRA:IBt:SP:0000320873",NA,"Ilex parviflora Benth.",NA,NA
"6","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","89003","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.","Andrews, S.","2000-01-01T00:00:00.000+0000",NA,"678",NA,"Vieira, MGG",1979,10,26,"Brazil","Rondônia",NA,"A 4 km de Vilhena.",-60.17,-12.75,NA,"urn:catalog:inpa:herbarium:203320",NA,"Ilex petiolaris Benth.",NA,NA
"7",NA,"NY","NY","01023370","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.","S. M. Andrews",NA,NA,"37534",NA,"G. G. Hatschbach",1975,11,14,"Brazil","Mato Grosso",NA,"Rib. da Salgadeira",-56.0977014111779,-15.5997895735814,NA,"f59f4df2-eac5-454b-9b8a-d5d96901bda1",NA,"Ilex petiolaris Benth.",NA,NA
"10",NA,"US","Botany","3077565","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.",NA,NA,NA,"37534",NA,"G. Hatschbach",1975,11,14,"Brazil","Cuiabá",NA,"Rib. da Salgadeira",NA,NA,NA,"http://n2t.net/ark:/65665/3a523a28e-7e80-4688-a5a4-aa9b6663c2f1",NA,"Ilex petiolaris Benth.",NA,NA
"11","2008-05-27T22:02:00.000+0000","MO","MO","2852564","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.","S. Andrews","1987-01-01T00:00:00.000+0000",NA,"Hatschbach 37534",NA,"Gert G. Hatschbach",1975,11,14,"Brazil",NA,NA,"Rib. da Salgadeira (mun. Cuiabá) Mato Grosso.",NA,NA,NA,"urn:catalog:MO:Tropicos:2852564","http://www.tropicos.org/Specimen/2852564","Ilex petiolaris Benth.",NA,NA
"12","2015-09-04T11:27:44.000+0000","MNHN","P","P03275969","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.",NA,NA,NA,NA,"10448","Harley, R.M.|Ferreira, A.|Souza, R.",1968,10,3,"Brazil","Mato Grosso",NA,NA,-51.76667,-12.81667,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p03275969",NA,"Ilex petiolaris Benth.",NA,NA
"15",NA,"NY","NY","01023368","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.","S. M. Andrews","1996-07-25T00:00:00.000+0000",NA,"11914",NA,"H. S. Irwin",1966,1,21,"Brazil","GoiÃ¡s",NA,"Serra Dourada, ca. 30 km S.E. of GoiÃ¡s Velho",-49.935278,-16.125,NA,"5979c122-6068-4c3f-b0c5-c5b3d6cb2bf2",NA,"Ilex petiolaris Benth.",NA,NA
"16",NA,"NY","NY","01023369","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.","S. M. Andrews","1996-07-25T00:00:00.000+0000",NA,"59511",NA,"G. T. Prance",1964,10,19,"Brazil","GoiÃ¡s",NA,"Serra do CaiapÃ³.  20 km south of Caiaponia, road to Jatai.",-51.8110305684513,-16.9606332195702,NA,"47d0036e-66a2-4b0b-ad2d-7ab81bfb7237",NA,"Ilex petiolaris Benth.",NA,NA
"17",NA,"NY","NY","01023367","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.","S. M. Andrews","1996-07-25T00:00:00.000+0000",NA,"7656",NA,"H. S. Irwin",1964,10,31,"Brazil","GoiÃ¡s",NA,"Ca. 40 km. S. of CaiapÃ´nia on rd. to JataÃ­.  Serra do CaiapÃ³.",-51.78,-17.27,NA,"2a577eb0-acf0-44af-8a72-231e759cc9da",NA,"Ilex petiolaris Benth.",NA,NA
"18","2017-10-11T04:32:57.000+0000","JBRJ","RB","RB00051110","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.",NA,NA,NA,NA,NA,"R. Spruce",1950,12,NA,"Brazil","Amazonas","Manaus","Barra, Rio Negro.",NA,NA,NA,"urn:catalog:JBRJ:RB:51110",NA,"Ilex petiolaris Benth.",NA,NA
"19",NA,NA,"Botany","L.1131025","Ilex parviflora Benth.",NA,"Aquifoliaceae","Ilex","parviflora","Benth.",NA,NA,NA,NA,NA,"Krukoff BA",1934,10,12,"Brazil","Amazonas",NA,"Brazil, Amazonas, basin of Rio Madeira, Municipality Humayta, near Livramento, on Rio Livramento.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/L.1131025",NA,"Ilex parviflora Benth.",NA,NA
"21",NA,"NY","NY","02331925","Ilex parviflora Benth.",NA,"Aquifoliaceae","Ilex","parviflora","Benth.",NA,NA,NA,"6561",NA,"B. A. Krukoff",1934,10,12,"Brazil","Amazonas",NA,"Basin of Rio Madeira, near Livramento, on Rio Livramento.",-63.03,-7.52,NA,"3fa43e18-0246-4430-aeb9-ae4be802ef98",NA,"Ilex parviflora Benth.",NA,NA
"24","2008-05-27T22:02:00.000+0000","MO","MO","2851033","Ilex parviflora Benth.",NA,"Aquifoliaceae","Ilex","parviflora","Benth.",NA,NA,NA,"Krukoff 6561",NA,"Boris A. Krukoff",1934,10,12,"Brazil","Amazonas",NA,"Basin of Rio Madeira. Municipality Humayta, near Livramento, on Rio Livramento. On varzea land.",NA,NA,NA,"urn:catalog:MO:Tropicos:2851033","http://www.tropicos.org/Specimen/2851033","Ilex parviflora Benth.",NA,NA
"29","2015-09-18T17:47:49.000+0000","MNHN","P","P00541814","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.","Loizeaux & Barriera",NA,"ISOTYPE",NA,"1396","Spruce, R.",1851,3,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00541814",NA,"Ilex petiolaris Benth.",NA,NA
"36",NA,"F","Botany",NA,"Ilex parviflora Benth.",NA,"Aquifoliaceae","Ilex","parviflora","Benth.",NA,NA,"TYPE","1141",NA,"R. Spruce",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"6742fa37-ec76-451c-b3ea-c65a89c044cc",NA,"Ilex parviflora Benth.",NA,NA
"37","2009-02-11T15:58:33.000+0000","K","Herbarium","K000588554","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.",NA,NA,NA,"s.n.",NA,"Spruce, R.",NA,NA,NA,"Brazil",NA,NA,"In vicinibus Barra, Prov. Rio Negro",NA,NA,NA,"http://specimens.kew.org/herbarium/K000588554",NA,"Ilex petiolaris Benth.",NA,NA
"38",NA,"G","Geneva Herbarium – General Collection (G)","G-G-361427/2","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.","Loizeau, P.-A. & G. Barriera (1998)",NA,"ISOTYPE",NA,NA,"Spruce, R. (Coll. De Candolle)",NA,NA,NA,"Brazil",NA,NA,"Brésil - In vicinibus Barra, Prov. Rio Negro",-53.08982,-10.77311,NA,NA,NA,"Ilex petiolaris Benth.",NA,NA
"40",NA,"NY","NY","429201","Ilex parviflora Benth.",NA,"Aquifoliaceae","Ilex","parviflora","Benth.",NA,NA,"ISOTYPE","s.n.",NA,"R. Spruce",NA,NA,NA,"Brazil","Amazonas",NA,"In vicinibus Barra [Manaus], Prov. Rio Negro",-59.995308,-3.067324,NA,"8cb9096a-f208-449a-ae45-6f7b2cd10f96",NA,"Ilex parviflora Benth.",NA,NA
"50","2007-12-06T00:00:00.000+0000","E","E","E00259111","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.",NA,NA,NA,NA,NA,"Spruce, Richard",NA,NA,NA,"Brazil","Bahia",NA,"Barra, Province Rio Negro",NA,NA,NA,"http://data.rbge.org.uk/herb/E00259111",NA,"Ilex petiolaris Benth.",NA,NA
"51","2014-07-08T02:52:01.000+0000","JBRJ","RB","RB00047809","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris","Benth.",NA,NA,NA,"11157",NA,"R.M.harley; R.Souza",NA,NA,NA,"Brazil","Mato Grosso","Mato Grosso","Rio Suia Missu, km20 N. of the ferry and 50km N.N.W. of base camp.",NA,NA,"Shrub to c. 2m with mid green, rather leathery leaves, fruits green, tinged deep red on upper side.","urn:catalog:JBRJ:RB:47809",NA,"Ilex petiolaris Benth.",NA,NA
