"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","acceptedNameUsage","occurrenceID","comments","bibliographicCitation"
"1",NA,NA,"RB","RB00708338","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris",NA,"Benth.","Pedro Samor","",NA,"645",NA,"E.M.Saddi; Pedro Otávio Samor, Otávio Samor, Leonardo Pessanha & Tonico.",2012,3,7,"brazil","Roraima","Caracaraí","Parcela 2 do Módulo C, realizado para os estudos do EIA da LT Manaus - Boa Vista.",-60.333333,1.298056,"Árvore com flores amareladas. Comum no local.","Ilex petiolaris Benth.",NA,"original coordinates OK","GBIF"
"2",NA,NA,"HAMAB","13072","Ilex parviflora Benth.",NA,"Aquifoliaceae","Ilex","parviflora",NA,"Benth.","","",NA,"1758",NA,"Lobato, L.C.B.",1997,7,16,"brazil","Rondônia","Vilhena","Estrada para Juina. Fazenda D. Olga I. Mata de transição.",-60.252358,-12.088154,"Árvore de 14 m. Botões jovens verdes.","Ilex parviflora Benth.",NA,"centroide mpo (0) OK","GBIF"
"3",NA,NA,"Herbarium","K001046655","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris",NA,"Benth.","","",NA,"2719",NA,"Adalardo-Oliveira, A.",1995,7,7,"brazil","","","Amazônia: entre os Rios Jutarí e Amajau.",NA,NA,"","Ilex petiolaris Benth.",NA,NA,"GBIF"
"4",NA,NA,"E","E00050868","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris",NA,"Benth.","","",NA,"1682",NA,"Dubs, B.",1994,8,17,"brazil","","","",NA,NA,"","Ilex petiolaris Benth.",NA,NA,"GBIF"
"5",NA,NA,"SP","320873","Ilex parviflora Benth.",NA,"Aquifoliaceae","Ilex","parviflora",NA,"Benth.","","",NA,"1663",NA,"Maciel, UN; Rosário, CS",1989,NA,NA,"brazil","Rondônia","Porto Velho","UHE de Samuel, Rio Jamari",-64.306275,-9.153378,"","Ilex parviflora Benth.",NA,"centroide mpo (0) OK","GBIF"
"6",NA,NA,"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","89003","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris",NA,"Benth.","Andrews, S.","2000-01-01",NA,"678",NA,"Vieira, MGG",1979,10,26,"brazil","Rondônia","","A 4 km de Vilhena.",-60.17,-12.75,"","Ilex petiolaris Benth.",NA,"original coordinates outside municipality original in  falls in vilhena","GBIF"
"7",NA,NA,"NY","01023370","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris",NA,"Benth.","S. M. Andrews","",NA,"37534",NA,"G. G. Hatschbach",1975,11,14,"brazil","Mato Grosso","","Rib. da Salgadeira",-56.0977014111779,-15.5997895735814,"","Ilex petiolaris Benth.",NA,"original coordinates outside municipality original in  falls in cuiaba","GBIF"
"8",NA,NA,"Botany","3077565","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris",NA,"Benth.","","",NA,"37534",NA,"G. Hatschbach",1975,11,14,"brazil","Cuiabá","","Rib. da Salgadeira",NA,NA,"","Ilex petiolaris Benth.",NA,NA,"GBIF"
"9",NA,NA,"MO","2852564","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris",NA,"Benth.","S. Andrews","1987-01-01",NA,"Hatschbach 37534",NA,"Gert G. Hatschbach",1975,11,14,"brazil","","","Rib. da Salgadeira (mun. Cuiabá) Mato Grosso.",NA,NA,"","Ilex petiolaris Benth.",NA,NA,"GBIF"
"10",NA,NA,"P","P03275969","Ilex petiolaris Benth.",NA,"Aquifoliaceae","Ilex","petiolaris",NA,"Benth.","","",NA,"",NA,"Harley, R.M.|Ferreira, A.|Souza, R.",1968,10,3,"brazil","Mato Grosso","","",-51.76667,-12.81667,"","Ilex petiolaris Benth.",NA,"original coordinates outside municipality original in  falls in ribeirao cascalheira","GBIF"
