"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UFG","UFG","50778","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","Aparecida da Silva, M.","2015-11-16T00:00:00.000+0000",NA,"8283",NA,"Aparecida da Silva, M.; Goes, B.T.M.; Alvarenga, D. & Guimarães, L.L.",2015,8,27,"Brazil","Goiás","Cocalzinho de Goiás",NA,-48.343611,-15.629444,NA,"BRA:UFG:UFG:0000050778",NA,"Rustia formosa Klotzsch"
"2",NA,"IF","SPSF","51843","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","M.Pinus",NA,NA,"8",NA,"A.G. Aguirre & J. Teixeira",2014,2,9,"Brazil","Sp","Ilhabela","Estrada de floresta ombrófila densa",NA,NA,"COLETA: Árvore 10m fruto deiscente.; GEOGRAFIA: Floresta ombrófila densa;","BRA:IF:SPSF:0000051843",NA,"Rustia formosa Klotzsch"
"3",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29294","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","Oliveira, MS; Chacon, RG","2013-01-01T00:00:00.000+0000",NA,"1053",NA,"Chacon, RG",2013,4,25,"Brazil","Distrito Federal","Sobradinho","Apa de Cafuringa- Chapada Imperial",-42.182778,-15.5875,"flores branca perfumadas,estames vináceos; Campo sujo","BRA:JBB:HEPH:0000029294",NA,"Rustia formosa Klotzsch"
"4",NA,"MBM","MBM","383123","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","Barboza, E","2013-07-04T00:00:00.000+0000",NA,"3624",NA,"Barboza, E; Cordeiro, J; Brotto, ML; Vaz, J",2013,4,14,"Brazil","Goiás","Cavalcante","RPPN Serra do Tombador, trilha da cachoeira",-47.842778,-13.63425,"Árvore 5m; flores alvas, odoríferas.; Floresta Ombrófila Densa.","BRA:MBM:MBM:0000383123",NA,"Rustia formosa Klotzsch"
"7",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29270","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","Oliveira, MS; Chacon, RG","2013-01-01T00:00:00.000+0000",NA,"1029",NA,"Chacon, RG",2013,4,25,"Brazil","Distrito Federal","Sobradinho","Apa de Cafuringa,depois da ponte do Rio Sal; à direita na BR 080. Depois da entrada da AVETC. ribeirao",-42.182778,-15.5875,"Árvore 4m de altura; flor branca, estames viáceos; Fruto verdes; Mata de galeria","BRA:JBB:HEPH:0000029270",NA,"Rustia formosa Klotzsch"
"9",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA128899","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","Ferreira, M.A.P.","2013-01-01T00:00:00.000+0000",NA,"1279",NA,"Colletta, G.D.",2013,8,28,"Brazil","São Paulo","Ilhabela","Trilha para o Bonete 400 antes da porteira",NA,NA,NA,"BRA:ESALQ:ESA:0ESA128899",NA,"Rustia formosa Klotzsch"
"10",NA,"IF","SPSF","47456","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch",NA,NA,NA,"1279",NA,"G.D.Colletta & A.G.Aguirre & J.Teixeira",2013,8,28,"Brazil","Sp","Ilhabela","Trilha para o Bonete",NA,NA,"COLETA: Árvore com 12m de altura. Frutos imaturos verdes.; GEOGRAFIA: 400m antes da porteira. Floresta Ombrófila Densa.;","BRA:IF:SPSF:0000047456",NA,"Rustia formosa Klotzsch"
"11",NA,"UNISANTA","HUSC","11757","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","E. A. Anunciação","2015-08-01T00:00:00.000+0000",NA,"772",NA,"M.Magenta; R. Guandalini, B Isidro",2012,2,29,"Brazil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, área C, P24, ao lado da árvore 1298.",0,0,"Árvore cerca de 10m; flores brancas.; Floresta ombrofila densa.","BRA:UNISANTA:HUSC:0000011757",NA,"Rustia formosa Klotzsch"
"12",NA,"UNISANTA","HUSC","11758","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","E. A. Anunciação","2015-08-01T00:00:00.000+0000",NA,"27",NA,"A. Carminatto; R. Lazarini, B Isidro",2012,3,22,"Brazil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, área B, parcela 13, indivíduo 833.",0,0,"Árvore cerca de 10m e com inflorescência branca.; Floresta ombrofila densa.","BRA:UNISANTA:HUSC:0000011758",NA,"Rustia formosa Klotzsch"
"13",NA,"IAC","IAC","56478","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","A.C.O. Souza et al.","2011-02-22T00:00:00.000+0000",NA,"100",NA,"A.C.O. Souza; L.C. Bernacci; R. Belinelo",2011,2,22,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca",-45.109914,-23.360372,NA,"BRA:IAC:IAC:0000056478",NA,"Rustia formosa Klotzsch"
"14",NA,"UNISANTA","HUSC","11756","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","E. A. Anunciação","2015-08-01T00:00:00.000+0000",NA,"01",NA,"A. Santos; F. Santos",2011,7,28,"Brazil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, área A (rua 1 entre rua 14 e 22).",0,0,"Árvore coletada com frutos amarelos ao lado da parcela 3; 8,5m de altura.; Floresta ombrofila densa.","BRA:UNISANTA:HUSC:0000011756",NA,"Rustia formosa Klotzsch"
"15",NA,"UnB","UB","153514","Rustia formosa Klotzsch",NA,"Rubiaceae","Rustia","formosa","Klotzsch","Villarroel, D","2010-01-01T00:00:00.000+0000",NA,"348",NA,"Zanatta, MRV; Proença, CEB; Taxonomy Class of Universidade de Brasília",2010,4,18,"Brazil","Distrito Federal","Brasília","APA de Cafuringa. Região do Catingueiro. Sítio Ecoaldeia Flor das Águas.",-47.973611,-15.536667,"Foto. Flor branca, aromática. Botão esverdeado, anteras escuras.; Árvore. Flor branca. Flor branca, aromática. Botão esverdeado, anteras escuras.; Mata de galeria","BRA:UnB:UB:0000153514",NA,"Rustia formosa Klotzsch"
