"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","comments","bibliographicCitation"
"1","2017-10-06T18:36:06.000+0000","JBRJ","RB","RB00579114","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,"Rubiaceae","Simira","viridiflora","(Allemão & Saldanha) Steyerm.","Sebastião José da Silva Neto",NA,NA,"83",NA,"H. Serafim; L.F. Redondo",2009,2,14,"Brazil","São Paulo","Areias","Fazenda São Domingos. Acesso pelo km 237 da Rodovia dos Tropeiros (SP-068).",-44.738611,-22.651667,"Árvore, 66 centímetros de PAP","urn:catalog:JBRJ:RB:579114","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,NA,NA
"2",NA,"UFU","HUFU","49116","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,"Rubiaceae","Simira","viridiflora","(Allemão & Saldanha) Steyerm.",NA,NA,NA,"s.n.",NA,"Araújo, G.M.; Rosa. P.O. & Gusson, A.E.",2007,11,22,"Brazil","Minas Gerais","Uberlândia","Capim Branco I",0,0,"Árvore, ca. 7 m. Botão floral.; Floresta ciliar.","BRA:UFU:HUFU:0000049116","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,NA,NA
"3",NA,"UFU","HUFU","49143","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,"Rubiaceae","Simira","viridiflora","(Allemão & Saldanha) Steyerm.",NA,NA,NA,"s.n.",NA,"Araújo, G.M.; Gusson, A.E.",2007,11,21,"Brazil","Minas Gerais","Araguari","Capim Branco I, Funil I.",0,0,"Árvore, ca. 2,5 m. Botão floral.; Floresta decidua.","BRA:UFU:HUFU:0000049143","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,NA,NA
"4",NA,"NY","NY","885782","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,"Rubiaceae","Simira","viridiflora","(Allemão & Saldanha) Steyerm.","J. M. A. Braga","2004-01-01T00:00:00.000+0000",NA,"7382",NA,"J. M. A. Braga",2004,1,29,"Brazil","Rio de Janeiro",NA,"Recreio dos Bandeirantes, Prainha, Ãrea de ProteÃ§Ã£o Ambiental da Prainha, proximidades do topo do Morro da Boa Vista",-43.2076685470805,-22.9069598238154,NA,"8c9c21c5-2846-46d1-9a21-dba66a277e69","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,NA,NA
"5",NA,"UFPB","JPB","53948","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,"Rubiaceae","Simira","viridiflora","(Allemão & Saldanha) Steyerm.",NA,NA,NA,"1230",NA,"Silva Neto, JS; et al.",1998,11,18,"Brazil","Rio de Janeiro","Duque de Caxias","Reserva da Petrobrás, Trilha paralela a cerca que vai em direção ao ponto P4R.",-43.233333,-22.516667,"Árvore ciófila, ca. 12 m alt.; folhas concolores cartáceas; botões verde-claros; flores com cálice verde e corola verde-amarelada; frutos passados com valvas cor de palha seca.","BRA:UFPB:JPB:0000053948","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,NA,NA
"6","2014-07-07T22:23:10.000+0000","JBRJ","RB","RB00673466","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,"Rubiaceae","Simira","viridiflora","(Allemão & Saldanha) Steyerm.","S.J. Silva Neto",NA,NA,"3297",NA,"J.M.A. Braga; et. al",1996,4,10,"Brazil","Rio de Janeiro","Rio de Janeiro","Bairro da Barra da Tijuca, Prainha, Área de Proteção Ambiental.",NA,NA,"Árvore ca. 8 m de altura. Folhas membranáceas com estípulas castanhas. Mata densa de encosta.","urn:catalog:JBRJ:RB:673466","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,NA,NA
"7",NA,"MBM","MBM","343044","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,"Rubiaceae","Simira","viridiflora","(Allemão & Saldanha) Steyerm.",NA,NA,NA,"156",NA,"Farias, DS; et al.",1994,3,3,"Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Trilha Rodolfo Sul.",0,0,"Árvore ca. de 13m de alt. e 20,4 cm de DAP. Tronco cônico. Ritidoma pardo-acinzentado. Casca viva creme-pardacenta. Folhas no ápice dos ramos. Frutos cinza-esverdeados. Fuste 10","BRA:MBM:MBM:0000343044","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,NA,NA
"8","2017-10-06T19:05:11.000+0000","JBRJ","RB","RB00584265","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,"Rubiaceae","Simira","viridiflora","(Allemão & Saldanha) Steyerm.",NA,NA,NA,"510",NA,"S.J. Silva Neto; et al.",1994,12,4,"Brazil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, estrada para a represa de Serra Velha, próximo a bifurcação para a repressa de Reunião.",NA,NA,"Árvore ciófila ca. de 20m de altura; folhas discolores cartáceas; estípulas verde-alvacentas quando jovens e cor de palha seca quando passadas; botões esverdeados; frutos imaturos verdes.","urn:catalog:JBRJ:RB:584265","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,NA,NA
"9",NA,"MBM","MBM","398300","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,"Rubiaceae","Simira","viridiflora","(Allemão & Saldanha) Steyerm.","Zappi, DC","2014-08-01T00:00:00.000+0000",NA,"844",NA,"Costa, RC",1985,10,16,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro. Secção 33, Canteiro A, Placa 1.508, Piq 6.",0,0,"Flor esverdeadas. Árvore número 844.","BRA:MBM:MBM:0000398300","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,NA,NA
"10",NA,"UEFS","HUEFS","213551","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,"Rubiaceae","Simira","viridiflora","(Allemão & Saldanha) Steyerm.",NA,NA,NA,"844",NA,"Costa, R.C.",1985,10,16,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro. Seção 33, Canteiro A, Placa 1508, Piq.6.",NA,NA,NA,"BRA:UEFS:HUEFS:0000213551","Simira viridiflora (Allemão & Saldanha) Steyerm.",NA,NA,NA
