"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","municipality","occurrenceRemarks","comments","bibliographicCitation"
"1","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","18384","Amaioua monteiroi Standl.","Rubiaceae","Amaioua","monteiroi","Standl.",", E. de A.","2014-03-28T00:00:00.000+0000",NA,"2852","Mike Hopkins",1966,10,26,"Brazil","Acre","Cruzeiro do Sul - Japiim, Km 18, road Cruzeiro do Sul to Japiim. Forest on terra firme.",NA,NA,"urn:catalog:inpa:herbarium:233871","Amaioua monteiroi Standl.",NA,NA,NA,NA,NA,NA,NA
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","18384","Amaioua monteiroi Standl.","Rubiaceae","Amaioua","monteiroi","Standl.",", E. de A.","2014-03-28T00:00:00.000+0000",NA,"2852","Mike Hopkins",1966,10,26,"Brazil","Acre","Cruzeiro do Sul - Japiim, Km 18, road Cruzeiro do Sul to Japiim. Forest on terra firme.",NA,NA,"urn:catalog:inpa:herbarium:128934","Amaioua monteiroi Standl.",NA,NA,NA,NA,NA,NA,NA
"3",NA,"F","Botany","V0068419F","Amaioua monteiroi Standl.","Rubiaceae","Amaioua","monteiroi","Standl.",NA,NA,"ISOTYPE","290","R. C. Monteiro da Costa",1932,1,NA,"Brazil",NA,NA,-52.8731,-10.8339,"293b9f58-9068-48bd-ae69-14255e370258","Amaioua monteiroi Standl.",NA,NA,NA,NA,NA,NA,NA
"4",NA,"F","Botany",NA,"Amaioua monteiroi Standl.","Rubiaceae","Amaioua","monteiroi","Standl.",NA,NA,"TYPE","290","R. C. Monteiro da Costa",1932,1,NA,"Brazil",NA,NA,-52.8731,-10.8339,"ed2df9af-b61b-4bc4-b8f7-44ab221549a9","Amaioua monteiroi Standl.",NA,NA,NA,NA,NA,NA,NA
"5",NA,"F","Botany","V0068417F","Amaioua monteiroi Standl.","Rubiaceae","Amaioua","monteiroi","Standl.",NA,NA,"HOLOTYPE","290","R. C. Monteiro da Costa",1932,1,NA,"Brazil",NA,NA,-52.8731,-10.8339,"4a0e8e76-c9fd-4bf1-b951-b988294d4ff4","Amaioua monteiroi Standl.",NA,NA,NA,NA,NA,NA,NA
"6",NA,"F","Botany","V0068418F","Amaioua monteiroi Standl.","Rubiaceae","Amaioua","monteiroi","Standl.",NA,NA,"ISOTYPE","290","R. C. Monteiro da Costa",1932,1,NA,"Brazil",NA,NA,-52.8731,-10.8339,"2dd804ab-4caf-40d6-adf2-93a2cf70cec9","Amaioua monteiroi Standl.",NA,NA,NA,NA,NA,NA,NA
"7",NA,"F","Botany","V0252363F","Amaioua monteiroi Standl.","Rubiaceae","Amaioua","monteiroi","Standl.",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,-52.8731,-10.8339,"35c45785-d238-4009-9254-b45161c32ff2","Amaioua monteiroi Standl.",NA,NA,NA,NA,NA,NA,NA
"8",NA,"F","Botany",NA,"Amaioua monteiroi Standl.","Rubiaceae","Amaioua","monteiroi","Standl.",NA,NA,NA,"586","da Costa",NA,NA,NA,"Brazil",NA,NA,-52.8731,-10.8339,"912c2fd2-1366-4647-b309-beb1ce2fe6fb","Amaioua monteiroi Standl.",NA,NA,NA,NA,NA,NA,NA
"9","2/06/17 15:49","INPA","INPA","18384","Amaioua monteiroi","Rubiaceae","Amaioua",NA,"Standl.",", E de A.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Acre","Cruzeiro do Sul - Japiim, Km 18, road Cruzeiro do Sul to Japiim. Forest on terra firme.",NA,NA,NA,"Amaioua monteiroi Standl.",NA,NA,NA,NA,NA,NA,NA
"10","2/06/17 15:49","INPA","INPA","18384","Amaioua monteiroi","Rubiaceae","Amaioua",NA,"Standl.",", E de A.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Acre","Cruzeiro do Sul - Japiim, Km 18, road Cruzeiro do Sul to Japiim. Forest on terra firme.",NA,NA,NA,"Amaioua monteiroi Standl.",NA,NA,NA,NA,NA,NA,NA
