"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"1",NA,"IMA","MAC","56371","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa",NA,NA,1265,"J.W.Alves-Silva; M.J.Silva",2012,10,24,"Brazil","Alagoas","Colônia Leopoldina","RPPN Estrela do Sul.",-35.720561,-8.913781,"Árvore ca. 4 m. Frutos cremes.; Mata Atlântica.","BRA:IMA:MAC:0000056371","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"2",NA,"UFPB","JPB","43541","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","Gadelha Neto, PC; Quirino, ZG","2010-01-01T00:00:00.000+0000",48,"Fortunato, MEM; Quirino, ZG",2010,3,3,"Brazil","Paraíba","Rio Tinto","Reserva Biológica Guaribas, Borda de mata",-35.08427,-6.80333,"Arbustiva ca. 4m de altura. Folhas opostas cruzadas. Botão floral e flores brancas.; Mata Atlântica ; HA","BRA:UFPB:JPB:0000043541","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"3",NA,"UFPB","JPB","43544","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","Gadelha Neto, PC; Quirino, ZG","2010-01-01T00:00:00.000+0000",51,"Fortunato, MEM; Quirino, ZG",2010,4,30,"Brazil","Paraíba","Rio Tinto","Reserva Biológica Guaribas, Borda de mata",-35.08427,-6.80333,"Arbustiva ca. 4m de altura. Botões florais e flores brancas. Frutos verdes.; Mata Atlântica ; HA","BRA:UFPB:JPB:0000043544","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"4",NA,"IMA","MAC","49396","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","E.C.O.Chagas","2010-09-09T00:00:00.000+0000",8435,"Chagas-Mota",2010,9,9,"Brazil","Pernambuco","Jaqueira","Serra do Urubu.",-35.806178,-8.738778,"Árvore ca. 7 m de altura. Frutos amarelos.; Mata Atlântica.","BRA:IMA:MAC:0000049396","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"5",NA,"IMA","MAC","50077","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","E.C.O.Chagas","2010-10-16T00:00:00.000+0000",9116,"Chagas-Mota; J.M.Ferreira",2010,10,16,"Brazil","Alagoas","Chã Preta","Serra Lisa.",-36.29775,-9.241017,"Árvore ca. 8 m de altura. Frutos verdes.; Mata Atlântica.","BRA:IMA:MAC:0000050077","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"6",NA,"UFPB","JPB","43512","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","Gadelha Neto, PC; Quirino, ZG","2010-01-01T00:00:00.000+0000",19,"Fortunato, MEM; Quirino, ZG",2009,1,17,"Brazil","Paraíba","Rio Tinto","Reserva Biológica Guaribas, Borda de mata",-35.08427,-6.80333,"Arbustiva ca. 4m de altura. Botões florais brancos.; Mata Atlântica ; HA","BRA:UFPB:JPB:0000043512","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"7",NA,"IMA","MAC","34609","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","E.C.O.Chagas","2009-01-03T00:00:00.000+0000",438,"A.I.L.Pinheiro; R.P.Lyra-Lemos; G.B.Araujo; Chagas-Mota",2008,7,31,"Brazil","Alagoas","Flexeiras",NA,0,-9.275003,"Arvoreta ca. de 3m. Frutos verdes.; Mata Atlântica.","BRA:IMA:MAC:0000034609","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"8",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","123728","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa",NA,NA,484,"Piotto, D.",2007,7,9,"Brazil","Bahia","Uruçuca","Serra Grande Parque Estadual da Serra do Conduru",-39.083333,-14.416667,"Floresta Ombrófila Densa","BRA:CEPLAC:CEPEC:0000123728","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"9",NA,"IMA","MAC","15428","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M.R.Barbosa","2007-07-01T00:00:00.000+0000",7151,"A.M. de Carvalho; et al.",2002,3,16,"Brazil","Alagoas","Murici","Bananeiras.",-35.936994,-9.281314,"Arvoreta ca 3,5m de altura. Folha papirácea. Flores alvas. Frutos imaturos.; Mata Atlântica em Serra.","BRA:IMA:MAC:0000015428","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"10",NA,"NY","NY","685883","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M. R. de V. Barbosa","2003-01-01T00:00:00.000+0000",5554,"R. P. Lyra-Lemos",2001,3,14,"Brazil","Alagoas",NA,"Reserva de Murici. EstaÃ§Ã£o EcolÃ³gica de Murici.",-35.812778,-9.245278,NA,"9cd60b5a-d3d1-470a-a4c1-a628461091dd","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
