"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Reserva Natural Vale (CVRD)","CVRD","12815","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Domingos A. Folli","2007-08-23T00:00:00.000+0000",NA,"2044",NA,"Tsuji, R.",2007,8,23,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Arariba do rego","BRA:CVRD:CVRD:0000012815",NA,"Molopanthera paniculata var. paniculata"
"2",NA,"IMA","MAC","30715","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Guedes, ML","2006-10-01T00:00:00.000+0000",NA,"12126",NA,"M.L .Guedes; R.De M. Valadão; et al.",2006,8,1,"Brazil","Bahia","Piemonte da Diamantina","Miguel calmon, caminho para Sete passagens.",-40.516667,-11.333333,"Árvore. ca. de 10m de altura. Folhas cartáceas, discolores. com face abaxial verde brilhante. Inflorescência panícula corimbosa. estames exsertos. corola rotácea. com até 5mm de comprimento. anteras com tecas caudadas na base e conata","BRA:IMA:MAC:0000030715",NA,"Molopanthera paniculata Turcz."
"3",NA,"USP","SPF","153086","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.","Lombardi, JA","2002-04-01T00:00:00.000+0000",NA,"412",NA,"Gomes, JV",2002,3,2,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:USP:SPF:0000153086",NA,"Molopanthera panniculata var. burchellii K.Schum."
"4",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","71300","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.",NA,NA,NA,"1409",NA,"Couto, FR",2002,5,13,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.",0,0,NA,"BRA:UFMG:BHCB:0000071300",NA,"Molopanthera panniculata var. burchellii K.Schum."
"5",NA,"Universidade Federal da Bahia (UFBA)","ALCB","58039","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Jardim, J","2014-10-01T00:00:00.000+0000",NA,"870",NA,"Nonato, FR; Correia, C; Smidt, E; Silva, VP",2001,8,2,"Brazil","Bahia","Jacobina","Piemonte da Diamantina, Monte Taboa, ca. 2 km da cidade",-40.506389,-11.166389,"ca. 2 m alt. Folhas coriáceas, discolores. Flores verde-amareladas; estames amarelos.; próxima a cachoeira.","BRA:UFBA:ALCB:0000058039",NA,"Molopanthera paniculata Turcz."
"6",NA,"UEFS","HUEFS","55614","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","J.Jardim","2002-04-01T00:00:00.000+0000",NA,"870",NA,"Nonato, F.R.",2001,8,2,"Brazil","Bahia","Jacobina","Monte Taboa, ca. 2km da cidade.",-40.506389,-11.166389,"Campo rupestre, próxima a cachoeira.","BRA:UEFS:HUEFS:0000055614",NA,"Molopanthera paniculata Turcz."
"7",NA,"UEFS","HUEFS","38439","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","J.Jardim","2002-05-01T00:00:00.000+0000",NA,"2",NA,"Silva, B.M.",1999,6,24,"Brazil","Bahia","Jacobina","Povoado de Itaitu. Cachoeira Véu de Noiva.",-40.5,-11.334444,"Vegetação graminosa com algumas árvores esparsas.","BRA:UEFS:HUEFS:0000038439",NA,"Molopanthera paniculata Turcz."
"8",NA,"UEFS","HUEFS","40337","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","J.Jardim","2002-05-01T00:00:00.000+0000",NA,"2950",NA,"Melo, E.",1999,9,5,"Brazil","Bahia","Jacobina","Encosta do vale. Ao lado do monte Tabor.",-40.5075,-11.153056,"Campo rupestre.","BRA:UEFS:HUEFS:0000040337",NA,"Molopanthera paniculata Turcz."
"9",NA,"USP","SPF","76757","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Anônimo",NA,NA,"CFSC12952",NA,"Pirani, JR",1992,4,25,"Brazil","Minas Gerais","Santana do Riacho","APA Morro da Pedreira",0,0,NA,"BRA:USP:SPF:0000076757",NA,"Molopanthera paniculata Turcz."
"10",NA,"UEFS","HUEFS","60271","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"178",NA,"Andrade, P.M.",1984,5,22,"Brazil","Minas Gerais","Caratinga","Estação Biológica Caratinga.",NA,NA,"Mata Atlântica.","BRA:UEFS:HUEFS:0000060271",NA,"Molopanthera paniculata Turcz."
