"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UNICAMP","UEC","199780","Posoqueria acutifolia Mart.",NA,"Rubiaceae","Posoqueria","acutifolia","Mart.","Silva, B.G.","2018-03-28T00:00:00.000+0000",NA,"418","Silva, B.G.; Pires, T.P.",2018,2,15,"Brazil","São Paulo","Jundiaí","Serra do Japi, início da trilha do Marco Geodésico",-47.5749,-23.419064,NA,"BRA:UNICAMP:UEC:0000199780",NA,"Posoqueria acutifolia Mart."
"2",NA,"UNICAMP","UEC","198722","Posoqueria acutifolia Mart.",NA,"Rubiaceae","Posoqueria","acutifolia","Mart.","Silva, B.G.","2017-09-22T00:00:00.000+0000",NA,"94","Pires, T.P.; Silva, B.G.",2017,8,8,"Brazil","São Paulo","Jundiaí","Serra do Japi",-46.949167,-23.232222,"Indivíduo localizado na borda da trilha, solo com serapilheira, área árcialmente sombreada. Frutos verdes. Hábito arbóreo com aproximadamente 4m de altura.; Floresta Estacional Semidecidual","BRA:UNICAMP:UEC:0000198722",NA,"Posoqueria acutifolia Mart."
"3",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","67009","Posoqueria acutifolia Mart.",NA,"Rubiaceae","Posoqueria","acutifolia","Mart.","J. A. Oliveira",NA,NA,"178","B. Moreira; M.C. Delgado",2015,3,20,"Brazil","Minas Gerais","Lima Duarte","Parque Estadual de Ibitipoca, Nanofloresta nebular, atrás do centro de pesquisa",-43.898333,-21.709722,"Árvore, ca. 6m, frutos imaturos verdes. Interior de mata","BRA:UFJF:CESJ:0000067009",NA,"Posoqueria acutifolia Mart."
"4",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA129142","Posoqueria acutifolia Mart.",NA,"Rubiaceae","Posoqueria","acutifolia","Mart.","Colletta, G.D. & Flores, T.B.","2014-01-01T00:00:00.000+0000",NA,"1558","Colletta, G.D.",2014,5,15,"Brazil","São Paulo","Nova Odessa","Plantarum",NA,NA,NA,"BRA:ESALQ:ESA:0ESA129142",NA,"Posoqueria acutifolia Mart."
"5",NA,"IF","SPSF","49507","Posoqueria acutifolia Mart.",NA,"Rubiaceae","Posoqueria","acutifolia","Mart.","M.G.K.Cornia","2015-03-13T00:00:00.000+0000",NA,"101","M.G.K.Cornia & N.M.Ivanauskas & M.C.Assis",2014,10,8,"Brazil","Sp","Piquete","Estrada para Pico do Ataque",-45.176111,-22.613611,"COLETA: Arvoreta, 1m; Pétalas brancas de ápice rosado.; GEOGRAFIA: Beira de estrada, Floresta Ombrófila Densa (Zona 23K);","BRA:IF:SPSF:0000049507",NA,"Posoqueria acutifolia Mart."
"6",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA128630","Posoqueria acutifolia Mart.",NA,"Rubiaceae","Posoqueria","acutifolia","Mart.","F. G. Florido","2013-04-28T00:00:00.000+0000",NA,"20","Bettinardi, M.L.",2013,4,1,"Brazil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, UHE Alecrim trilha da Chaminé",-47.50978,-24.10233,NA,"BRA:ESALQ:ESA:0ESA128630",NA,"Posoqueria acutifolia Mart."
"7","2017-10-16T23:07:58.000+0000","JBRJ","RB","RB00914442","Posoqueria acutifolia Mart.",NA,"Rubiaceae","Posoqueria","acutifolia","Mart.","M. Gomes","2014-08-15T00:00:00.000+0000",NA,"350","D.N.S. Machado",2013,10,15,"Brazil","Rio de Janeiro","Niterói","Itaipu; Parque Estadual da Serra da Tiririca, Morro das Andorinhas, pouco antes da Ponta das Andorinhas.",-43.033333,-22.966667,"Arbusto ca 4 m de alt.; heliofilo, folhas cartáceas discolores verdes, frutos amarelos","urn:catalog:JBRJ:RB:914442",NA,"Posoqueria acutifolia Mart."
"8",NA,"Instituto de Botânica, IBT","SP","426949","Posoqueria acutifolia Mart.",NA,"Rubiaceae","Posoqueria","acutifolia","Mart.","Capistrano, TR","2009-04-23T00:00:00.000+0000",NA,"2333","Shirasuna, RT",2009,4,14,"Brazil","São Paulo","São Paulo","Lote 4, Parelheiros Rodoanel Mário Covas, Trecho Sul",0,0,NA,"BRA:IBt:SP:0000426949",NA,"Posoqueria acutifolia Mart."
"9",NA,"UFPR","UPCB","75589","Posoqueria acutifolia Mart.",NA,"Rubiaceae","Posoqueria","acutifolia","Mart.","Almeida, R. S.","2008-06-02T00:00:00.000+0000",NA,"739","Cielo-Filho, R.",2008,5,29,"Brazil","São Paulo","Itapeva","Estação Ecológica, início da trilha 01 do Rio Pirituba",-49.068056,-24.080833,"Árvore 8m altura; frutos de cor verde.","BRA:UFPR:UPCB:0000075589",NA,"Posoqueria acutifolia Mart."
"10",NA,"IF","SPSF","40174","Posoqueria acutifolia Mart.",NA,"Rubiaceae","Posoqueria","acutifolia","Mart.","R.S.Almeida",NA,NA,"739","R.Cielo-Filho & C.R.Lima & J.B.Baitello",2008,5,29,"Brazil","Sp","Itapeva","Estação Ecológica",-49.068056,-24.080833,"COLETA: Árvore 8 m, fruto verde.;","BRA:IF:SPSF:0000040174",NA,"Posoqueria acutifolia Mart."
