"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1","2017-10-09T05:12:30.000+0000","JBRJ","RB","RB01365936","Bathysa gymnocarpa K.Schum.",NA,"Rubiaceae","Bathysa","gymnocarpa","K.Schum.","João Marcelo Alvarenga Braga",NA,NA,"17-076",NA,"J.M.A.Braga; P. Feliz & F.R.M. Fraga",2017,8,9,"Brazil","Rio de Janeiro","Rio de Janeiro","Parque Estadual da Pedra Branca, Jacarepaguá, Pau da Fome, proximidades do cume da Pedra do Quilombo.",-43.436389,-22.945833,"Árvore, ca. 5 m de altura. Folhas membranáceas. Flores e frutos maduros secos marrons. Interior de floresta densa, pedregosa e bem conservada em transição com base de paredão rochoso em inselberg.","urn:catalog:JBRJ:RB:1365936",NA,"Bathysa gymnocarpa K.Schum.",NA,NA
"2","2017-10-08T21:42:03.000+0000","JBRJ","RB","RB01181913","Bathysa gymnocarpa K.Schum.",NA,"Rubiaceae","Bathysa","gymnocarpa","K.Schum.","M. Gomes","2016-04-04T00:00:00.000+0000",NA,"729",NA,"P. Rosa; R. Negrão, L. Moraes, L. Novaes & R. Matheus",2016,3,14,"Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal, trilha atrás da localidade Grotão. Trilha do grotão. Na borda da trilha ao lado do córrego. Parque Nacional da Tijuca",-43.24,-22.970278,"Terrícola, heliófila. Pré-floração de cálice verde. Frutos imaturos esverdeados.","urn:catalog:JBRJ:RB:1181913",NA,"Bathysa gymnocarpa K.Schum.",NA,NA
"4","2017-10-15T11:28:07.000+0000","JBRJ","RB","RB01135879","Bathysa gymnocarpa K.Schum.",NA,"Rubiaceae","Bathysa","gymnocarpa","K.Schum.","MARIO GOMES",NA,NA,"539",NA,"R. G. Barbosa-Silva; E. J. Lirio & B. M. Carvalho",2016,6,16,"Brazil","Rio de Janeiro","Rio de Janeiro","Humaita, Contraforte do Corcovado, acesso pela Rua Viuva Lacerda. Parque Nacional da Tijuca",-48.164444,-26.442778,"Árvore, 5 m de alt., inflorescência passada","urn:catalog:JBRJ:RB:1135879",NA,"Bathysa gymnocarpa K.Schum.",NA,NA
"5","2018-02-19T10:42:22.000+0000","JBRJ","RB","RB01299270","Bathysa gymnocarpa K.Schum.",NA,"Rubiaceae","Bathysa","gymnocarpa","K.Schum.","MARIO GOMES","2018-02-16T00:00:00.000+0000",NA,"552",NA,"R. G. Barbosa-Silva; C. Baez, P. Rosa, C. D. M. Ferreira, M.G. Bovini",2016,7,13,"Brazil","Rio de Janeiro","Rio de Janeiro","Trilha da Mesa do Imperador para o Morro do Queimado. Parque Nacional da Tijuca",-43.256944,-22.964167,"Arbusto, ca. 3 m, inflorescência passada","urn:catalog:JBRJ:RB:1299270",NA,"Bathysa gymnocarpa K.Schum.",NA,NA
"6","2017-11-19T09:16:30.000+0000","JBRJ","RB","RB01047109","Bathysa gymnocarpa K.Schum.",NA,"Rubiaceae","Bathysa","gymnocarpa","K.Schum.","Mario Gomes","2015-11-24T00:00:00.000+0000",NA,"466",NA,"Luan Silva",2015,9,10,"Brazil","Rio de Janeiro","Saquarema","Conglomerado  162-1-3-18.  UTM  do  Ponto  Central:  E  (740098m)  N  (7470070m)  Fuso  do  GPS  (23K).",NA,NA,"Árvore, com 6m altura; Base Digitada. Casca interna branca, casca externa bege, fina, laminado. Desprendimento da casca: Esfoliante. Botões verdes.  Fruto maduro, com 0,5cm, com forma abcônica, internamente e externamente marrom, seco","urn:catalog:JBRJ:RB:1047109",NA,"Bathysa gymnocarpa K.Schum.",NA,NA
"7","2017-10-15T11:42:33.000+0000","JBRJ","RB","RB01085126","Bathysa gymnocarpa K.Schum.",NA,"Rubiaceae","Bathysa","gymnocarpa","K.Schum.","Mario Gomes",NA,NA,"1119",NA,"Mario Gomes",2015,11,1,"Brazil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa, próximo à Mesa do Imperador.",-43.258611,-22.970278,"Árvore; tronco pálido-acinzentado; ramos marrons; folhas membranáceas discolores; ramos da inflorescência verdes; frutos imaturos marrom esverdeados.","urn:catalog:JBRJ:RB:1085126",NA,"Bathysa gymnocarpa K.Schum.",NA,NA
"8","2014-11-26T10:55:43.000+0000","JBRJ","RB","RB00901513","Bathysa gymnocarpa K.Schum.",NA,"Rubiaceae","Bathysa","gymnocarpa","K.Schum.","Mario Gomes","2014-11-25T00:00:00.000+0000",NA,"s/n",NA,"Scarponi, T. M.; Nascimento, L. S.;  Ammon, R. A. & Hottz, D.",2014,8,15,"Brazil","Rio de Janeiro","Nova Friburgo","Conglomerado 14-3-4-38. UTM E(768691m) N(7519456m). Fuso do GPS (23K).",NA,NA,"Árvore com 9 m. de altura, base digitada, casca internamente cinza com vermelho, externamente alaranjada, fina, áspera. Botões florais de cor creme.","urn:catalog:JBRJ:RB:901513",NA,"Bathysa gymnocarpa K.Schum.",NA,NA
"9","2014-08-26T16:24:20.000+0000","JBRJ","RB","RB00845891","Bathysa gymnocarpa K.Schum.",NA,"Rubiaceae","Bathysa","gymnocarpa","K.Schum.","D.C. Zappi","2014-01-01T00:00:00.000+0000",NA,"3883",NA,"M.G.Bovini; J.F.Baumgratz, B.C.Bandeira & D.S.Silva",2013,8,7,"Brazil","Rio de Janeiro","Lídice","P.E.Cunhambebe, estrada para a serra alta.",-44.239167,-22.889444,"Arvoreta ca. 3m, semi-heliófila em margem de trilha. Folhas membranáceas, levemente discolores. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:845891",NA,"Bathysa gymnocarpa K.Schum.",NA,NA
"10","2017-10-04T12:49:48.000+0000","JBRJ","RB","RB00855713","Bathysa gymnocarpa K.Schum.",NA,"Rubiaceae","Bathysa","gymnocarpa","K.Schum.","J.A.OLIVEIRA",NA,NA,"419",NA,"J.A.Oliveira; M.O.O.Pellegrini, R.G.Barbosa-Silva, A.Q.Lobão",2013,10,30,"Brazil","Rio de Janeiro","Rio de Janeiro","Estrada entre a Vista Chinesa e a Mesa do Imperador. Parque Nacional da Tijuca",NA,NA,"Árvore, ca. 3 m alt., na beira da estrada. Inflorescência verde, frutos secos. Material em sílica.","urn:catalog:JBRJ:RB:855713",NA,"Bathysa gymnocarpa K.Schum.",NA,NA
"12","2017-10-18T14:25:48.000+0000","JBRJ","RB","RB00703179","Bathysa gymnocarpa K.Schum.",NA,"Rubiaceae","Bathysa","gymnocarpa","K.Schum.","Mario Gomes","2014-01-28T00:00:00.000+0000",NA,"45",NA,"A.K.L. Venda; R.C. Forzza, J.R. Stehmann & A.M. Amorim",2010,12,3,"Brazil","Minas Gerais","Alto Jequitibá","Parque Nacional do Caparaó, cachoeira Bonita. Parque Nacional do Caparaó",-41.837778,-20.406111,"Folhas verdes, corola alva, brácteas passadas vináceas e verdes na floração; Fruto roxo.","urn:catalog:JBRJ:RB:703179",NA,"Bathysa gymnocarpa K.Schum.",NA,NA
