"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1","2017-11-19T09:23:18.000+0000","JBRJ","RB","RB00850261","Simira walteri Silva Neto & Callado","Rubiaceae","Simira","walteri","Silva Neto & Callado","G.S. Siqueira",NA,NA,7129,"D.A.Folli",2013,11,4,"Brazil","Espírito Santo","Linhares","Reserva  Natural  Vale.  Municipal  do  MME.  Coord  UTM:  Long:  386134  Lat:  7882212  .",NA,NA,"Arbóreo. Terrestre 5m alt., botão verde, flor verde. Fuste cilíndrico, 2m. Cap Fuste: 21cm. Diamtero Copa: 1m. Descamação ausente. Exsudação: seiva, incolor. Superfície casca: áspera.","urn:catalog:JBRJ:RB:850261","Simira walteri Silva Neto & Callado",NA,NA,NA,NA,NA
"3",NA,"Reserva Natural Vale (CVRD)","CVRD","14607","Simira walteri Silva Neto & Callado","Rubiaceae","Simira","walteri","Silva Neto & Callado","Geovane S. Siqueira","2014-05-22T00:00:00.000+0000",NA,7129,"Folli, D.A.",2013,11,4,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Arariba cascuda","BRA:CVRD:CVRD:0000014607","Simira walteri Silva Neto & Callado",NA,NA,NA,NA,NA
"4",NA,"Reserva Natural Vale (CVRD)","CVRD","10725","Simira walteri Silva Neto & Callado","Rubiaceae","Simira","walteri","Silva Neto & Callado","Geovane S. Siqueira","2014-05-22T00:00:00.000+0000",NA,5874,"Folli, D.A.",2008,2,14,"Brazil","Es","LINHARES",NA,NA,NA,"RFL- 089/86 <ll>dwc_commonname:</ll> Arariba cascuda","BRA:CVRD:CVRD:0000010725","Simira walteri Silva Neto & Callado",NA,NA,NA,NA,NA
"5","2017-10-08T14:13:46.000+0000","JBRJ","RB","RB00877245","Simira walteri Silva Neto & Callado","Rubiaceae","Simira","walteri","Silva Neto & Callado","G.S. Siqueira","2014-05-22T00:00:00.000+0000",NA,5874,"D.A. Folli",2008,2,14,"Brazil","Espírito Santo","Linhares","Estrada Municipal do MME. Reserva Natural do Vale",NA,NA,"Porte arbóreo com 10 metros de altura, terrestre; fuste cilíndrico com 5 metros, casca áspera; botão verde, flor verde; seiva incolor. CAP do foute 41 centímetros. Copa com 3 metros de diâmetro","urn:catalog:JBRJ:RB:877245","Simira walteri Silva Neto & Callado",NA,NA,NA,NA,NA
"6","2017-10-14T11:07:53.000+0000","JBRJ","RB","RB00517277","Simira walteri Silva Neto & Callado","Rubiaceae","Simira","walteri","Silva Neto & Callado","S.J. Silva Neto","2002-02-23T00:00:00.000+0000","PARATYPE",1673,"S.J. Silva Neto; W. da Silva",2002,2,23,"Brazil","Rio de Janeiro","Nova Iguaçu","Trilha do deserto, interior de mata. Reserva Biológica do Tinguá.",NA,NA,"Árvore semi-siófila, ca. 12,0 m de altura; folhas breve discolores cartáceas; frutos imaturos verdes.","urn:catalog:JBRJ:RB:517277","Simira walteri Silva Neto & Callado",NA,NA,NA,NA,NA
"8",NA,"UEFS","HUEFS","173081","Simira walteri Silva Neto & Callado","Rubiaceae","Simira","walteri","Silva Neto & Callado",NA,NA,NA,1678,"Silva Neto, S.J.",2002,2,23,"Brazil","Rio de Janeiro",NA,"Reserva Biológica do Tinguá.",NA,NA,"Trilha do Deserto, Interior de Mata, no Barranco.","BRA:UEFS:HUEFS:0000173081","Simira walteri Silva Neto & Callado",NA,NA,NA,NA,NA
"17","2017-10-19T07:28:57.000+0000","JBRJ","RB","RB00673925","Simira walteri Silva Neto & Callado","Rubiaceae","Simira","walteri","Silva Neto & Callado","L.F. Margalho","2014-09-27T00:00:00.000+0000",NA,4799,"J.M.A. Braga; P. Schuback",1998,3,24,"Brazil","Rio de Janeiro","Guapimirim","Centro de primatologia da FEEMA, Estação Ecoplógica Estadual de Paraíso, proximidades da Casa de Visitantes.",NA,NA,"Árvore, ca. 12 m de altura. folhas membranáceas, estípulas caducas verde-acastanhadas. Frutos imaturos acinzentados.","urn:catalog:JBRJ:RB:673925","Simira walteri Silva Neto & Callado",NA,NA,NA,NA,NA
"18","2017-10-17T12:52:36.000+0000","JBRJ","RB","RB00517276","Simira walteri Silva Neto & Callado","Rubiaceae","Simira","walteri","Silva Neto & Callado","S.J. Silva Neto","1997-09-28T00:00:00.000+0000","HOLOTYPE",1127,"S.J. Silva Neto; W. da Silva, C. Callado",1997,9,28,"Brazil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, margem da estrada para Colomí, ca. 100 m antes da casa do registro d´água, no barranco. Reserva Biológica do Tinguá.",NA,NA,"Árvore ciófila, ca.10 m de altura; folhas jovens avermelhadas, folhas adultas verde, breve discolores; flores com cálice verde e corola verde-amarelada; flores passadas cor de palha seca.","urn:catalog:JBRJ:RB:517276","Simira walteri Silva Neto & Callado",NA,NA,NA,NA,NA
"22","2014-02-18T15:44:49.000+0000","K","Herbarium","K000978941","Simira walteri Silva Neto & Callado","Rubiaceae","Simira","walteri","Silva Neto & Callado","Silva Neto, S.J.","1997-09-28T00:00:00.000+0000","ISOTYPE",1127,"Silva Neto, S.J.; Silva, W.; Callado, C.",1997,9,28,"Brazil",NA,NA,"Tinguá Reserva Biológica do Tinguá. Rebio do Tinguá, margem da estrada para Colomi, cá. 100m antes da casa do registro a'agua, no barranco",NA,NA,NA,"http://specimens.kew.org/herbarium/K000978941","Simira walteri Silva Neto & Callado",NA,NA,NA,NA,NA
"23",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","139479","Simira walteri Silva Neto & Callado","Rubiaceae","Simira","walteri","Silva Neto & Callado","S. J. S. Neto",NA,"PARATYPE",1673,"S. J. S. Neto",NA,NA,NA,"Brazil","Rio de Janeiro","TINGUÁ","Reserva Biológica do Tinguá. Trilha do deserto.",NA,NA,"Ambiente: Mata. No interior da mata. Habito: Árvore, semi-ciófila, ca. 12m.","BRA:CEPLAC:CEPEC:0000139479","Simira walteri Silva Neto & Callado",NA,NA,NA,NA,NA
