"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"UESC","UESC","21752","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","J.G. Jardim","2012-01-01T00:00:00.000+0000",NA,"136","E.R. Andrade",2012,9,28,"Brazil","Bahia","Mascote",NA,-39.5025,-15.792222,"Arbusto, aprox. 2m de altura.; (Ms73)","BRA:UESC:UESC:0000021752",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"2",NA,"UESC","UESC","21734","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","J.G. Jardim","2012-01-01T00:00:00.000+0000",NA,"111","E.R. Andrade",2012,10,29,"Brazil","Bahia","Una",NA,-39.181667,-15.281667,"Arbusto.; (A²33)","BRA:UESC:UESC:0000021734",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"3",NA,"UESC","UESC","21656","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","J.G. Jardim","2012-01-01T00:00:00.000+0000",NA,"228","E.R. Andrade",2012,12,18,"Brazil","Bahia","Una",NA,-39.220556,-15.160278,"Arbusto, aprox. 1,4m de altura.; (CA341)","BRA:UESC:UESC:0000021656",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"4",NA,"UEFS","HUEFS","197125","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","J.Jardim","2014-09-01T00:00:00.000+0000",NA,"1803","Paixão, J.L.",2011,3,8,"Brazil","Bahia","Ibicaraí","RPPN Estância Manacá, Estrada à Norte de Ibicaraí sentido Coaraci, a 12 Km de Ibicaraí, Serra do Mato Grosso, proprietário Enoc dos Reis.",-39.628889,-14.8,"Montana. Corredor central da Mata Atlântica.","BRA:UEFS:HUEFS:0000197125",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"5",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","140088","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi",NA,NA,NA,NA,"Carvalho, G. M.",2010,5,NA,"Brazil","Bahia","Porto Seguro","RPPN Estação Veracel",-39.133333,-16.333333,"Floresta Ombrófila Densa","BRA:CEPLAC:CEPEC:0000140088",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"6",NA,"UEFS","HUEFS","95550","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi",NA,NA,NA,"4585","Jardim, J.G.",2005,4,23,"Brazil","Amazonas","Manaus","Reserva Adolfo Ducke/ INPA, Km 26 da rodovia Manaus/Itacoatiara. Trilha para a torre de observação.",NA,NA,"Floresta de terra firme.","BRA:UEFS:HUEFS:0000095550",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"7",NA,"UEFS","HUEFS","82793","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","J.Jardim","2008-06-01T00:00:00.000+0000",NA,"4212","Jardim, J.G.",2004,2,5,"Brazil","Bahia","Itacaré","Rod. BR 101/ Itacaré, vicinal para fazendas com entrada ca. 1 km da BR. Fazenda Monte Alegre (Prop. Domingos Badaró), ca. 8 km da entrada.",-39.25,-14.316667,"Floresta Higrófila a W da sede.","BRA:UEFS:HUEFS:0000082793",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"8",NA,"UEFS","HUEFS","171559","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","J.Jardim","2014-09-01T00:00:00.000+0000",NA,"3954","Amorim, A.M.",2004,4,18,"Brazil","Bahia","Uruçuca","Estrada de Serra Grande para Uruçuca. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da torre do celular.",-39.115,-14.499722,"Floresta ombrófila densa.","BRA:UEFS:HUEFS:0000171559",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"10",NA,"UEFS","HUEFS","68309","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","J.Jardim","2008-06-01T00:00:00.000+0000",NA,"4127","Jardim, J.G.",2003,1,12,"Brazil","Bahia","Itacaré","Rod. BR-101/Itacaré, vicinal para fazendas, entrada ca. 1km da BR-101. Fazenda Monte Alegre (Prop. Domingos Bandaró) ca. 9km da BR.",-39.25,-14.316667,"Floresta Ombrófila.","BRA:UEFS:HUEFS:0000068309",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"11",NA,"UEFS","HUEFS","73189","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","J.Jardim","2008-05-01T00:00:00.000+0000",NA,"4157","Jardim, J.G.",2003,7,19,"Brazil","Bahia","Itacaré","Rod. BR 101/ Itacaré, vicinal para fazendas, entrada 1km da BR 101. Fazenda Monte Alegre (prop. Domingos Badaró), ca. de 9km da BR.",-39.25,-14.316667,"Floresta Higrófila.","BRA:UEFS:HUEFS:0000073189",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"12",NA,"Universidade Federal da Bahia (UFBA)","ALCB","049777","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","Jardim, J","2014-10-01T00:00:00.000+0000",NA,"63","Pacheco, LM",2001,11,17,"Brazil","Bahia","Santa Cruz Cabrália","Extremo Sul, Estação Veracruz",-39.016667,-16.266667,"6,0 m. Folhas compostas, discolores, semicrassas, aromáticas. Estéril.; Estádio secundário de desenvolvimento.","BRA:UFBA:ALCB:0000049777",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"13",NA,"UEFS","HUEFS","84102","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","J.Jardim","2008-06-01T00:00:00.000+0000",NA,"625","Oliveira, P.P.",2000,12,14,"Brazil","Rio de Janeiro","Rio das Ostras","Reserva Biológoca União.",-41.933333,-22.516667,"Mata Atlântica, morro.","BRA:UEFS:HUEFS:0000084102",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"14",NA,"Universidade Federal da Bahia (UFBA)","ALCB","43727","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","Jardim, J","2014-10-01T00:00:00.000+0000",NA,"424","Paraguassú, LA; Guedes, ML; Lima, SS dos; Cabral, L; Oliveira, H; Rocha, M",1999,10,17,"Brazil","Bahia","Porto Seguro","Extremo Sul, Estação Veracruz.",-39.05,-16.433333,"ca de 6 m de altura, com circunferência a altura do peito de 18 cm. Material estéril. Ocasional. Presente na parcela 26.; Área de mata ciliar da nascente do rio dos Mangues, dom¡nio fitoecológico de Floresta Ombrófila Densa.","BRA:UFBA:ALCB:0000043727",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
"15",NA,"Reserva Natural Vale (CVRD)","CVRD","4783","Faramea atlantica J.G.Jardim & Zappi","Rubiaceae","Faramea","atlantica","J.G.Jardim & Zappi","Jomar G. Jardim","2008-02-29T00:00:00.000+0000",NA,"2159","Folli, D.A.",1994,1,11,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau cravo","BRA:CVRD:CVRD:0000004783",NA,"Faramea atlantica J.G.Jardim & Zappi",NA,NA,NA,NA
