"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","comments","bibliographicCitation","acceptedNameUsage"
"1","","","UEC","160432","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","Marchiori, N.M.","2011-05-01","","69","","Marchiori, N.M.; Toledo, W.; Munhoz, I.; Cano, G.B.; Santos, F.C.","2011","1","5","brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333","Material vegetativo. Cerca de 8 m de altura e 3 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"2","","","RB","RB01074650","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","Mario Gomes","","","1060","","Mario Gomes","2011","12","2","brazil","Rio de Janeiro","Magé","Vila Inhomirim, Serra da Estrella, Propriedade do Exército.","-43.123056","-22.572222","tronco e ramos marrom claros; estípulas verde claras; folhas jovens coriáceas, verde escuras; raque da inflorescência e botões florais verdes.","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"3","","","SPF","200375","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","Serafim, H","2009-01-01","","83","","Serafim, H","2009","2","14","brazil","São Paulo","Areias","","-44.738611","-22.651667","","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"4","","","RB","RB00521443","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","L.F. Margalho","2014-09-27","","1848","","C.N. Fraga; L. Kollmann, A.M. Amorim, R.C. Forzza, J.L. Paixão & P.H. Labiak","2008","2","15","brazil","Espírito Santo","Cariacica","Localidade de Alegre, trilha do Pau Oco. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas","-40.519444","-20.291389","Árvore, ca. 10m alt. Flores com sépalas verdes. Frutos avermelhados. Material prensado em álcool.","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"5","","","RB","RB00519059","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","R. Dias","2007-03-18","","2986","","A.A.M. de Barros; D. Salustiano","2007","3","17","brazil","Rio de Janeiro","Niterói","Parque Estadual da Serra da Tiririca, Morro do Cordovil, Vale das Borboletas, trilha da Jararaca. Indivíduo 20 do Transect TJ2. CAP 57,0 cm. Folhas membranáceas discolores verdes. Estéril. Município de Niterói, Engenho do Mato.","-43","-22.921944","","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"6","","","HUFU","49134","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","","","","s.n.","","Araújo, G.M.; Gusson, A.E.","2007","11","20","brazil","Minas Gerais","Araguari","Capim Branco II","-48.221909","-18.577501","Árvore, ca. 7 m. Botão floral.; Floresta decidua.","","centroide mpo (0)","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"7","","","UEC","147729","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","Jung-Mendaçolli, S.L.","2007-09-01","","534","","Campos, M.C.R.; Belinello, R.; Assis, M.A.; Guaraldo, A.","2006","5","8","brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)","","","indivíduo E0719, altura 18m","","centroide mpo (0)","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"8","","","VascularPlants","S09-8896","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","","","","534","","M. C. R. Campos, M. A. Assis, A. Guaraldo & R. Belinello","2006","5","8","brazil","","","Plants do Brasil. Ubatuba, Núcleo Picinguaba/PESM; Trilha da Casa da Farinha; parcela E, subparcela 56.","","","","","no coordinates, municipality or state provided","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"9","","","RB","RB00554772","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","L.F. Margalho","2014-09-27","","163","","Iganci; N. Marquete, R. Marquete & C. Valente","2006","8","1","brazil","Rio de Janeiro","Três Rios","BR 393, km 1571, Fazenda do Sossego.","-43.083889","-22.093889","Árvore de 25 m. Tronco com casca fissurada, marrom claro. Semi-heliófita. Frutos imaturos, verdes (amostra na carpoteca).","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"10","","","RB","RB00766269","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","A. A. M Barros","","","281","","N. Coqueiro etal.;","2006","10","6","brazil","Rio de Janeiro","Maricá","Parque Estadual da Serra da Tiririca, entre o engenho do Mato e Itaipuaçu; Parque Estadual da Serra da Tiririca; trinha da cummeeira.","-43","-22.933333","Árvore ca 5,0m de alt; ciofila, folhas membranáceas discolores verdes, botões florais verdes","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"11","","","NY","885783","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","J. M. A. Braga","2004-01-01","","7382","","J. M. A. Braga","2004","1","29","brazil","Rio de Janeiro","","Recreio dos Bandeirantes, Prainha, Ãrea de ProteÃ§Ã£o Ambiental da Prainha, proximidades do topo do Morro da Boa Vista","-43.2076685470805","-22.9069598238154","","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"12","","","RB","RB00526140","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","A. G. Christo","2008-01-25","","284","","A. G. Christo; A. Pintor, A. T. Oliveira","2003","4","9","brazil","Rio de Janeiro","Silva Jardim","Comunidade Gleba Aldeia Velha.","-42.275","-22.505556","árvore, ca. de 8 m de altura, coletada na borda da mata.","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"13","","","FCAB","6460","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","Solórzano, A.; Oliveira, R.R.","2002-10-01","","2472","","R.R. Oliveira; Solórzano, A.","2002","6","14","brazil","Rio de Janeiro","Rio de Janeiro","Maciço da Pedra Branca, Floresta do Camorim., Serra do Macaco, bacia do Rio Caçambe.","-43.45231","-22.924471","Em floresta secundária localizada no fundo de vale. Indivíduo com DAP de 5cm, altura de 3m. Frequente no sub-bosque.","","centroide mpo (0)","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"14","","","RB","RB00584269","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","S.J.S. Neto","2001-11-20","","385","","G.R. de Souza","2001","11","2","brazil","Rio de Janeiro","Volta Redonda","Floresta da Cicuta, Vale do Paraíba do Sul. Na trilha da cachoeira.","-44.083333","-22.550556","Árvore até 13m alt. DAP 10,5 cm. Inflorescência do tipo cacho de cor branca, não foi coletado frutos.","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"15","","","RB","RB00673465","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","L.F. Margalho","2014-09-27","","5814","","J.M.A. Braga","2000","1","31","brazil","Rio de Janeiro","Rio de Janeiro","Estado do Rio de Janeiro, fragmento de mata na subida da Serra das Araras.","-43.45231","-22.924471","Árvore, ca. 6 m de altura. Folhas membranáceas. Flores passadas e esverdeadas.","","centroide mpo","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"16","","","RB","RB00948131","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","S.J.Silva Neto","2004-01-01","","4992","","C.Farney; J.C.Gomes, L.V. Melo & M.O.Souza","2000","8","25","brazil","Rio de Janeiro","São Pedro da Aldeia","Serra de Sapiatiba, Floresta Estacional Semidecídua, Vertente Sul, entre 220 e 250 msm  .","-42.124821","-22.788203","Arvoreta; 5 m de altura, DAP 5 cm; folhas discolores, verdes, face inferior verde clara; Indivíduo SAP 4 - 05. (Material testemunho: Sá,C.F.C. 2006. Estrutura, Diversidade e Conservação de Angiospermas no Centro de Diversidade de Cabo Frio, Estado do Rio de Janeiro. Tese de Doutorado. UFRJ/PPGE. 250 p.)","","centroide mpo","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"17","","","RB","RB00744519","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","","","","1230","","S. J. Silva Neto; et al.","1998","11","18","brazil","Rio de Janeiro","Duque de Caxias","Trilha paralela a cerca que vai em direção ao ponto P$R. Reserva da Petrobras","-43.233333","-22.516667","Árvore ciófila, ca. 12m. de altura; folhas concolores cartáceas; botões verde-claros; flores com cálice verde e corola verde-amarelada; frutos passados com valvas cor de palha seca.","","original coordinates","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"18","","","Herbarium","K001139429","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","","","","1046","","Pedroni, F.","1997","2","4","brazil","","Ubatuba","Picinguaba.","","","","","centroide mpo (no state)","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"19","","","RB","RB00779695","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","J.M.A. Braga","","","4216","","J.M.A. Braga; M.G. Bovini; J.A. Lira Neto","1997","7","12","brazil","Rio de Janeiro","Mangaratiba","Reserva Ecológica de Rio das Pedras, trilha para a Lagoa Seca.","-44.038288","-22.931215","Planta jovem, ca. 3m de altura. ciófila. Folhas membranáceas com estípulas castanhas. Estéril","","centroide mpo","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"20","","","RB","RB00364023","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","","","","1025","","S.J. Silva Neto; C. Callado & Walter da Silva","1997","11","22","brazil","Rio de Janeiro","Nova Iguaçu","Estrada para a represa de Colomí, lado direito. Reserva Biológica do Tinguá","-43.503733","-22.689201","Árvore ciófila, cerca de 15 metros de altura; folhas jovens discolores e membranáceas; inflorescência com raque verde; botões verdes. Frequente.","","centroide mpo","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
"21","","","RB","RB00364034","Simira viridiflora (Allemão & Saldanha) Steyerm.","","Rubiaceae","Simira","viridiflora","","(Allemão & Saldanha) Steyerm.","","","","1026","","S. J. Silva Neto; C. Callado & Walter da Silva","1997","11","22","brazil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, estrada para a represa de Colomí, lado direito. Reserva Biológica do Tinguá","-43.503733","-22.689201","Árvore ciófila, ca. de 12 m de altura; folhas breve discolores cartáceas; botões verdes. Frequente.","","centroide mpo","GBIF","Simira viridiflora (Allemão & Saldanha) Steyerm."
