"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","comments"
"78","2017-10-10T20:37:57.000+0000","JBRJ","RB","RB00345219","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,"223",NA,"Roberto Orlandi",1980,8,25,"Brazil","Bahia","Jacobina",NA,-40.463333,-11.271944,"Árvore com ca. de 8m de altura; no fim da floração e em frutificação intensa. Rara.","urn:catalog:JBRJ:RB:345219",NA,"Molopanthera paniculata var. paniculata",NA,NA
"79","2017-10-10T21:31:50.000+0000","JBRJ","RB","RB00345211","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,"1126",NA,"C. Toledo Rizzini; A. Mattos",1979,4,4,"Brazil","Minas Gerais","Itaobim",NA,NA,NA,"Árvore ca. 6,0 x 0,2 diâm., com flores amrelas esverdeadas, madeira de cor amarelada e relativamente dura.","urn:catalog:JBRJ:RB:345211",NA,"Molopanthera paniculata var. paniculata",NA,NA
"80","2017-10-10T17:33:22.000+0000","JBRJ","RB","RB00345177","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,"21",NA,"Pedro Vaillant",1978,6,21,"Brazil","Bahia","Barra da Estiva",NA,-41.118889,-13.643333,"Altura 8 m, diam. do fuste 20 cm, diâm. copa 4 m, árvore de caule marrom acinzentado, folhas verdes, botão amarelo, cálice verde, corola amarelo claro. Fruto jovem. Freqüência mediana.","urn:catalog:JBRJ:RB:345177",NA,"Molopanthera paniculata var. paniculata",NA,NA
"81",NA,"NY","NY","397912","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete","1999-01-01T00:00:00.000+0000",NA,"17",NA,"D. A. Folli",1978,6,28,"Brazil","EspÃ­rito Santo",NA,"Reserva Natural Vale. Estrada Mac. Pele de Sapo.",0,0,NA,"5c5ce0b4-a7b9-4b9f-97dc-53ceff48e477",NA,"Molopanthera paniculata var. paniculata",NA,NA
"82",NA,"Reserva Natural Vale (CVRD)","CVRD","17","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1999-03-18T00:00:00.000+0000",NA,"17",NA,"Folli, D.A.",1978,6,28,"Brazil","Es","LINHARES","Talhão 605, em frente a Matriz Ipê amarelo 004/78, próxima a uma Imbira quiabo e Crubixá.",NA,NA,"<ll>dwc_commonname:</ll> Arariba do rego","BRA:CVRD:CVRD:0000000017",NA,"Molopanthera paniculata var. paniculata",NA,NA
"84","2002-04-03T15:19:28.000+0000","K","Herbarium","K000015159","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","D.Zappi",NA,NA,"10328",NA,"Mori, S.A.; dos Santos, T.S.; White, I.",1978,7,27,"Brazil",NA,"Santa Cruz Cabrália","Estação Ecológica do Pau-Brasil e arredores, ca. de 16 km a W de Porto Seguro.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000015159",NA,"Molopanthera paniculata Turcz.",NA,NA
"85","2017-11-19T09:14:45.000+0000","JBRJ","RB","RB00345143","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","B. Boom","1981-01-01T00:00:00.000+0000",NA,"10328",NA,"S. Mori; T.S. dos Santos & I. White",1978,7,27,"Brazil","Bahia","Santa Cruz de Cabrália","Estação  Ecológica  do  pau-brasil  e  arredores,  cerca  de  16Km  a  W  de  Porto  Seguro.  . Estação Ecológica do Pau-Brasil",NA,NA,"Árvore 30m x 80cm. Velas bem desenvolvidas. Casca parda fissurada longitudinalmente; casca externa com 10mm de espessura e a interna também, com 10mm de espessura e com estraias amarelas  num fundo branco. Cerne retsringido ao centro (10cm de diâmetro). Alburno amarelo-claro. Flores brancas.","urn:catalog:JBRJ:RB:345143",NA,"Molopanthera paniculata Turcz.",NA,NA
"87","2002-04-03T15:20:06.000+0000","K","Herbarium","K000015158","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","D.Zappi",NA,NA,"10328A",NA,"Mori, S.A.; dos Santos, T.S.; White, I.",1978,7,27,"Brazil",NA,"Santa Cruz Cabrália","Estação Ecológica do Pau-Brasil e arredores, ca. de 16 km a W de Porto Seguro.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000015158",NA,"Molopanthera paniculata Turcz.",NA,NA
"88",NA,"Instituto de Botânica, IBT","SP","216088","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Jung Mendaçolli, SL","1986-08-15T00:00:00.000+0000",NA,"678",NA,"Spada, J",1978,12,27,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD, Est. Roxinho, ant. 163, km 0,850, lado direito, B-1-25A-II.S-13.",0,0,NA,"BRA:IBt:SP:0000216088",NA,"Molopanthera paniculata Turcz.",NA,NA
"89",NA,"NY","NY","397908","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete","1999-01-01T00:00:00.000+0000",NA,"29373",NA,"J. Spada",1973,7,16,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal de Linhares. Estrada Mac. Pele de Sapo. Km: 4,15. PrÃ³xima a um OlÃ©o de copaiba e Bomba d'agua",-40.071853011446,-19.3949002236543,NA,"8f62b56b-a6fb-41db-a853-667795e78771",NA,"Molopanthera paniculata var. paniculata",NA,NA
"90","2014-07-22T13:46:33.000+0000","JBRJ","RB","RB00345213","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,"289",NA,"J. Spda",1973,7,10,"Brazil","Espírito Santo","Linhares","Resrva Florestal.",NA,NA,"Árvore com ca. 20m de altura com fuste de ca. 16m de altura. Flor amrela e botão floral verde-cana.","urn:catalog:JBRJ:RB:345213",NA,"Molopanthera paniculata var. paniculata",NA,NA
"91","2014-07-22T13:46:34.000+0000","JBRJ","RB","RB00345232","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,"293",NA,"J. Spda",1973,7,16,"Brazil","Espírito Santo","Linhares","Est. Esp. Santo Resrva Florstal Linhares CVRD. Próximo a estrada 161 talhão 604.",NA,NA,"árvore com ca. 30m de altura com fuste de ca. 24m de altura. Com flor marela botão floral verde cana.","urn:catalog:JBRJ:RB:345232",NA,"Molopanthera paniculata var. paniculata",NA,NA
"92",NA,"Reserva Natural Vale (CVRD)","CVRD","287","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1999-03-18T00:00:00.000+0000",NA,"293",NA,"Spada, J.",1973,7,16,"Brazil","Es","LINHARES","Próxima a um Oléo de copaiba e Bomba d'água",NA,NA,"<ll>dwc_commonname:</ll> Arariba do rego","BRA:CVRD:CVRD:0000000287",NA,"Molopanthera paniculata var. paniculata",NA,NA
"93",NA,"NY","NY","397911","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete","1999-01-01T00:00:00.000+0000",NA,"75",NA,"A. M. Lino",1972,5,29,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal de Linhares. Estrada 143 - A6. Km: 2,29. PrÃ³xima a uma Jueirana branca junto ao CÃ³rrego",-40.071853011446,-19.3949002236543,NA,"7d202ff3-5f66-4f11-8900-b7a910044d68",NA,"Molopanthera paniculata var. paniculata",NA,NA
"94",NA,"Reserva Natural Vale (CVRD)","CVRD","256","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1999-03-18T00:00:00.000+0000",NA,"75",NA,"Lino, A.M",1972,5,29,"Brazil","Es","LINHARES","Próxima a uma Jueirana branca junto ao Córrego",NA,NA,"<ll>dwc_commonname:</ll> Arariba do rego","BRA:CVRD:CVRD:0000000256",NA,"Molopanthera paniculata var. paniculata",NA,NA
"95","2014-07-22T13:46:17.000+0000","JBRJ","RB","RB00345191","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,"75",NA,"A. M. Line",1972,5,29,"Brazil","Espírito Santo","Espírito Santo","Reserva Florestal de Linhares - C.V.R.D. - Próximo a Estrada 143 A6 Talhão 602. Reserva Florestal de Linhares",NA,NA,"Árvore com ca. 20 m de altura, com fuste ca. 14 m de altura, com botão floral cor amarela.","urn:catalog:JBRJ:RB:345191",NA,"Molopanthera paniculata var. paniculata",NA,NA
"96","2015-04-11T12:30:56.000+0000","S","VascularPlants","S-PL-22797","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"75",75,"Loino",1972,5,29,"Brazil",NA,NA,"Brazil: Est do Espirito Santo",NA,NA,"Voucher in Herb: US 3073356","S:VascularPlants:S-PL-22797",NA,"Molopanthera paniculata Turcz.",NA,NA
"97",NA,"Reserva Natural Vale (CVRD)","CVRD","230","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Ariane Luma Peixoto","1979-01-09T00:00:00.000+0000",NA,"31",NA,"Spada, J.",1972,6,2,"Brazil","Es","LINHARES",NA,NA,NA,"Próximo a quadra I, Eucalyptus, próxima ao Córrego <ll>dwc_commonname:</ll> Arariba do rego","BRA:CVRD:CVRD:0000000230",NA,"Molopanthera paniculata var. paniculata",NA,NA
"98",NA,"NY","NY","397910","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete","1999-01-01T00:00:00.000+0000",NA,"3172",NA,"J. Spada",1972,7,2,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal de Linhares. Km: 0. PrÃ³xima a quadra I- Eucalyptus, prÃ³xima ao CÃ³rrego",-40.071853011446,-19.3949002236543,NA,"17d88371-b95b-449c-bede-91b92b8309cb",NA,"Molopanthera paniculata var. paniculata",NA,NA
"99","2014-07-22T13:46:34.000+0000","JBRJ","RB","RB00345224","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"31",NA,"J. Spda",1972,7,2,"Brazil","Espírito Santo","Linhares","Rerva florestal da CVRD, quadra 01, talhão 615, lado esquerdo.",NA,NA,"Árvore ca. 18m de altura com fuste de ca. 16cm, com flor creme e botão verde. Fuste cilindrico e casca sulcada.","urn:catalog:JBRJ:RB:345224",NA,"Molopanthera paniculata Turcz.",NA,NA
"100","2014-07-22T13:46:17.000+0000","JBRJ","RB","RB00345184","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,"23498",NA,"M. T. Monteiro",1971,7,24,"Brazil","Bahia","Itamaraju","Fazenda Boa Vista.",NA,NA,"Flores esverdeadas com pouco perfume.","urn:catalog:JBRJ:RB:345184",NA,"Molopanthera paniculata var. paniculata",NA,NA
"101",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","5922","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete",NA,NA,"920",NA,"T. S. dos Santos",1970,7,8,"Brazil","Bahia","ITAMARAJÚ","Eunapolis, Itabela, Itamaraju e Prado.",NA,NA,"Ambiente: Mata higrofila. Solo bem drenado. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000005922",NA,"Molopanthera paniculata var. paniculata",NA,NA
"103",NA,"US","Botany","2821367","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata",NA,NA,NA,"3677",NA,"R. P. Belém",1968,5,27,"Brazil","Bahia",NA,"Regiao Bahia - Espirito Santo. Bahia, Encruzilhada, saida para Itambe.",NA,NA,NA,"http://n2t.net/ark:/65665/3f10b2fc9-e1b5-480e-89c3-cd208cceff93",NA,"Molopanthera paniculata var. paniculata",NA,NA
"105","2014-07-22T13:46:17.000+0000","JBRJ","RB","RB00345190","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","D. Sucre",NA,NA,"4842",NA,"A.P. Duarte",1959,5,16,"Brazil","Rio de Janeiro","Rio de Janeiro","Lagoinha, Silvestre.",NA,NA,"Pequena árvore de 5-6m. flores alvacentas.","urn:catalog:JBRJ:RB:345190",NA,"Molopanthera paniculata Turcz.",NA,NA
"106",NA,"Instituto de Botânica, IBT","SP","43978","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.","Standley, PC",NA,NA,"5066",NA,"Williams, LO",1945,2,NA,"Brazil","Minas Gerais","Belo Horizonte","Bento Pires, (Eng. Nogueira)",0,0,NA,"BRA:IBt:SP:0000043978",NA,"Molopanthera panniculata var. burchellii K.Schum.",NA,NA
"108","2015-07-06T00:00:00.000+0000","K","Herbarium","K001049902","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"6861",NA,"Williams, L.O.",1945,5,12,"Brazil",NA,"Serro","3km. from Sêrro.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001049902",NA,"Molopanthera paniculata Turcz.",NA,NA
"109","2014-07-22T13:46:32.000+0000","JBRJ","RB","RB00345200","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,"6861",NA,"Louis O. Williams; V. Assis",1945,5,12,"Brazil","Minas Gerais","Serro","In pasture, 3 km from Serro.",NA,NA,"Tree 8-10 m. Flower white.","urn:catalog:JBRJ:RB:345200",NA,"Molopanthera paniculata var. paniculata",NA,NA
"111","2009-06-29T10:56:00.000+0000","MO","MO","3153878","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Standley",NA,NA,"Williams 6861",NA,"Louis O. Williams|Vicente Assis",1945,5,12,"Brazil","Minas Gerais",NA,"In pasture, 3km from Sêrro, Municipio of Sêrro",NA,NA,NA,"urn:catalog:MO:Tropicos:3153878","http://www.tropicos.org/Specimen/3153878","Molopanthera paniculata Turcz.",NA,NA
"114",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","73362","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.",NA,"1943-01-01T00:00:00.000+0000",NA,"1216",NA,"Oliveira, JE",1943,1,28,"Brazil","Minas Gerais","Belo Horizonte","Serra do Taquaril",0,0,NA,"BRA:UFMG:BHCB:0000073362",NA,"Molopanthera panniculata var. burchellii K.Schum.",NA,NA
"116","2014-07-22T13:46:15.000+0000","JBRJ","RB","RB00345160","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,"82",NA,"J. G. Kuhlmann",1935,4,21,"Brazil","Minas Gerais","Minas Gerais","Entre Araponga e Caman, distrito de Viçosa.",NA,NA,"Árvore pequena, nova; fl. branca.","urn:catalog:JBRJ:RB:345160",NA,"Molopanthera paniculata Turcz.",NA,NA
"117",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","73364","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,"1935-01-01T00:00:00.000+0000",NA,"1789",NA,"Barreto, HLM",1935,7,29,"Brazil","Minas Gerais","Tombos","Fazenda da Cachoeira",0,0,NA,"BRA:UFMG:BHCB:0000073364",NA,"Molopanthera paniculata Turcz.",NA,NA
"118",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","73363","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,"1934-01-01T00:00:00.000+0000",NA,"8305",NA,"Barreto, HLM",1934,5,3,"Brazil","Minas Gerais","Santa Luzia","Lagoa Santa",0,0,NA,"BRA:UFMG:BHCB:0000073363",NA,"Molopanthera paniculata Turcz.",NA,NA
"119","2016-02-05T15:54:13.000+0000","JBRJ","RB","RB00345129","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","MARIO GOMES","2015-08-17T00:00:00.000+0000",NA,"435",NA,"J.G. Kuhlmann",1930,10,1,"Brazil","Espírito Santo","Linhares","Rio Doce. Córrego do Durão.",NA,NA,"Árvore de 15-20mt. Florestal grande.","urn:catalog:JBRJ:RB:345129",NA,"Molopanthera paniculata Turcz.",NA,NA
"120","2014-07-22T13:46:16.000+0000","JBRJ","RB","RB00345168","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,NA,NA,"A. Ducke",1929,3,23,"Brazil","Minas Gerais","Belo Horizonte","Serra do Aure, mata de um grotio.",NA,NA,"Árvore pequena com ramos compridos, fl. branca.","urn:catalog:JBRJ:RB:345168",NA,"Molopanthera paniculata Turcz.",NA,NA
"121","2014-07-22T13:46:36.000+0000","JBRJ","RB","RB00345206","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,NA,NA,"Pessoal do H. Florestal",1927,6,9,"Brazil","Rio de Janeiro","Rio de Janeiro","Matas do horto florestal.",NA,NA,"Árvore com 3mt de altura, fl. alva com centro verde e odorifera.","urn:catalog:JBRJ:RB:345206",NA,"Molopanthera paniculata Turcz.",NA,NA
"122","2017-10-11T04:44:47.000+0000","JBRJ","RB","RB00345198","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Piero Delprete","1996-01-01T00:00:00.000+0000",NA,NA,NA,"J.G. Kuhlmann",1914,6,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Morro do São João, Botafogo.",NA,NA,"Árvore de 10mt. de altura, fl. alvas.","urn:catalog:JBRJ:RB:345198",NA,"Molopanthera paniculata Turcz.",NA,NA
"123",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","1613","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"8100",NA,"Schwacke, CAW",1904,NA,NA,"Brazil","Minas Gerais",NA,"Taquaril.",0,0,NA,"BRA:UFMG:BHCB:0000001613",NA,"Molopanthera paniculata Turcz.",NA,NA
"124",NA,"MN","R","9934","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"19438",NA,"Glaziou, A.F.M.",1892,5,3,"Brazil","Minas Gerais",NA,NA,NA,NA,"Plantas do Brasil Central","BRA:MN:R:0000009934",NA,"Molopanthera paniculata Turcz.",NA,NA
"125","2009-07-27T09:32:00.000+0000","MO","MO","3155954","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"Glaziou 14892",NA,"Auguste F.M. Glaziou",1861,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"urn:catalog:MO:Tropicos:3155954","http://www.tropicos.org/Specimen/3155954","Molopanthera paniculata Turcz.",NA,NA
"126",NA,"UEFS","HUEFS","42141","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"2557",NA,"Blanchet",1839,NA,NA,"Brazil","Bahia","Jacobina","Serra de Jacobina",NA,NA,NA,"BRA:UEFS:HUEFS:0000042141",NA,"Molopanthera paniculata Turcz.",NA,NA
"127",NA,"UEFS","HUEFS","42132","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"2557A",NA,"Blanchet",1839,NA,NA,"Brazil","Bahia","Jacobina","Serra de Jacobina",NA,NA,NA,"BRA:UEFS:HUEFS:0000042132",NA,"Molopanthera paniculata Turcz.",NA,NA
"128",NA,"UEFS","HUEFS","42133","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"2557B",NA,"Blanchet",1839,NA,NA,"Brazil","Bahia","Jacobina","Serra de Jacobina",NA,NA,NA,"BRA:UEFS:HUEFS:0000042133",NA,"Molopanthera paniculata Turcz.",NA,NA
"129",NA,"NHMUK","BOT","BM000624660","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,"ISOLECTOTYPE","2557",2557,"Jacques Samuel Blanchet",1836,NA,NA,"Brazil",NA,NA,NA,-53.08982,-10.773109,NA,"b332c3fe-4898-477c-858d-d0cd3a07bbdf",NA,"Molopanthera paniculata Turcz.",NA,NA
"131","2013-06-10T05:30:00.000+0000","MO","MO","2412590","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,"SYNTYPE","Blanchet 3282",NA,"Jacques S. Blanchet",1828,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,"urn:catalog:MO:Tropicos:2412590","http://www.tropicos.org/Specimen/2412590","Molopanthera paniculata Turcz.",NA,NA
"132",NA,"W","Herbarium W","0072398","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,NA,NA,"REFLORA provisional entry",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Molopanthera paniculata Turcz.",NA,NA
"133","2015-07-06T00:00:00.000+0000","K","Herbarium","K001049898","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata",NA,NA,NA,"14892",NA,"Glaziou, A.",NA,NA,NA,"Brazil",NA,NA,"Environs de Rio de Janeiro et D´Ouro Preto.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001049898",NA,"Molopanthera paniculata var. paniculata",NA,NA
"137",NA,"F","Botany","V0069787F","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,"ISOSYNTYPE","3282",NA,"J. S. Blanchet",NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"ef05a95a-2f8e-4bf1-b2d1-6f2da4da99ff",NA,"Molopanthera paniculata Turcz.",NA,NA
"138",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","29852","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete",NA,NA,"223",NA,"R. P. Orlandi",NA,NA,NA,"Brazil","Bahia","jacobina","Sem informação.",NA,NA,"Ambiente: Vegetação secundária. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000029852",NA,"Molopanthera paniculata var. paniculata",NA,NA
"140",NA,"MBM","MBM","172250","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Jung-Mendaçolli, SL",NA,NA,"178",NA,"Andrade, PM; et al.",NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:MBM:MBM:0000172250",NA,"Molopanthera paniculata Turcz.",NA,NA
"142",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","45182","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete",NA,NA,"2842",NA,"L. A. M. Silva",NA,NA,NA,"Brazil","Bahia","ANDARAÍ","Ramal c/ entr. Km 10 Rod. Andarai/Lençóis (BA-142), a esq., p/ Faz. Lagoa Encantada. Coletas Km 2 a 5 do ramal",NA,NA,"Ambiente: Mata de cipó. Solo silico-argiloso. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000045182",NA,"Molopanthera paniculata var. paniculata",NA,NA
"147",NA,"MBM","MBM","216612","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Delprete, PG",NA,NA,"711",NA,"Jardim, JG; et al.",NA,NA,NA,"Brazil","Bahia","Jacobina","Distrito de Itaitu",0,0,NA,"BRA:MBM:MBM:0000216612",NA,"Molopanthera paniculata Turcz.",NA,NA
"148",NA,"UEFS","HUEFS","42127","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"3282",NA,"Blanchet",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000042127",NA,"Molopanthera paniculata Turcz.",NA,NA
"149","2017-10-12T15:56:26.000+0000","JBRJ","RB","RB01286808","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"21",NA,"Vaillant,P.",NA,NA,NA,"Brazil","Bahia","Bahia",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:1286808",NA,"Molopanthera paniculata Turcz.",NA,NA
"152",NA,"USP","SPFW","5068","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Serviço Florestal",NA,NA,NA,NA,"Sem coletor",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia","BRA:USP:SPFW:0000005068",NA,"Molopanthera paniculata Turcz.",NA,NA
"153",NA,"NY","NY","30171","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,"SYNTYPE","2557",NA,"J. S. Blanchet",NA,NA,NA,"Brazil","Bahia",NA,"Serra do Jacobina, Brasil trop. Prov. Bahia",0,0,"1839 date on specimen is not collection date but probably date Meisner recieved the specimen.","e5febc73-8f49-4cce-8834-18ae313b687a",NA,"Molopanthera paniculata Turcz.",NA,NA
"158",NA,"UEFS","HUEFS","42129","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"3282A",NA,"Blanchet",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,"BRA:UEFS:HUEFS:0000042129",NA,"Molopanthera paniculata Turcz.",NA,NA
"161",NA,"Instituto de Botânica, IBT","SP","79987","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Kinoshita, LS","1982-01-01T00:00:00.000+0000",NA,"5280",NA,"Heringer, EP",NA,NA,NA,"Brazil","Minas Gerais",NA,"Serra do Cipó",0,0,NA,"BRA:IBt:SP:0000079987",NA,"Molopanthera paniculata Turcz.",NA,NA
"167",NA,"US","Botany","USw31557","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"RBW 1682",NA,"M. Barreto",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/38b9c883d-e529-4f41-a1f6-8174270d03c7",NA,"Molopanthera paniculata Turcz.",NA,NA
