"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1","2018-03-23T10:18:29.000+0000","JBRJ","RB","RB01377933","Cinnamodendron dinisii Schwacke","cf.","Canellaceae","Cinnamodendron","dinisii","Schwacke","Gonzaga & Lírio","2018-03-22T00:00:00.000+0000",NA,NA,NA,"L.G. da Silva",2017,7,20,"Brazil","Rio de Janeiro","Rio de Janeiro","Grumari APA de Grumari",NA,NA,"Frutos maduros.","urn:catalog:JBRJ:RB:1377933",NA,"Cinnamodendron dinisii Schwacke",NA,NA
"2",NA,"Universidade Federal do Paraná, UFPR","EFC","16045","Cinnamodendron dinisii Schwacke",NA,"Canellaceae","Cinnamodendron","dinisii","Schwacke","Dall Agnol, R.T.","2017-11-10T00:00:00.000+0000",NA,NA,NA,"Dall Agnol, R.T.",2017,10,22,"Brazil","Paraná","Curitiba","Av. Des. José Carlos Ribeiro Ribas, nº 303 Bairro: Pilarzinho",-49.2821,-25.3836,"Árvore, 7m, frutos imaturos verdes. Floresta Ombrófila Mista Montana","BRA:UFPR:EFC:0000016045",NA,"Cinnamodendron dinisii Schwacke",NA,NA
"3",NA,"Universidade Regional de Blumenau, FURB","FURB","45574","Cinnamodendron dinisii Schwacke",NA,"Canellaceae","Cinnamodendron","dinisii","Schwacke","Oliveira, AA de","2015-01-24T00:00:00.000+0000",NA,"1014",NA,"Oliveira, A.A. de",2015,1,24,"Brazil","Santa Catarina","Capão Alto","km 14.",-50.399722,-27.900278,"Fito IFFSC 208 /S/63","BRA:FURB:FURB:0000045574",NA,"Cinnamodendron dinisii Schwacke",NA,NA
"4",NA,"UDESC","LUSC","6349","Cinnamodendron dinisii Schwacke",NA,"Canellaceae","Cinnamodendron","dinisii","Schwacke","Higuchi, P.","2013-10-25T00:00:00.000+0000",NA,"6",NA,NA,2015,2,23,"Brazil","Santa Catarina","Capão Alto","Próximo a Divisa do Estado de SC e RS (Rio Pelotas).",NA,NA,NA,"BRA:UDESC:LUSC:0000006349",NA,"Cinnamodendron dinisii Schwacke",NA,NA
"5",NA,"Universidade Regional de Blumenau, FURB","FURB","46084","Cinnamodendron dinisii Schwacke",NA,"Canellaceae","Cinnamodendron","dinisii","Schwacke","Oliveira, AA de","2015-02-28T00:00:00.000+0000",NA,"1188",NA,"Oliveira, A.A. de",2015,2,28,"Brazil","Santa Catarina","Passos Maia","Baia.",-52.016944,-26.82,"Regeneração IFFSC 717 /S/21","BRA:FURB:FURB:0000046084",NA,"Cinnamodendron dinisii Schwacke",NA,NA
"6",NA,"UNESC","CRI","10364","Cinnamodendron dinisii Schwacke",NA,"Canellaceae","Cinnamodendron","dinisii","Schwacke","Uller, HF","2014-01-01T00:00:00.000+0000",NA,"280",NA,"Uller, HF",2014,1,1,"Brazil","Santa Catarina","Guaramirim","Morro da Antena.",-49.043889,-26.535,"Doação Herbário FURB (46857)","BRA:UNESC:CRI:0000010364",NA,"Cinnamodendron dinisii Schwacke",NA,NA
"8",NA,"Universidade Estadual do Centro-Oeste (UNICENTRO)","HUCO","7234","Cinnamodendron dinisii Schwacke",NA,"Canellaceae","Cinnamodendron","dinisii","Schwacke",NA,"2014-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Filho, E L P",2014,7,18,"Brazil","Paraná","Irati",NA,0,0,"Projeto serrapilhiera - Parcela 7, Arvore 4; Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo","BRA:UNICENTRO:HUCO:0000007234",NA,"Cinnamodendron dinisii Schwacke",NA,NA
"11",NA,"Universidade Estadual do Centro-Oeste (UNICENTRO)","HUCO","6082","Cinnamodendron dinisii Schwacke",NA,"Canellaceae","Cinnamodendron","dinisii","Schwacke","Benvenutti, L.","2014-01-01T00:00:00.000+0000",NA,"1264",NA,"Benvenutti, L.",2014,8,30,"Brazil","Paraná","Irati",NA,0,0,"IC Emilio Gomes, Parcela 34, número 1264; Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo","BRA:UNICENTRO:HUCO:0000006082",NA,"Cinnamodendron dinisii Schwacke",NA,NA
"20",NA,"Universidade Estadual do Centro-Oeste (UNICENTRO)","HUCO","6151","Cinnamodendron dinisii Schwacke",NA,"Canellaceae","Cinnamodendron","dinisii","Schwacke","Benvenutti. L","2014-01-01T00:00:00.000+0000",NA,"1329",NA,"Benvenutti, L.",2014,9,3,"Brazil","Paraná","Irati","IC Emilio Gomes, Parcela 36/ Número 1329",0,0,"Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo","BRA:UNICENTRO:HUCO:0000006151",NA,"Cinnamodendron dinisii Schwacke",NA,NA
"21",NA,"Universidade Estadual do Centro-Oeste (UNICENTRO)","HUCO","6145","Cinnamodendron dinisii Schwacke",NA,"Canellaceae","Cinnamodendron","dinisii","Schwacke","Benvenutti. L","2014-01-01T00:00:00.000+0000",NA,"1283",NA,"Benvenutti, L.",2014,9,3,"Brazil","Paraná","Irati","IC Emilio Gomes, Parcela 36/ Número 1283",0,0,"Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo","BRA:UNICENTRO:HUCO:0000006145",NA,"Cinnamodendron dinisii Schwacke",NA,NA
"23",NA,"MBM","MBM","407959","Cinnamodendron dinisii Schwacke",NA,"Canellaceae","Cinnamodendron","dinisii","Schwacke","Gonzatti, F","2014-10-30T00:00:00.000+0000",NA,"1311",NA,"Gonzatti, F",2014,10,18,"Brazil","Rio Grande do Sul","Muitos Capões",NA,-51.315556,-28.3475,"Arbórea.; No interior de capão de araucária.","BRA:MBM:MBM:0000407959",NA,"Cinnamodendron dinisii Schwacke",NA,NA
