"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"UEFS","HUEFS","225790","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini",NA,NA,NA,"16383",NA,"Queiroz, L.P.de",2016,11,30,"Brazil","Bahia","Umburanas","Ca. 36,3 Km N de Umburanas na entrada para Minas do Mimoso.",-41.346111,-10.474444,"Mata ciliar.","BRA:UEFS:HUEFS:0000225790",NA,"Apterokarpos gardneri (Engl.) Rizzini"
"2",NA,"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","HTSA","6134","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini",NA,NA,NA,"489",NA,"Martins.C.T.V.D",2015,2,7,"Brazil","Bahia","Juazeiro","Serra do Mulato",0,0,"Árvore. Frutos imaturos verdes.","BRA:CPATSA:HTSA:0000006134",NA,"Apterokarpos gardneri (Engl.) Rizzini"
"3",NA,"Universidade Federal da Bahia (UFBA)","ALCB","122272","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini","Guedes, ML","2015-12-01T00:00:00.000+0000",NA,"21",NA,"Pinto, FCL; Silveira, ER",2015,4,12,"Brazil","Piauí","Santa Tereza",NA,-41.185,-4.491667,"Folhas compostas com folíolos vilosos, discolores. Inflorescência com flores em botões.","BRA:UFBA:ALCB:0000122272",NA,"Apterokarpos gardneri (Engl.) Rizzini"
"4",NA,"UFV","VIC","44042","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini",NA,NA,NA,"1642",NA,"Carrión, J.F.; Mota, N. .M.",2014,8,2,"Brazil","Bahia","Remanso","Próximo à rodovia BR 235",0,0,"Árvore com aproximadamente 2 metros. Látex branco e pegajoso. Totalmente decídua apresentando apenas frutos secos, pequenos, arredondados e pretos.","BRA:UFV:VIC:0000044042",NA,"Apterokarpos gardneri (Engl.) Rizzini"
"5",NA,"UEFS","HUEFS","170929","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini","C.Correia","2012-07-01T00:00:00.000+0000",NA,"9252",NA,"Melo, E.",2011,2,26,"Brazil","Piauí","Caracol","Área do entorno dos cálices rochosos.",-43.482222,-9.220833,"Cerrado.","BRA:UEFS:HUEFS:0000170929",NA,"Apterokarpos gardneri (Engl.) Rizzini"
"6",NA,"IMA","MAC","45916","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini","E.C.O.Chagas","2010-01-30T00:00:00.000+0000",NA,"7420",NA,"Chagas-Mota",2010,1,30,"Brazil","Alagoas","Minador do Negrão","Fazenda Pedra Talhada.",0,0,"Árvore ca. 6 m de altura. Flores cremes.; Caatinga.","BRA:IMA:MAC:0000045916",NA,"Apterokarpos gardneri (Engl.) Rizzini"
"7",NA,"UNIVASF","HVASF","7285","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini","D. Araújo","2010-11-04T00:00:00.000+0000",NA,"1282",NA,"D. Araújo",2010,1,28,"Brazil","Bahia","Sento Sé","Barra dos Alegres Estrada para o Riacho da Barra",NA,NA,"Árvore. Frutos vináceos.","BRA:UNIVASF:HVASF:0000007285",NA,"Apterokarpos gardneri (Engl.) Rizzini"
"8",NA,"IMA","MAC","45943","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini","E.C.O.Chagas","2010-01-30T00:00:00.000+0000",NA,"7447",NA,"Chagas-Mota",2010,1,30,"Brazil","Alagoas","Minador do Negrão","Fazenda Pedra Talhada.",0,0,"Árvore ca. 7 m de altura. Flores cremes.; Caatinga.","BRA:IMA:MAC:0000045943",NA,"Apterokarpos gardneri (Engl.) Rizzini"
"9",NA,"UNIVASF","HVASF","7441","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini","J.G. Carvalho-Sobrinho","2010-01-30T00:00:00.000+0000",NA,"2577",NA,"J.G. Carvalho-Sobrinho",2010,1,27,"Brazil","Bahia","Sento Sé","Saindo do povoado Rodaleiro para cima da serra",NA,NA,"Planta masculina.","BRA:UNIVASF:HVASF:0000007441",NA,"Apterokarpos gardneri (Engl.) Rizzini"
"10",NA,"IMA","MAC","45879","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini","E.C.O.Chagas","2010-01-30T00:00:00.000+0000",NA,"7383",NA,"Chagas-Mota",2010,1,30,"Brazil","Alagoas","Cacimbinhas","Serra do Cruzeiro.",0,0,"Árvore ca. 8 m de altura. Estéril.; Caatinga.","BRA:IMA:MAC:0000045879",NA,"Apterokarpos gardneri (Engl.) Rizzini"
"11",NA,"UNIVASF","HVASF","7491","Apterokarpos gardneri (Engl.) Rizzini",NA,"Anacardiaceae","Apterokarpos","gardneri","(Engl.) Rizzini","J.G. Carvalho-Sobrinho","2010-01-30T00:00:00.000+0000",NA,"2627",NA,"J.G. Carvalho-Sobrinho",2010,1,28,"Brazil","Bahia","Umburanas","Barra dos Alegres, caminho para Riacho da Barra PNBO",NA,NA,"Planta feminina, árvore com ca. 15m de alt. Folíolos discolores, papiráceos. Inflorescência amarelada. Frutos maduros vináceos. Látex branco.","BRA:UNIVASF:HVASF:0000007491",NA,"Apterokarpos gardneri (Engl.) Rizzini"
