"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"NY","NY","1802185","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","J. D. Mitchell",NA,NA,"257","M. V. Stefano",2011,3,8,"Brazil","Rio de Janeiro",NA,"Barra de Guaratiba, trail leading to Praia do Meio",-43.56172,-23.06319,NA,"c7a00989-171d-4d9c-8de4-5add9417c72b","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"2",NA,"NY","NY","2480686","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,NA,"260","M. V. Stefano",2011,3,9,"Brazil","Rio de Janeiro",NA,"Grota Funda road, near Parque Darcy Ribeiro",-43.0356,-22.9094,NA,"5d58c43b-fe96-4ab1-9f73-5c7ba71c99fa","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"4",NA,"NY","NY","2480677","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,NA,"250","M. V. Stefano",2011,3,8,"Brazil","Rio de Janeiro",NA,"Horto Florestal do Jardim BotÃ¢nico.",-43.23,-22.9686,NA,"ca928bf9-f759-45fb-af63-de9f092d1791","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"6",NA,"NY","NY","2480687","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,NA,"259","M. V. Stefano",2011,3,8,"Brazil","Rio de Janeiro",NA,"Barra de Guaratiba, trail leading to Praia do Meio",-43.56172,-23.06319,NA,"71371388-d02b-40dc-8ced-d0e19b58fbe9","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"7",NA,"NY","NY","2480678","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,NA,"350","R. D. Ribeiro",2004,10,17,"Brazil","Rio de Janeiro",NA,"Serra das Emerências.",0,0,NA,"a14d6be9-c68b-46d0-86d5-c3d11c4cb9e8","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"8",NA,"NY","NY","885915","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","J. D. Mitchell",NA,NA,"3957","C. Farney",2000,1,12,"Brazil","Rio de Janeiro",NA,"Morro do Miranda.",-42.0278870993604,-22.9699617859893,NA,"3b3afa33-8598-4489-b4fd-80b8c4ded406","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"9",NA,"NY","NY","885916","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,"ISOTYPE","4046[=herb. RB 392752]","C. Farney",2000,4,13,"Brazil","Rio de Janeiro",NA,"Ponta da Jararaca.",-42.0278870993604,-22.9699617859893,NA,"05a97011-996c-49d9-a7ef-425561f714b5","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"10","2017-10-18T13:31:06.000+0000","JBRJ","RB","RB00451592","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","M. Machado","2013-09-19T00:00:00.000+0000","HOLOTYPE","4046","C. Farney; J.C.Gomes",2000,4,13,"Brazil","Rio de Janeiro","Arraial do Cabo","Ponta da Jararaca. Mata de Encosta.",NA,NA,"Arvoreta; 4 m; folhas verdes discolores; frutos imaturos verdes, maduros amarelos.","urn:catalog:JBRJ:RB:451592","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"12",NA,"US","Botany","3715602","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","Machado, M. C.",NA,NA,"1878","M. G. Bovini, C. Pinto, J. Caruso & et al.",2000,6,13,"Brazil","Rio de Janeiro",NA,"Reserva Particular do Patrimônio Natural Rio das Pedras. Trilha para o Pico do Corisco.",NA,NA,NA,"http://n2t.net/ark:/65665/38aadf613-ca28-4b2c-bc8c-e245cb0d4ff5","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"16",NA,"NY","NY","2480679","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,NA,"4172","C. Farney",2000,9,11,"Brazil","Rio de Janeiro",NA,"Serra de Sapiatiba, estrada para a Torre, mata de encosta.",-42.1028921981786,-22.8432597031023,NA,"1facde7e-aaba-4fb2-91de-b541f8437e38","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"18",NA,"NY","NY","1920606","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","J. D. Mitchell",NA,NA,"279","P. FarÃ¡g",1996,12,6,"Brazil","Rio de Janeiro",NA,"Mata antiga Fazenda de JosÃ© GonÃ§alves.",0,0,NA,"9bd1e7c2-008d-4762-8b3f-3ded2cc98489","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"19",NA,"NY","NY","2480685","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,NA,"915","R. H. P. Andreata",1989,9,20,"Brazil","Rio de Janeiro",NA,"Entre os municípios de Niterói e Maricá, Itaipuaçú, Alto Moirão.",0,0,NA,"efaafac8-f389-4aec-b405-441ca6386a02","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"21",NA,"NY","NY","447496","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","J. D. Mitchell",NA,NA,"8229","D. S. D. de AraÃºjo",1987,11,23,"Brazil","Rio de Janeiro",NA,"Morro Miranda.",-42.0278870993604,-22.9699617859893,NA,"cae1e66b-1a0e-47dd-970b-b05a7a0685c6","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"22",NA,"NY","NY","01093271","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","J. D. Mitchell",NA,NA,"5552","G. Martinelli",1987,12,4,"Brazil","Rio de Janeiro",NA,"Recreio dos Bandeirantes, Morro da Prainha.",-43.2076685470805,-22.9069598238154,NA,"a5bcdd28-9334-4947-babb-1471396cd283","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"23",NA,"NY","NY","447490","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","J. D. Mitchell",NA,NA,"703","C. Angeli",1986,10,8,"Brazil","Rio de Janeiro",NA,"Parque da cidade. GÃ¡vea.",-43.24395,-22.976721,NA,"d5660d1e-e4c8-451c-bfab-77ff6d28bba5","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"24",NA,"NY","NY","2480671","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,"PARATYPE","1019","J. R. Pirani",1985,1,9,"Brazil","Rio de Janeiro",NA,"estrada para armaÃ§Ã£o dos Buzios",0,0,NA,"598eb595-f352-4898-927d-f4c9a153e3cd","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"25",NA,"NY","NY","2480683","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,NA,"600","Ricardo C. C.",1984,11,5,"Brazil","Rio de Janeiro",NA,"Jardim Botânico do Rio de Janeiro, Seção XI, canteiro F.",0,0,NA,"f70aac61-fbc9-4012-8f93-e181b20ddc6d","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"26",NA,"NY","NY","2480680","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,NA,"357","R. H. P. Andreata",1982,1,14,"Brazil","Rio de Janeiro",NA,"Itaipuaçú, Pico Alto Moirão.",0,0,NA,"e7bb10e7-0394-46b9-a8dc-65fb674f052b","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"27",NA,"NY","NY","2480684","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,NA,"504","R. H. P. Andreata",1982,9,9,"Brazil","Rio de Janeiro",NA,"Itaipuaçú, Pico Alto Moirão.",0,0,NA,"6a6ddd70-67f6-425e-88cc-1581ca265df1","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"28",NA,"NY","NY","2480681","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly",NA,NA,NA,"8770","B. D. Sucre",1972,4,5,"Brazil","Rio de Janeiro",NA,"antigo Estado da Guanabara, vertente suleste da Serra da Piaba.",0,0,NA,"ab15a8f3-0c6a-4d0a-8e70-44248a8faa14","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"29",NA,"NY","NY","447493","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","J. D. Mitchell",NA,NA,"1587","J. P. Lanna Sobrinho",1967,10,12,"Brazil","Rio de Janeiro",NA,"Guanabara, JacarepaguÃ¡. Estr. da Barra.",-43.2076685470805,-22.9069598238154,NA,"0b0939b2-821b-4491-b8c5-b252923de733","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"30",NA,"NY","NY","1844376","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","J. D. Mitchell",NA,NA,"4388","E. Pereira",1958,10,15,"Brazil","Rio de Janeiro",NA,"Antiga Guanabara, Barra da Tijuca. PrÃ³ximo ao JoÃ¡.",-43.2076685470805,-22.9069598238154,NA,"ae0ea9e9-3701-4fc7-8911-b7cc82c7e9f5","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"31",NA,"MN","R-TIPOS","27641","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","Mitchell, J.D. & Daly, D.","2008-01-01T00:00:00.000+0000",NA,"35","Inspectoria Florestal",1932,7,24,"Brazil",NA,NA,NA,NA,NA,NA,"BRA:MN:R-TIPOS:0000027641","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
"32",NA,"MN","R-TIPOS","73733","Spondias admirabilis J.D.Mitch. & Daly","Anacardiaceae","Spondias","admirabilis","J.D.Mitch. & Daly","Mitchell, J.D. & Daly, D.","2008-01-01T00:00:00.000+0000",NA,"4","Pieri, A.",1915,9,29,"Brazil","Rio de Janeiro","Rio de Janeiro","Horto Botânico do Museu Nacional",NA,NA,NA,"BRA:MN:R-TIPOS:0000073733","Spondias admirabilis J.D.Mitch. & Daly",NA,NA,NA,NA,NA
