"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments"
"1","2017-10-14T03:34:04.000+0000","JBRJ","RB","RB00987627","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","C.L. Silva-Luz",NA,"301","C.L. Silva-Luz; L.F. Luz",2014,10,2,"Brazil","Minas Gerais","Uberlândia","BR 050 em direção à entrada de Uberlândia. Na beira da rodovia, próximo ao km 79. Fazenda Experimental do Glória - campus da Universidade Federal de Uberlândia. Estrada de terra em frente à represa.",-48.2075,-18.956111,"Árvore ca. 8m alt. Folhas verdes discolores. Frutos amarronzados","urn:catalog:JBRJ:RB:987627",NA,"Astronium nelson-rosae Santin",NA,NA,NA,NA,NA
"2",NA,"NY","NY","02423615","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"301","C. L. Silva-Luz",2014,10,2,"Brazil","Minas Gerais",NA,"BR 050 em direÃ§Ã£o Ã  entrada de UberlÃ¢ndia. Na beira da rodovia prÃ³ximo ao km 79. Fazenda Experimental do GlÃ³ria - Campus da Universidade Federal de UberlÃ¢ndia.",-48.20767,-18.95628,NA,"b16325f9-ca90-4b29-b086-68f332d9a3cf",NA,"Astronium nelson-rosae Santin",NA,NA,NA,NA,NA
"3",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA048178","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"4153","Árbocz, G.F.; Assis, M.C.; Silva, M.R.; Zanella, J.",1997,7,5,"Brazil","Mato Grosso","Aripuanã","Gleba Aripuanã, 27km da cidade em direção SW. Floresta Ombrófila preservada. Relevo ondulado. Solo tipo regossolo",-59.362,-10.1657,NA,"BRA:ESALQ:ESA:0ESA048178",NA,"Astronium nelson-rosae Santin",NA,NA,NA,NA,NA
"4",NA,"UNICAMP","UEC","51940","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","Santin, D.A.","1991-03-01T00:00:00.000+0000","777","Silva, M.A.; Alvarenga, D.",1989,8,9,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Mata ciliar do córrego Roncador, ao ldo da Chácara ||.",-47.895278,-15.968333,"Árvore ca. 20m de altura, inflorescência ramificada com pequenas flores avermelhadas, frutos jovens de cor roxa.","BRA:UNICAMP:UEC:0000051940",NA,"Astronium nelson-rosae Santin",NA,NA,NA,NA,NA
"5",NA,"UNICAMP","UEC","059297","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin",NA,NA,"650","Araújo, G.M.",1989,9,30,"Brazil","Minas Gerais","Uberlândia","Fazenda Experimental do Glória, Mata mesófila semidecídua.",0,0,"Árvore com 9 m de altura, latossolo vermelho.","BRA:UNICAMP:UEC:0000059297",NA,"Astronium nelson-rosae Santin",NA,NA,NA,NA,NA
"6","2014-12-01T11:08:18.000+0000","JBRJ","RB","RB00040215","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D.A. Santin",NA,"1115","B.A.S. Pereira",1984,8,14,"Brazil","Distrito Federal","Distrito Federal","Brasília. Reserva Ecológica do IBGE",NA,NA,"Folíolos pubescentes numa das faces. Flores amarelas. Botões e pedunculos cor purpúrea","urn:catalog:JBRJ:RB:40215",NA,"Astronium nelson-rosae Santin",NA,NA,NA,NA,NA
"7",NA,"UNICAMP","UEC","42109","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","Santin, D.A.","1989-04-20T00:00:00.000+0000","7316","Heringer, E.P.; Filgueiras, T.S.; Mendonça, R.C.; Pereira, B.A.S.",1981,8,5,"Brazil","Distrito Federal","Brasília","Bacia do R.S. Bartolomeu, Adjacências do Ribeirão Taboca. Árvore testemunha de mata em encosta de morro de solo bom.",0,0,"Árvore ca. de 8m de altura; folhagem ausente, mas ressurgindo em alguns ramos; botões e flores cor purpúrea escura; corola amarela intensamente.","BRA:UNICAMP:UEC:0000042109",NA,"Astronium nelson-rosae Santin",NA,NA,NA,NA,NA
"8",NA,"UNICAMP","UEC","26451","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","Santin, D.A.","1989-04-20T00:00:00.000+0000","5198","Heringer, E.P.; Filgueiras, T.S.; Mendonça, R.C.; Pereira, B.A.S.; Heringer-Salles, A.E.; Chaga",1980,7,3,"Brazil","Distrito Federal","Brasília","Bacia do R.S. Bartolomeu",0,0,"Árvore aparentemente jovem com tronco dividido em dois, 50 cm acima do nível do solo; folres demininas, botões e pedúnculos pupúreos; cheiro pronunciado; mata ciliar.","BRA:UNICAMP:UEC:0000026451",NA,"Astronium nelson-rosae Santin",NA,NA,NA,NA,NA
"9",NA,"NY","NY","1030649","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D. A. Santin","1991-01-01T00:00:00.000+0000","1709","E. P. Heringer",1979,7,3,"Brazil","Distrito Federal",NA,"Bacia do Rio SÃ£o Bartolomeu.",-47.9298726661488,-15.7834208090807,NA,"6cf9bc99-02eb-4200-b9e5-a429c25546b2",NA,"Astronium nelson-rosae Santin",NA,NA,NA,NA,NA
"10",NA,"NY","NY","1030646","Astronium nelson-rosae Santin","Anacardiaceae","Astronium","nelson-rosae","Santin","D. A. Santin","1991-01-01T00:00:00.000+0000","24145","R. S. Santos",1963,9,12,"Brazil","Minas Gerais",NA,"Faz. S. JosÃ©, pr. VarjÃ£o.",-46.0320526814449,-18.381876287632,NA,"2ffacdcd-e115-4107-b33e-924f4762b571",NA,"Astronium nelson-rosae Santin",NA,NA,NA,NA,NA
