"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1","2018-06-25T11:03:52.000+0000","JBRJ","RB","RB01391356","Ficus vermifuga (Miq.) Miq.",NA,"Moraceae","Ficus","vermifuga","(Miq.) Miq.","L.C. Pederneiras","2018-06-20T00:00:00.000+0000",NA,"774",NA,"L.C. Pederneiras; et. C.M.Dussán",2018,6,20,"Brazil","Rio de Janeiro","Rio de Janeiro","UniRio.",NA,NA,"Sicônios verdes com paredes rugosas e ostíolo crateriforme","urn:catalog:JBRJ:RB:1391356",NA,"Ficus vermifuga (Miq.) Miq.",NA,NA
"2",NA,"UDESC","LUSC","8576","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.","Stival-Santos, A.",NA,NA,"1273",NA,"Stival-Santos; A.; Legal; E. & Silveira; S.",2015,1,13,"Brazil","Santa Catarina","Itajaí","Brilhante.",NA,NA,NA,"BRA:UDESC:LUSC:0000008576",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"3",NA,"Universidade Federal da Bahia (UFBA)","ALCB","131810","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.",NA,"2018-01-01T00:00:00.000+0000",NA,"6586",NA,"Caxambu, MG",2015,6,19,"Brazil","Paraná","Céu Azul","Parque Nacional do Iguaçu, cercanias da BR-277",-53.798056,-25.118333,"ca 8m heliófila, com látex alvo. Frutos maduros verdes, com interior vermelho. Frutos imaturos verdes.","BRA:UFBA:ALCB:0000131810",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"4",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","17439","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.","L.F.P. Lima & G.A. Dettke","2018-01-17T00:00:00.000+0000",NA,"6586",NA,"M.G. Caxambu",2015,6,19,"Brazil","Pr","Céu Azul","Parque Nacional do Iguaçu, cercanias da",-53.798222,-25.118528,"árvore ca. 8 m, heliófita, com látex alvo. Frutos maduros verdes, com interior vermelho. Frutos imaturos verdes.","BRA:UTFPR:HCF:0000017439",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"5",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","18134","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.","G.A. Dettke","2018-07-02T00:00:00.000+0000",NA,"7001",NA,"M.G. Caxambu",2015,10,15,"Brazil","Pr","São Miguel do Iguaçu","Parque Nacional do Iguaçu- Linha Martins",-54.28875,-25.529333,"árvore ca. 18 m, heliófita. Frutos imaturos e maduros verdes, com interior vermelho.","BRA:UTFPR:HCF:0000018134",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"6",NA,"MBML","MBML-HERBARIO","49062","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.","L. Kollmann/23-10-2013",NA,NA,"7837",NA,"A. P. Fontana; R.C. de Britto, V.G. Leite & M.F.B. Costa",2013,10,23,"Brazil","Espírito Santo","São Roque do Canaã","Centro, ponte sobre o Rio Santa Maria do Rio Doce.",-40.658056,-19.740556,"Árvore, ca. 20m. Látex branco. Sincônio verde.","BRA:MBML:MBML-HERBARIO:0000049062",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"7",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","13131","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.","G.A. Dettke","2018-01-19T00:00:00.000+0000",NA,"4897",NA,"M.G. Caxambu",2013,11,1,"Brazil","Sp","Cananéia","Fazenda Aroeira - Arredores",-47.837972,-24.890528,"árvore ca. 8 m, com látex alvo, abundante. Frutos internamente vermelhos.","BRA:UTFPR:HCF:0000013131",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"8",NA,"UFV","VIC","35525","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.",NA,NA,NA,"290",NA,"Souza, P.P. de",2012,1,31,"Brazil","Rio de Janeiro","Resende","Estrada para Arapeí RJ 161",0,0,"Àrvore com aproximadamente 15m de altura,1,5m de fuste, seiva lactescente branca, sabor levemente adocicado, socônios verdes, com ostíolo vermelho, internamente vermelhos, estípula terminal verde, tronco de cor cinza claro, crescendo e","BRA:UFV:VIC:0000035525",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"9",NA,"MBML","MBML-HERBARIO","46074","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.",NA,NA,NA,"92",NA,"J. Gurtler; Felipe Zamborlini Saiter",2012,2,10,"Brazil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.",-40.668869,-19.812222,"Figueira com frutos (8,0 mts aprox.)","BRA:MBML:MBML-HERBARIO:0000046074",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"10",NA,"UFV","VIC","35852","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.",NA,NA,NA,"309",NA,"Souza, P.P. de",2012,4,23,"Brazil","São Paulo","Iporanga","Bairro da Serra",0,0,"Àrvore com 8m de altura, 2,5m de fuste, tronco de cor cinza, seiva latescente de cor branca traslúcida, se tornando totalmente traslúcida apóis o corte, sabor amargo, ramos se projetam paralelamente ao solo, sicônios verde-claro, com m","BRA:UFV:VIC:0000035852",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"11",NA,"UFV","VIC","38429","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.",NA,NA,NA,"324",NA,"Souza, P.P. de",2012,6,2,"Brazil","Minas Gerais","Montes Claros","Bairro Edgar pereira",0,0,"Planta com 4m de altura, látex branco tornando-se tranparente após o corte, sabor amargo, sicônios externamente verdes, internamente brancos, epibrácteas brunas a verde clara, ostíolo levemente elevado, orobrácteas alaranjadas, ramos n","BRA:UFV:VIC:0000038429",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"12",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","11014","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.","G.A. Dettke","2018-01-19T00:00:00.000+0000",NA,"4195",NA,"M.G. Caxambu",2012,6,5,"Brazil","Pr","Luiziana","Estação Ecológica Luiziana",-52.459389,-24.522167,"árvore semi-ciófila, com látex. Frutos imaturos verdes.","BRA:UTFPR:HCF:0000011014",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"13",NA,"Universidade Tecnológica Federal do Paraná (UTFPR)","HCF","12295","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.","E.D. Lozano","2013-01-01T00:00:00.000+0000",NA,"989",NA,"E.D. Lozano",2012,7,6,"Brazil","Pr","Telêmaco Borba","próximo a margem do Rio Tibagi, local",NA,NA,"árvore, 10 m, frutos maduros verdes. Ecótone de Floresta Ombrófila Mista e Floresta Estacional Semidecidual.","BRA:UTFPR:HCF:0000012295",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
"14",NA,"UFV","VIC","37045","Ficus adhatodifolia Schott ex Spreng.",NA,"Moraceae","Ficus","adhatodifolia","Schott ex Spreng.","Souza, P.P. de","2012-08-05T00:00:00.000+0000",NA,"328",NA,"Souza, P.P. de",2012,7,31,"Brazil","Rio de Janeiro","Resende","Bairro Ipiranga, Avenida Augusto de Carvalho, próximo ao asilo Nicolino Gulhot, às margens de um pequeno córrego, na calçada.",-44.461111,-22.47825,"Árvore, c.a. de 8,0 metros de altura, crescendo em pleno sol, tronco griz, látex branco de sabor levemente amargo, sicônios externamente verdes, recobertos por máculas verde-claro, internamente rosados, com vespas negras em seu interio","BRA:UFV:VIC:0000037045",NA,"Ficus adhatodifolia Schott ex Spreng.",NA,NA
