"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"UESB","HUESB","13359","Ficus caatingae R.M.Castro","Moraceae","Ficus","caatingae","R.M.Castro","Moreira, R.S.","2018-02-01T00:00:00.000+0000",NA,"2731","Macedo, G.E.L.; Moreira, R.S.; Silva, G.S.; Lazarino, L.C.; Moreira, R.S.; Silva, G.S.; Lazarino, L.C.",2017,11,28,"Brazil","Bahia","Lafaiete Coutinho","Fazenda Floresta.",-40.179417,-13.665278,"Árvore ca. 3 m de alt. Folha simples, coriácea, com estípulas, longa. Fruto baga, imaturo verde.; Borda da mata.","BRA:UESB:HUESB:0000013359","Ficus caatingae R.M.Castro",NA,NA,NA,NA,NA
"2",NA,"UESB","HUESB","11900","Ficus caatingae R.M.Castro","Moraceae","Ficus","caatingae","R.M.Castro",NA,NA,NA,"748","Silva, G.S.; Silva, J.C.; Silva, J.C.",2016,2,18,"Brazil","Bahia","Boa Nova","Parque Nacional de Boa Nova",-40.2165,-14.349,"Árvore Ca. de 10m. alt. Folhas coreaceas, verde. Flor inflorescência globular com pontuações marrom. Látex branco pegajoso.; Mata de Cipó","BRA:UESB:HUESB:0000011900","Ficus caatingae R.M.Castro",NA,NA,NA,NA,NA
"3",NA,"UEFS","HUEFS","193954","Ficus caatingae R.M.Castro","Moraceae","Ficus","caatingae","R.M.Castro",NA,NA,NA,"1198","Machado, A.F.P.",2013,3,23,"Brazil","Bahia","Boa Nova","Mata de Cipó.",NA,NA,NA,"BRA:UEFS:HUEFS:0000193954","Ficus caatingae R.M.Castro",NA,NA,NA,NA,NA
"5",NA,"UESB","HUESB","7039","Ficus caatingae R.M.Castro","Moraceae","Ficus","caatingae","R.M.Castro","Machado, A.F.P.","2015-07-27T00:00:00.000+0000",NA,"1652","Paixão, J.L.; Delmira C. Silva; Aguiar, MC Santana; Ricardo, S.B.; Delmira C. Silva; Aguiar, MC Santana; Ricardo, S.B.",2010,4,9,"Brazil","Bahia","Caetité","Área de Preservação da INB, Coleta arredores da área de Preservação da Indústria Nucleares do Brasil - INB. Áreas: 1 - Margem direita da Reserva próximo a lagoa. Vegetação: Caatinga arbórea",-42.2725,-13.840833,"Árvore, ca. 12m de altura. Folhas discolores verdes brilhantes. Frutos imaturos verdes.","BRA:UESB:HUESB:0000007039","Ficus caatingae R.M.Castro",NA,NA,NA,NA,NA
"6",NA,"UEFS","HUEFS","147811","Ficus caatingae R.M.Castro","Moraceae","Ficus","caatingae","R.M.Castro",NA,NA,NA,"3124","Conceição, A.A.",2009,1,21,"Brazil","Bahia","Bom Jesus da Serra","Área de pilhe rejeito de Amianto.",-40.518611,-14.409444,NA,"BRA:UEFS:HUEFS:0000147811","Ficus caatingae R.M.Castro",NA,NA,NA,NA,NA
"7",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","62120","Ficus caatingae R.M.Castro","Moraceae","Ficus","caatingae","R.M.Castro","A.A. Conceição; F.Lôbo","2007-12-01T00:00:00.000+0000",NA,"2321","A.A. Conceição; M.A.Colaço, GCosta, DC; F.B.L.Silva",2007,7,4,"Brazil","Bahia","Caturama","Estrada para Caleiras, entrocamento para Mateus, Lat.: 13º17'46""S; Lon.: 42º14'37""W; Alt.: 600m.s.m.",0,0,"Árvore, ca. 9,0m alt. Sicônio verde. Caatinga arbórea.","BRA:UFJF:CESJ:0000062120","Ficus caatingae R.M.Castro",NA,NA,NA,NA,NA
"9",NA,"UEFS","HUEFS","96393","Ficus caatingae R.M.Castro","Moraceae","Ficus","caatingae","R.M.Castro","R.M.de Castro","2005-10-01T00:00:00.000+0000",NA,"1145","Castro, R.M.",2005,4,9,"Brazil","Bahia",NA,"Estrada para riacho do meio, em direção a ""taguarí""(Itaguarí e Tamanduá).",-44.732222,-14.25,NA,"BRA:UEFS:HUEFS:0000096393","Ficus caatingae R.M.Castro",NA,NA,NA,NA,NA
"10",NA,"UESB","HUESB","6078","Ficus caatingae R.M.Castro","Moraceae","Ficus","caatingae","R.M.Castro","Machado, A.F.P.","2015-07-27T00:00:00.000+0000",NA,"13542","Thomas, W.W.; Amorim, A.; Paixão, J.L.; Amorim, A.; Paixão, J.L.",2003,7,25,"Brazil","Bahia","Jequié","Serra do Castanhão, 14,5Km S of Jequié on BR 116, then 7,5Km W (at Pousada Corujão) to Embratel tower.",-40.190833,-13.939444,"Supported by the National Science Foundation.; Tree 8m. Latex white. Fruit pale green.; High elevation decisuous forest and caatinga.","BRA:UESB:HUESB:0000006078","Ficus caatingae R.M.Castro",NA,NA,NA,NA,NA
"11","2017-10-19T01:16:23.000+0000","JBRJ","RB","RB00511933","Ficus caatingae R.M.Castro","Moraceae","Ficus","caatingae","R.M.Castro","L.C. Pederneiras","2017-03-31T00:00:00.000+0000",NA,"3360","A.C.Servilha; et.al",2003,9,4,"Brazil","Goiás","São Domingos","Fazenda Cruzeiro do Sul.",NA,NA,"Árvore com 8 m de altura. Frutos imaturos verdes. Ocasional no local.","urn:catalog:JBRJ:RB:511933","Ficus caatingae R.M.Castro",NA,NA,NA,NA,NA
"12",NA,"Universidade Federal da Bahia (UFBA)","ALCB","54674","Ficus caatingae R.M.Castro","Moraceae","Ficus","caatingae","R.M.Castro","Castro, RM de","2006-02-01T00:00:00.000+0000",NA,"258","Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL",2001,8,5,"Brazil","Bahia","Caém","Piemonte da Diamantina, Assentamento Engano",-40.140556,-11.116944,"8,0m, látex alvo. Folhas coriáceas, discolores. Ocasional. sp. nova.; arbustiva.","BRA:UFBA:ALCB:0000054674","Ficus caatingae R.M.Castro",NA,NA,NA,NA,NA
