"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Cenargen","CEN","100308","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","M. Simon",NA,NA,"16682",NA,"Glocimar Pereira-Silva",2015,1,18,"Brazil","Ro","PORTO VELHO","Margem esquerda do rio Madeira.",-65.071388,-9.591944,"Espécie apresentando caulifloria.","BRA:Cenargen:CEN:0000100308",NA,"Mouriri trunciflora Ducke"
"2",NA,"UNEMAT","HERBAM","7740","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Apóstolo, P","2012-05-29T00:00:00.000+0000",NA,"Preto 1085342",NA,"Soares, CRA; Matos, DL; Santos, ML; Zanin, HRW; Gusmão, E",2012,2,22,"Brazil","Pará","Jacareacanga","Terra Firme.",-56.775,-9.346667,"UHE Teles Pires","BRA:UNEMAT:HERBAM:0000007740",NA,"Mouriri trunciflora Ducke"
"3",NA,"UNEMAT","HERBAM","8118","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Lucas, E","2012-05-07T00:00:00.000+0000",NA,"Azul 1916032",NA,"Soares, CRA; Barros, M; Cazine, FF; Moura, VA",2012,4,17,"Brazil","Mato Grosso","Paranaíta","Terra Firme.",-56.779444,-9.345833,"UHE Teles Pires","BRA:UNEMAT:HERBAM:0000008118",NA,"Mouriri trunciflora Ducke"
"4",NA,"UNEMAT","HERBAM","8379","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Vieira, S","2012-05-23T00:00:00.000+0000",NA,"Amarelo 266365",NA,"Soares, CRA; Bitencourt, EF; Silva, GM; Matos, DL; Zanin, MAS",2012,5,16,"Brazil","Mato Grosso","Paranaíta","Terra Firme.",-56.783056,-9.346111,"UHE Teles Pires","BRA:UNEMAT:HERBAM:0000008379",NA,"Mouriri trunciflora Ducke"
"5",NA,"UNEMAT","HERBAM","6549","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke",NA,NA,NA,"6577",NA,"Soares, CRA; Cabral, FF; Ribeiro, IL; Silva, DR",2012,6,9,"Brazil","Mato Grosso","Paranaíta","Paredão do Macaco, Terra Firme.",-57.368778,-9.211589,"Projeto Flora Mantega","BRA:UNEMAT:HERBAM:0000006549",NA,"Mouriri trunciflora Ducke"
"6",NA,"UNEMAT","HERBAM","5805","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Silva, DR","2013-01-12T00:00:00.000+0000",NA,"6832",NA,"Soares, CRA; Cabral, FF; Ribeiro, IL; Piva, JH; Claudino, WV; Pecegueiro, MS; Viera, FS; Dar",2012,7,4,"Brazil","Mato Grosso","Apiacás","Parque Nacional do Juruena, Terra firme",-57.808333,-9.859444,"PPBio Projeto Parna Juruena.","BRA:UNEMAT:HERBAM:0000005805",NA,"Mouriri trunciflora Ducke"
"7",NA,"NY","NY","1019617","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","W. Milliken","2008-01-01T00:00:00.000+0000",NA,"2186",NA,"D. Sasaki",2008,2,5,"Brazil","Mato Grosso",NA,"Parque Estadual Cristalino. Estrada para pousada.",-55.85717,-9.677386,NA,"2295060d-6897-4373-886a-b48e567d121a",NA,"Mouriri trunciflora Ducke"
"10","2010-02-26T16:08:06.000+0000","K","Herbarium","K000578373","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Milliken, W.",NA,NA,"2186",NA,"Milliken, W.; Sasaki, D.",2008,2,5,"Brazil",NA,"Novo Mundo","Parque Estadual Cristalino. Estrada para pousada.GPS :M 096",-55.86,-9.08,NA,"http://specimens.kew.org/herbarium/K000578373",NA,"Mouriri trunciflora Ducke"
"11","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","171407","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Morley, T.","1992-01-01T00:00:00.000+0000",NA,"214",NA,"Mike Hopkins",1991,11,8,"Brazil","Amazonas",NA,"Distrito Agropecuário, ZF3, Distrito Agropecuário, 90 Km NNE de Manaus. Reserva 1501 (Km 41)",-59.75,-2.416667,NA,"urn:catalog:inpa:herbarium:117288",NA,"Mouriri trunciflora Ducke"
"14","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","202141","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Ramos, J.F.","2014-05-15T00:00:00.000+0000",NA,"3402.1492.2",NA,"Mike Hopkins",1989,4,6,"Brazil","Amazonas",NA,"Distrito Agropecuário, ZF3, Ca. 90 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR-174, km 64, depois 21 km leste na ZF3, Fazenda Porto Alegre.",-59.9,-2.416667,NA,"urn:catalog:inpa:herbarium:8076",NA,"Mouriri trunciflora Ducke"
"16","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","151436","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Wurdack, J.J.","1988-01-01T00:00:00.000+0000",NA,"5004",NA,"Mike Hopkins",1986,6,9,"Brazil","Rondônia",NA,"Represa Samuel: southern end of E dike near southern hills",-63.25,-9,NA,"urn:catalog:inpa:herbarium:198741",NA,"Mouriri trunciflora Ducke"
"18","2014-06-13T00:00:00.000+0000","K","Herbarium","K000968583","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Wurdack, J.J.",NA,NA,"5004",NA,"Silva, M.C.; Moraes, E.C.; Thomas, W.W.; Cid Ferreira, C.A.",1986,6,9,"Brazil",NA,"Porto Velho","Represa Samuel: southern ens of E dike near southern hills.",-63.25,-9,"Programa Flora. Fieldwork supported by The National Science Foundation and the Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq).","http://specimens.kew.org/herbarium/K000968583",NA,"Mouriri trunciflora Ducke"
"19","2013-08-23T04:12:00.000+0000","MO","MO","3393839","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","J. Wurdack","1988-01-01T00:00:00.000+0000",NA,"Thomas 5004",NA,"W. Wayt Thomas",1986,6,9,"Brazil","Rondônia",NA,"Porto Velho: Represa Samuel: southern end of E. dike near southern hills. Terra firme forest.",-63.25,-9,NA,"urn:catalog:MO:Tropicos:3393839","http://www.tropicos.org/Specimen/3393839","Mouriri trunciflora Ducke"
"21",NA,"NY","NY","01301331","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","T. Morley","1990-01-01T00:00:00.000+0000",NA,"5941",NA,"C. A. Cid Ferreira",1985,5,1,"Brazil","Amazonas",NA,"BR 230. Rod. Transamazônica a 400 km de Humaitá. INCRA-Projeto do rio Juma, vicinal de nome Alimentação 01 a 15 km da Transamazônica",-60,-7.25,NA,"0b40d717-2c04-439d-8eb2-3dda0e11581b",NA,"Mouriri trunciflora Ducke"
"26","2008-05-27T22:02:00.000+0000","MO","MO","3311072","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","T. Morley","1986-01-01T00:00:00.000+0000",NA,"Silva 304",NA,"M.N. Silva",1983,5,13,"Brazil","Pará",NA,"Mun. de Itaituba, estrada Santarém-Cuiabá, BR 163, km 1023. Mata alta, solo argilo-arenoso.",-55.33333,-7.41666,NA,"urn:catalog:MO:Tropicos:3311072","http://www.tropicos.org/Specimen/3311072","Mouriri trunciflora Ducke"
"27","2014-06-13T00:00:00.000+0000","K","Herbarium","K000968582","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Morley, T.",NA,NA,"304",NA,"Dibben, M.J.; Amaral, I.L.; Monteiro, O.P.; Santos, J.L.; Brako, L.; Coelho, J.A.; Silva, M.N.; Reese, W.D.",1983,5,13,"Brazil",NA,"Itaituba","Estrada Santarém-Cuiabá, BR 163, Km 1023.",-55.33,-7.42,"Projeto Flora Amazônica. Excurssão à Serra do Cachimbo. Plantas coletadas sobre o patrocínio do convênio entre o NEw York Botanical Garden e o Instituto Nacional de Pesquisas da Amazônia","http://specimens.kew.org/herbarium/K000968582",NA,"Mouriri trunciflora Ducke"
"28",NA,"NY","NY","1290603","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke",NA,NA,NA,"304",NA,"M. N. F. da Silva",1983,5,13,"Brazil","ParÃ¡",NA,"Estrada SantarÃ©m-CuiabÃ¡, BR-163, km 1023",-55.33,-7.416667,NA,"a1a87597-6ee5-418e-800e-248d21a95175",NA,"Mouriri trunciflora Ducke"
"30",NA,NA,"Botany","U.1389683","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke",NA,NA,NA,NA,NA,"Rosa NA; Rosario C",1981,3,28,"Brazil",NA,NA,"Plantas da Amazonia, Para, rodovia Tucurui Jatobal, margens da Estrada do Breu Branco, km 25. Campina Arborea onde Passa va a estrada de Ferro, Local de terra firme, umido.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1389683",NA,"Mouriri trunciflora Ducke"
"31",NA,"IMA","MAC","4874","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","N.A.Rosa","1981-01-01T00:00:00.000+0000",NA,"4018",NA,"N.A.Rosa; C.Rosário",1981,3,28,"Brazil","Pará","Jatobal","rodovia Tucurui - Jatobal, margem da estrada Breu Branco, km 25, campina arbórea.",0,0,"Árvore ca. de 15m de alt., 25cm de diâmetro. Flores amarelas.; Floresta Amazônica","BRA:IMA:MAC:0000004874",NA,"Mouriri trunciflora Ducke"
"32",NA,NA,"Botany","U.1389685","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke",NA,NA,NA,NA,NA,"Bahia RP",1978,8,24,"Brazil",NA,NA,"Plantas da Amazonia, Para, Altamire, rodovia Transamazonica, trecho A1 tamira-itaituba km 25; travenssao de astria 6com a 8, Lote 22 fazenda acapu do sr. antonio macario, mata de terra firme.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1389685",NA,"Mouriri trunciflora Ducke"
"33",NA,"IMA","MAC","3617","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","N.A.Rosa",NA,NA,"398",NA,"Santos, MR dos",1978,11,24,"Brazil","Pará","Almeirim","Monte Dourado, estrada do Pedral, mata de terra firme.",-52.951944,-1.8925,"Árvore ca. de 12m de alt., 20cm de diâmetro. Flores amarelas.; Floresta Amazônica","BRA:IMA:MAC:0000003617",NA,"Mouriri trunciflora Ducke"
"35",NA,"NY","NY","1290606","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke",NA,NA,NA,"398",NA,"M. R. dos Santos",1978,11,24,"Brazil","ParÃ¡",NA,"Monte Dourado, estrada do Pedral.",-52.52,-0.72,NA,"4a9b3de1-5220-41fd-8a03-eff47b2295a8",NA,"Mouriri trunciflora Ducke"
"36",NA,"NY","NY","1290605","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke",NA,NA,NA,"2192",NA,"N. T. da Silva",1969,6,15,"Brazil","ParÃ¡",NA,"Monte Dourado.",0,0,NA,"c11f2eec-04bb-4509-be8c-d1eb359e0d0a",NA,"Mouriri trunciflora Ducke"
"37",NA,NA,"Botany","U.1389684","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke",NA,NA,NA,NA,NA,"Prance GT; Rodrigues WA; Ramos JF; Farias LG",1968,11,29,"Brazil",NA,NA,"Territory of Rondonia, Basin of Rio Madeira, Serra dos Tres Irmaos, forest on terra firme.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1389684",NA,"Mouriri trunciflora Ducke"
"38","2014-06-13T00:00:00.000+0000","K","Herbarium","K000968581","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke",NA,NA,NA,"8972",NA,"Ramos, J.F.; Rodrigues, W.A.; Farias, L.G.; Prance, G.T.",1968,11,29,"Brazil",NA,NA,"Serra dos Três Irmãos.",NA,NA,"Plants of Brazilian Amazonia Territory of Rondônia Basin of Rio Madeira. Field work carried out in collaboration with the Instituto de Pesquisas e Experimentação Agropecuária do Norte, Belém, and financed in greater part by the National Science Foundation","http://specimens.kew.org/herbarium/K000968581",NA,"Mouriri trunciflora Ducke"
"39","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","25771","Mouriri trunciflora Ducke","Melastomataceae","Mouriri","trunciflora","Ducke","Morley, T.","1972-01-01T00:00:00.000+0000",NA,"8972",NA,"Mike Hopkins",1968,11,29,"Brazil","Rondônia",NA,"Serra dos Tres Irmãos",NA,NA,NA,"urn:catalog:inpa:herbarium:134502",NA,"Mouriri trunciflora Ducke"
