"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1","2017-06-29T16:42:56.000+0000","CAS","BOT-BC","398161","Miconia castaneiflora Naudin","Melastomataceae","Miconia","castaneiflora","Naudin","R. Goldenberg","2010-01-01T00:00:00.000+0000",NA,"9783",NA,"Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.",2009,3,NA,"Brazil","Rio de Janeiro",NA,"Municipio Itatiaia. Parque Nacional do Itatiaia. Trail to Piscina do Maromba.",-44.62005,-22.42944,"Tree 4 m tall. Young fruits green. Occasional.","urn:catalog:CAS:BOT-BC:398161",NA,"Miconia castaneiflora Naudin"
"2",NA,"UFPR","UPCB","64403","Miconia castaneiflora Naudin","Melastomataceae","Miconia","castaneiflora","Naudin","Caddah, M.K.","2009-06-01T00:00:00.000+0000",NA,"447",NA,"Caddah, M.K.",2009,5,11,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, descida para parte baixa do Véu da Noiva",NA,NA,"Arvortea ca. 3,0 m, frutos maduros alaranjados, coleta em sílica..","BRA:UFPR:UPCB:0000064403",NA,"Miconia castaneiflora Naudin"
"3",NA,"NY","NY","01462497","Miconia castaneiflora Naudin","Melastomataceae","Miconia","castaneiflora","Naudin","M. K. Caddah","2009-06-01T00:00:00.000+0000",NA,"447",NA,"M. K. Caddah",2009,5,11,"Brazil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia, descida para parte baixa do VÃ©u da Noiva",-44.6198,-22.4284,NA,"bad807b0-99b0-4f52-ac0e-54b5bba0265f",NA,"Miconia castaneiflora Naudin"
"4",NA,"USP","SPF","189765","Miconia castaneiflora Naudin","Melastomataceae","Miconia","castaneiflora","Naudin","Caddah, MK","2012-09-01T00:00:00.000+0000",NA,"903",NA,"Baumgratz, JFA",2007,2,5,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia",-44.566667,-22.25,NA,"BRA:USP:SPF:0000189765",NA,"Miconia castaneiflora Naudin"
"5",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","43236","Miconia castaneiflora Naudin","Melastomataceae","Miconia","castaneiflora","Naudin","Fiaschi, P.","2013-01-01T00:00:00.000+0000",NA,"903",NA,"Baumgratz, J.F.A.",2007,2,5,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, estrada do Parque, BR 485, após a ponte descendo as escadas que margeia a direita o Rio Campo Belo.",-44.579167,-22.257778,"árvore com ramos e pecíolos velutino-ferrugíneo; folhas com face adaxial verde, abaxial verde na lâmina e pardacenta nas nervuras, flor inflorescência velutino-ferrugíneajovens verdes e dispostos em g","BRA:UFSC:FLOR:0000043236",NA,"Miconia castaneiflora Naudin"
"6","2017-10-15T13:23:19.000+0000","JBRJ","RB","RB01345037","Miconia castaneiflora Naudin","Melastomataceae","Miconia","castaneiflora","Naudin","R. Goldenberg",NA,NA,"5695",NA,"L.S. Leoni; C. Faria; M.J.R. Rocha",2004,4,21,"Brazil","Minas Gerais","Espera Feliz","Parque Nacional, surge próximo ao abrigo, ao lado da estrada",NA,NA,"Subarbusto com 1,5-1,6 m de altura, Estéril na coleta","urn:catalog:JBRJ:RB:1345037",NA,"Miconia castaneiflora Naudin"
"7",NA,"IAC","IAC","40256","Miconia castaneifolia Naudin","Melastomataceae","Miconia","castaneifolia","Naudin","R. Goldenberg","2001-06-08T00:00:00.000+0000",NA,"3035",NA,"L.C. Bernacci; G.A.D.C. Franco; G. Durigan & E. Furlan",2001,2,8,"Brazil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Beto Borracheiro",-47.072921,-23.715509,NA,"BRA:IAC:IAC:0000040256",NA,"Miconia castaneifolia Naudin"
"8",NA,"UFPR","UPCB","58988","Miconia castaneiflora Naudin","Melastomataceae","Miconia","castaneiflora","Naudin","Goldenberg, R.","2008-01-01T00:00:00.000+0000",NA,"1297",NA,"Silva, A.F.",1985,10,11,"Brazil","São Paulo","São José dos Campos","Mata da Estufa.",NA,NA,"Árvore 3,5m, flores brancas aromáticas..","BRA:UFPR:UPCB:0000058988",NA,"Miconia castaneiflora Naudin"
"9",NA,"Instituto de Botânica, IBT","SP","209678","Miconia castaneiflora Naudin","Melastomataceae","Miconia","castaneiflora","Naudin","Goldenberg, R","1998-01-01T00:00:00.000+0000",NA,"50",NA,"Macedo, ICC; Guerra, TP; Toledo, CB",1984,10,24,"Brazil","São Paulo","São Paulo","Reserva do Parque Estadual das Fontes do Ipiranga",0,0,NA,"BRA:IBt:SP:0000209678",NA,"Miconia castaneiflora Naudin"
"10",NA,"NY","NY","521281","Miconia castaneiflora Naudin","Melastomataceae","Miconia","castaneiflora","Naudin","J. J. Wurdack","1978-01-01T00:00:00.000+0000",NA,"3219",NA,"P. J. M. Maas",1977,10,12,"Brazil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia, disturbed forest near Veu da Noiva.",-44.620416,-22.427893,NA,"9d253a3f-52b3-442b-be35-763fa7bc97fa",NA,"Miconia castaneiflora Naudin"
