"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","comments"
"1",NA,"F","Botany","V0136278F","Miconia cubatanensis Hoehne",NA,"Melastomataceae","Miconia","cubatanensis",NA,"Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"1367c260-900b-45a5-b2d1-51560489d4fc",NA,"Miconia cubatanensis Hoehne",NA
"2",NA,"F","Botany","V0136273F","Miconia cubatanensis Hoehne",NA,"Melastomataceae","Miconia","cubatanensis",NA,"Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"0a46c73b-919b-41af-9fbc-39ee83913519",NA,"Miconia cubatanensis Hoehne",NA
"3",NA,"NY","NY","03315112","Miconia cubatanensis Hoehne",NA,"Melastomataceae","Miconia","cubatanensis",NA,"Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"4bf29ff7-e52c-4692-b070-30bfd973cc40",NA,"Miconia cubatanensis Hoehne",NA
"4",NA,"F","Botany","V0136265F","Miconia cubatanensis Hoehne",NA,"Melastomataceae","Miconia","cubatanensis",NA,"Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"3875b6be-93c3-4303-a751-6056cfa25f19",NA,"Miconia cubatanensis Hoehne",NA
"5",NA,"F","Botany","V0136264F","Miconia cubatanensis Hoehne",NA,"Melastomataceae","Miconia","cubatanensis",NA,"Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"492ceb3b-3641-48e9-8006-2b473b11a6ac",NA,"Miconia cubatanensis Hoehne",NA
"6",NA,"F","Botany","V0136267F","Miconia cubatanensis Hoehne",NA,"Melastomataceae","Miconia","cubatanensis",NA,"Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"eb46bff9-8d1f-4419-b78d-d7d4b72faf15",NA,"Miconia cubatanensis Hoehne",NA
"7","2017-10-09T00:00:00.000+0000","E","E","E00878077","Miconia cubatanensis Hoehne",NA,"Melastomataceae","Miconia","cubatanensis",NA,"Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://data.rbge.org.uk/herb/E00878077",NA,"Miconia cubatanensis Hoehne",NA
"8",NA,"F","Botany","V0136280F","Miconia cubatanensis Hoehne",NA,"Melastomataceae","Miconia","cubatanensis",NA,"Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"54f72a22-be45-4670-a2ce-b6ced8601445",NA,"Miconia cubatanensis Hoehne",NA
"9",NA,"NY","NY","03287789","Miconia cubatanensis Hoehne",NA,"Melastomataceae","Miconia","cubatanensis",NA,"Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"a4c202ee-2e79-4880-81a1-846196c2bf30",NA,"Miconia cubatanensis Hoehne",NA
"10",NA,"F","Botany","V0136266F","Miconia cubatanensis Hoehne",NA,"Melastomataceae","Miconia","cubatanensis",NA,"Hoehne",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"f24d2e7f-0946-4498-af00-1c1383e925e7",NA,"Miconia cubatanensis Hoehne",NA
