"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments","bibliographicCitation"
"1",NA,"UFMA","MAR","4068","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley",NA,NA,NA,994,"Almeida JR., E. B.",2013,7,12,"Brazil","Maranhão","São José de Ribamar","Restinga do Sitio Aguahy (Reserva da Meck)",-44.1516,-2.646625,"erva, ca. 30 cm, pétalas brancas e estames roxos","BRA:UFMA:MAR:0000004068","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
"2",NA,"UFMA","MAR","4054","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley",NA,NA,NA,88,"Serra, F. C. V.",2013,9,28,"Brazil","Maranhão","São José de Ribamar","Restinga do Sitio Aguahy (Meck)",-44.1516,-2.646625,"corola branca e lilás, estames branco e amarelo , fruto laranja","BRA:UFMA:MAR:0000004054","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
"3",NA,"UFMA","MAR","4058","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley",NA,NA,NA,201,"Serra, F. C. V.",2013,10,17,"Brazil","Maranhão","São José de Ribamar","Restinga do Sitio Aguahy (Meck)",-44.1516,-2.646625,"arbusto, ca. 2 m, corola alva","BRA:UFMA:MAR:0000004058","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
"4",NA,"UFMA","MAR","4057","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley",NA,NA,NA,199,"Serra, F. C. V.",2013,10,17,"Brazil","Maranhão","São José de Ribamar","Restinga do Sitio Aguahy (Meck)",-44.1516,-2.646625,"arbusto, ca. 2 m,presença de botões florais","BRA:UFMA:MAR:0000004057","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
"5",NA,"UFMA","MAR","4059","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley",NA,NA,NA,203,"Serra, F. C. V.",2013,10,17,"Brazil","Maranhão","São José de Ribamar","Restinga do Sitio Aguahy (Meck)",-44.1516,-2.646625,"arbusto, ca. 2 m, corola alva","BRA:UFMA:MAR:0000004059","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
"6",NA,"UFPR","UPCB","84932","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley","Goldenberg, R.","2015-01-01T00:00:00.000+0000",NA,2086,"Perdiz, R.O.",2013,12,6,"Brazil","Roraima","Caracaraí","Parque Nacional da Serra da Mocidade, Igarapé do Leite, pequeno curso de água tributário do Rio Capivara. Margem direita do rio, próximo ao acampamento. Vegetação ripária. Floresta sazonalmente inundada",NA,NA,"Arvore ca. 10m de altura. Folhas verdes discolores. Cálice verde. Corola alva. Frutos laranjas vermelhos..","BRA:UFPR:UPCB:0000084932","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
"7",NA,"UFPR","UPCB","81938","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley","Goldenberg, R.","2015-01-01T00:00:00.000+0000",NA,2086,"Perdiz, R.O.",2013,12,6,"Brazil","Roraima","Caracaraí","Parque Nacional da Serra da Mocidade, Igarapé do Leite, pequeno curso de água tributário do rio Capivara. Margem direita do rio, próximo ao acampamento. Vegetação ripária. Floresta sazonalmente inundada",NA,NA,"Árvore ca. 10m de altura. Folhas verdes discolores. Cálice verde. Corola alva. Frutos laranjas e vermelhos..","BRA:UFPR:UPCB:0000081938","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
"8",NA,"UFMA","MAR","4055","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley",NA,NA,NA,126,"Serra, F. C. V.",2012,12,8,"Brazil","Maranhão","São José de Ribamar","Restinga do Sitio Aguahy (Meck)",-44.1516,-2.646625,"arvoreta, ca. 3m, pétalas brancas na base e róseas no ápice, estames amarelos, fruto laranja","BRA:UFMA:MAR:0000004055","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
"9",NA,"UFMA","MAR","4056","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley",NA,NA,NA,138,"Serra, F. C. V.",2012,12,8,"Brazil","Maranhão","São José de Ribamar","Restinga do Sitio Aguahy (Meck)",-44.1516,-2.646625,"arvoreta. ca. 3m, galhos retorcidos, corola alva","BRA:UFMA:MAR:0000004056","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
"10",NA,"NY","NY","245870","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley",NA,NA,"ISOTYPE",502,"M. J. G. Hopkins",1986,6,2,"Brazil","Roraima",NA,"T. F. Roraima: BR 174, Manaus-CaracaraÃ­, km 523",-60.542693,1.289304,NA,"7f6f2020-7ee1-46fb-9aa3-485de4126036","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
"11","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","143100","Votomita roraimensis T.Morley","Melastomataceae","Votomita","roraimensis","T.Morley","Morley, T.","1988-01-01T00:00:00.000+0000",NA,502,"Hopkins, MJG",1986,6,2,"Brazil","Roraima",NA,"BR 174, Manaus-Caracaraí, km 523., In damp water logged woodland.",-60.72,1.370758,NA,"urn:catalog:inpa:herbarium:71221","Votomita roraimensis T.Morley",NA,NA,NA,NA,NA
