"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","168624","Miconia baumgratziana R.Goldenb. & C.V.Martin",NA,"Melastomataceae","Miconia","baumgratziana","R.Goldenb. & C.V.Martin",NA,"2011-02-10T00:00:00.000+0000",NA,"860",NA,"Caddah, MK; Reginato, M; Goldenberg, R; Michelangeli, FA; Machado, N",2011,2,10,"Brazil","Rio de Janeiro","Santa Maria Madalena","Pico do Desengano, trilha para o Alto.",-42.523889,-22.484722,NA,"BRA:UFMG:BHCB:0000168624",NA,"Miconia baumgratziana R.Goldenb. & C.V.Martin"
"2",NA,"NY","NY","1738497","Miconia baumgratziana R.Goldenb. & C.V.Martin",NA,"Melastomataceae","Miconia","baumgratziana","R.Goldenb. & C.V.Martin",NA,NA,NA,"1542",NA,"R. Goldenberg",2011,2,11,"Brazil","Rio de Janeiro",NA,"Estrada para Muribeca (base do Desengano)",-41.92714,-21.87797,NA,"64262ecb-ed44-4626-920f-d56fae762316",NA,"Miconia baumgratziana R.Goldenb. & C.V.Martin"
"3","2014-03-21T15:15:00.000+0000","MO","MO","100684044","Miconia baumgratziana R.Goldenb. & C.V.Martin",NA,"Melastomataceae","Miconia","baumgratziana","R.Goldenb. & C.V.Martin",NA,NA,NA,"Goldenberg 1542",NA,"Renato Goldenberg|Fabián A. Michelangeli|Mayara K. Caddah|Marcelo Reginato",2011,2,11,"Brazil","Rio de Janeiro",NA,"Santa Maria Madalena, Estrada para Muribeca (base do Desengano)",-41.918333,-21.868333,NA,"urn:catalog:MO:Tropicos:100684044","http://www.tropicos.org/Specimen/100684044","Miconia baumgratziana R.Goldenb. & C.V.Martin"
"5","2013-07-01T10:21:00.000+0000","MO","MO","100607927","Miconia baumgratziana R.Goldenb. & C.V.Martin",NA,"Melastomataceae","Miconia","baumgratziana","R.Goldenb. & C.V.Martin","M.K. Caddah","2011-01-01T00:00:00.000+0000",NA,"Caddah 860",NA,"Mayara K. Caddah|Marcelo Reginato|Renato Goldenberg|Fabián A. Michelangeli|Nancy Machado",2011,2,10,"Brazil","Rio de Janeiro",NA,"Pico do Desen.gano. Trilha para o Alto. (21° 89' 05"" S; 41° 91' 26"" W)",NA,NA,NA,"urn:catalog:MO:Tropicos:100607927","http://www.tropicos.org/Specimen/100607927","Miconia baumgratziana R.Goldenb. & C.V.Martin"
"13",NA,"UFPR","UPCB","85318","Miconia baumgratziana R.Goldenb. & C.V.Martin",NA,"Melastomataceae","Miconia","baumgratziana","R.Goldenb. & C.V.Martin","Goldenberg, R.","2012-01-01T00:00:00.000+0000",NA,"415",NA,"Uhlmann, A. et al.",2011,8,31,"Brazil","Rio de Janeiro","Nova Friburgo","Antena SBT",-42.564167,-22.359167,"Floresta Ombrófila Densa Montana..","BRA:UFPR:UPCB:0000085318",NA,"Miconia baumgratziana R.Goldenb. & C.V.Martin"
"14",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","62915","Miconia baumgratziana R.Goldenb. & C.V.Martin",NA,"Melastomataceae","Miconia","baumgratziana","R.Goldenb. & C.V.Martin","Baumgratz, J.F.A & Bandeira, B.C.","2012-12-10T00:00:00.000+0000",NA,"52",NA,"Bandeira, B.C.",2011,11,2,"Brazil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Orgãos, Verruga do Frade, Travessia da Neblina.",NA,NA,"Arbusto, ca 2,5 m alt., folhas cartáceas discolores, botões pardacentos.","BRA:UFSC:FLOR:0000062915",NA,"Miconia baumgratziana R.Goldenb. & C.V.Martin"
"16","2014-07-07T21:57:34.000+0000","JBRJ","RB","RB00661126","Miconia baumgratziana R.Goldenb. & C.V.Martin",NA,"Melastomataceae","Miconia","baumgratziana","R.Goldenb. & C.V.Martin","B.C. Bandeira & J.F.A. Baumgratz",NA,NA,"51",NA,"B.C. Bandeira; J.F.A. Baumgratz, F.M. Pinheiro, F.F.V.A. Barberena, L.F. Gonçalves & T.E.C. Meneguzzo",2011,11,2,"Brazil","Rio de Janeiro","Rio de Janeiro","Verruga do Frade, travessia da Neblina a 1600 m de altitude. PARNA Serra dos Orgãos",NA,NA,"Arbusto ca. 2,5m folhas cartáceas discolores.","urn:catalog:JBRJ:RB:661126",NA,"Miconia baumgratziana R.Goldenb. & C.V.Martin"
"17",NA,"UFPR","UPCB","67198","Miconia baumgratziana R.Goldenb. & C.V.Martin",NA,"Melastomataceae","Miconia","baumgratziana","R.Goldenb. & C.V.Martin","Caddah, M.K.","2010-02-01T00:00:00.000+0000",NA,"730",NA,"Caddah, M.K.",2010,1,19,"Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para Pedra do Sino.",NA,NA,NA,"BRA:UFPR:UPCB:0000067198",NA,"Miconia baumgratziana R.Goldenb. & C.V.Martin"
"20",NA,"MBML","MBML-HERBARIO","37551","Miconia baumgratziana R.Goldenb. & C.V.Martin",NA,"Melastomataceae","Miconia","baumgratziana","R.Goldenb. & C.V.Martin","L. Bacci/25-XI-2013",NA,NA,"1255",NA,"R. Goldenberg; C.N.Fraga, R.C.Forzza, A.P.Fontana & L.C.Kollmann",2009,1,19,"Brazil","Espírito Santo","Viana","Arredores da Reserva Biológica de Duas Bocas. São Paulo de Viana, Propriedade do Valtinho. Vegatação rupícola, herbácea ou florestal, sobre inselberg.",-40.541667,-20.306389,"Árvore 8m. Botões tetrâmeros, com pétalas brancas.","BRA:MBML:MBML-HERBARIO:0000037551",NA,"Miconia baumgratziana R.Goldenb. & C.V.Martin"
"23",NA,"NY","NY","01318251","Miconia baumgratziana R.Goldenb. & C.V.Martin",NA,"Melastomataceae","Miconia","baumgratziana","R.Goldenb. & C.V.Martin","M. K. Caddah","2011-01-01T00:00:00.000+0000",NA,"9738",NA,"F. Almeda",2009,3,8,"Brazil","Rio de Janeiro",NA,"Distrito de Mury.  Serra dos Orgãos.  Estrada da Torre Repetidora (the Sistema Brasileiro Televisão TV tower) south of Nova Friburgo on an unnamed peak west of Pico de Caledônia.",-42.5736,-22.35947,NA,"dfaf2cd8-dee3-432f-8c61-5dda3f80541d",NA,"Miconia baumgratziana R.Goldenb. & C.V.Martin"
