"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"24",NA,"MBML","MBML-HERBARIO","14633","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","R. Goldenberg/2011",NA,"PARATYPE","3799","L. Kollmann; et al",2001,5,31,"Brazil","Espírito Santo","Santa Teresa","Santo Antônio",-40.589167,-19.922222,"Árvore 10m. DAP 12cm. Fuste 2m. Frutos vermelhos.","BRA:MBML:MBML-HERBARIO:0000014633","Miconia dorsaliporosa R.Goldenb. & Reginato"
"27",NA,"MBML","MBML-HERBARIO","15387","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","R. Gondenberg/2011",NA,"PARATYPE","4722","L. Kollmann; et al",2001,9,25,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Árvore 13m. DAP 8cm. Fuste 10m. Frutos pretos.","BRA:MBML:MBML-HERBARIO:0000015387","Miconia dorsaliporosa R.Goldenb. & Reginato"
"29",NA,"MBML","MBML-HERBARIO","15264","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","R. Goldenberg/2011",NA,"PARATYPE","4616","L. Kollmann; et al",2001,9,18,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",-40.553056,-19.9075,"Árvore 12m. DAP 22cm. Fuste 3m. Frutos pretos. Folhas marrons lado abaxial.","BRA:MBML:MBML-HERBARIO:0000015264","Miconia dorsaliporosa R.Goldenb. & Reginato"
"33",NA,"UFPR","UPCB","84184","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,"PARATYPE","2049","Kollmann, L.",1999,3,9,"Brazil","Espírito Santo","Santa Teresa","Santo Antônio, Terreno do Boza",NA,NA,"Arvoreto 9m. Dap 15cm. Fuste 4m. Botões marrons.","BRA:UFPR:UPCB:0000084184","Miconia dorsaliporosa R.Goldenb. & Reginato"
"36",NA,"UFPR","UPCB","84173","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,"PARATYPE","750","Lopes, W.P.",1999,5,27,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia. Trilha da pinguela",NA,NA,"Árvore 8m. DAP 23cm. Fuste 5m. Frutos maturos marrons. Ambiente ensolarado..","BRA:UFPR:UPCB:0000084173","Miconia dorsaliporosa R.Goldenb. & Reginato"
"39",NA,"MBML","MBML-HERBARIO","8015","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","R. Goldenberg/2011",NA,"PARATYPE","263","L. Kollmann; E. Bausen & W. Pizziolo",1998,7,16,"Brazil","Espírito Santo","Santa Teresa","Dois Pinheiros",-40.59,-19.933333,"Mata de encosta. Árvore 10m. DAP 25cm.","BRA:MBML:MBML-HERBARIO:0000008015","Miconia dorsaliporosa R.Goldenb. & Reginato"
"41",NA,"UFPR","UPCB","84178","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,"PARATYPE","178","Kollmann, L.",1998,7,8,"Brazil","Espírito Santo","Santa Teresa","São Lourenço. Mata Fria. Terreno de Clerio Loss.",NA,NA,"Mata de encosta. Árvore 14m. DAP 15cm. Frutos pretos..","BRA:UFPR:UPCB:0000084178","Miconia dorsaliporosa R.Goldenb. & Reginato"
"45",NA,"US","Botany","3036001","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,NA,"167","F. Santos",1984,1,19,"Brazil","Bahia",NA,"Área da Estação Ecoógica do Pau-brasil (ESPAB), cerca de 16 km a W de Porto Seguro, Rod. BR-367 (Porto Seguro-Eunápolis).",NA,NA,NA,"http://n2t.net/ark:/65665/3ed2758b9-320f-4ac3-805d-e02facacde3e","Miconia dorsaliporosa R.Goldenb. & Reginato"
"46",NA,"US","Botany","2914032","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,NA,"20/1980","A. Rylands",1980,8,27,"Brazil","Bahia",NA,"Estação Experimental Lemos Maia. CEPLAC. Lado oeste da sede nova da estação",NA,NA,NA,"http://n2t.net/ark:/65665/327e000ee-fb3c-4f3e-9fac-98363bfa0c32","Miconia dorsaliporosa R.Goldenb. & Reginato"
"47",NA,"US","Botany","2860282","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,NA,"12148","S. A. Mori, R. M. King, A. M. Carvalho & A. Euponino",1979,7,6,"Brazil","Bahia",NA,"a 5 km a W de Santa Cruz de Cabrália",-39.05,-16.27,NA,"http://n2t.net/ark:/65665/34ed75de1-af6c-4a1e-997a-72ef2e894a13","Miconia dorsaliporosa R.Goldenb. & Reginato"
"50",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","22466","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","J. F. A. Baumgratz",NA,NA,"20","A. Rylands",NA,NA,NA,"Brazil","Bahia","una","A W da Estação Experimental Lemos Maia.",NA,NA,"Ambiente: Mata primaria. Habito: Árvore","BRA:CEPLAC:CEPEC:0000022466","Miconia dorsaliporosa R.Goldenb. & Reginato"
"52",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","34042","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","R. Goldenberg",NA,NA,"167","F. S. Santos",NA,NA,NA,"Brazil","Bahia","SANTA CRUZ CABRÁLIA","Área da Estção Ecológica do Pau-brasil (ESPAB). CEPLAC. Ca. 16Km a W de Porto Seguro, Rod. BR-367.",NA,NA,"Ambiente: Mata Higrófila. Habito: Árvore","BRA:CEPLAC:CEPEC:0000034042","Miconia dorsaliporosa R.Goldenb. & Reginato"
