"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1",NA,"MBML","MBML-HERBARIO","46161","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","R. Goldenberg/2015",NA,NA,"7725","A. P. Fontana; H. Neto",2013,8,2,"Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, Estação Biológica de Santa Lúcia, Trilha do Túmulo, margem do rio Timbuí",NA,NA,"Árvore ca 8m. Frutos vináceos","BRA:MBML:MBML-HERBARIO:0000046161","Miconia dorsaliporosa R.Goldenb. & Reginato"
"3","2012-12-05T00:00:00.000+0000","K","Herbarium","K000850298","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,NA,"915","Goldenberg, R.; Labiak, P.; Kaehler, M.; Matos, F.B.; Koll, L.",2007,7,12,"Brazil",NA,"Santa Teresa","Alto de Santo Antonio. Terreno do Bozza.",-40.59,-19.91,"(material em sílica).","http://specimens.kew.org/herbarium/K000850298","Miconia dorsaliporosa R.Goldenb. & Reginato"
"4","2017-10-18T17:39:31.000+0000","JBRJ","RB","RB00617031","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,"PARATYPE","915","R. Goldenberg; P. Labiak, M.Kaehler, F.B. Kaehler, L. Koll",2007,7,12,"Brazil","Espírito Santo","Santa Teresa","Alto de Santo Antônio, terreno do Bozza.",-40.591111,-19.908611,"Árvore 14m de alt. frutos com uma ou duas sementes, aparentemente maduros com tonalidade purpúrea a avermelhado.","urn:catalog:JBRJ:RB:617031","Miconia dorsaliporosa R.Goldenb. & Reginato"
"5",NA,"NY","NY","01318244","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,NA,"915","R. Goldenberg",2007,7,12,"Brazil","EspÃ­rito Santo",NA,"Alto de Santo Antonio.  Terreno do Bozza.  Mata AtlÃ¢ntica de encosta.",-40.5911,-19.9086,NA,"58674584-444c-4799-b254-230b9dc97281","Miconia dorsaliporosa R.Goldenb. & Reginato"
"10",NA,"UFPR","UPCB","84182","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,"PARATYPE","8572","Kollmann, L.",2006,1,19,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",NA,NA,"Arvoreto 6m. Estéril.","BRA:UFPR:UPCB:0000084182","Miconia dorsaliporosa R.Goldenb. & Reginato"
"12","2017-10-15T15:41:04.000+0000","JBRJ","RB","RB00531111","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","R. Goldenberg","2010-01-01T00:00:00.000+0000","ISOTYPE","851","Paixão, J.L; L. Carlos,  A. Jardim, M. Del Rei & Mardel",2006,3,19,"Brazil","Bahia","Almadina","Serra do Corcovado. Rod Almadina/ Coaraci, ca. 5 Km.",-39.6025,-14.703611,"Arbusto, ca. 8 m alt.Folhas discolores. Frutos imaturos violeta","urn:catalog:JBRJ:RB:531111","Miconia dorsaliporosa R.Goldenb. & Reginato"
"16",NA,"UFES","VIES","14252","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,"1905-07-06T00:00:00.000+0000",NA,"237","Saiter, F.Z.",2004,3,2,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.",NA,NA,"SW1940","BRA:UFES:VIES:0000014252","Miconia dorsaliporosa R.Goldenb. & Reginato"
"17",NA,"UFPR","UPCB","84180","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato",NA,NA,"PARATYPE","6205","Kollmann, L.",2003,5,29,"Brazil","Espírito Santo","Santa Maria de Jetibá","Rio das Pedras, terreno de Paulo Kuzanki",NA,NA,"Arvoreto 6m, DAP 10cm, fuste 4m. Frutos vermelhos..","BRA:UFPR:UPCB:0000084180","Miconia dorsaliporosa R.Goldenb. & Reginato"
"19",NA,"MBML","MBML-HERBARIO","24689","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","R. Goldenberg/2011",NA,"PARATYPE","67","Tadeu A. Cruz; et al",2003,7,5,"Brazil","Espírito Santo","Santa Teresa","Parque Natural Municipal de São Lourenço",-40.620278,-19.923889,"Área 2, parcela 2, árvore 12m, n°485, Dap 52cm. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000024689","Miconia dorsaliporosa R.Goldenb. & Reginato"
"20",NA,"UFES","VIES","14283","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","Goldenberg, R.","1905-07-06T00:00:00.000+0000",NA,"238","Saiter, F.Z.",2003,12,19,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.",NA,NA,"SW1940","BRA:UFES:VIES:0000014283","Miconia dorsaliporosa R.Goldenb. & Reginato"
"21","2013-09-17T08:35:25.000+0000","JBRJ","RB","RB00520131","Miconia dorsaliporosa R.Goldenb. & Reginato","Melastomataceae","Miconia","dorsaliporosa","R.Goldenb. & Reginato","R. Goldenberg","2012-03-15T00:00:00.000+0000","PARATYPE","144","R. R. Vervloet; E. Bausen",2002,4,18,"Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, Trilha da Educação Ambiental .",NA,NA,"Árvore 9 m, início da trilha, lado esquerdo, frutos de cor vinho claro","urn:catalog:JBRJ:RB:520131","Miconia dorsaliporosa R.Goldenb. & Reginato"
