"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"NY","NY","1290598","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley",NA,NA,NA,"8640","B. M. Boom",1988,11,25,"Brazil","Amazonas",NA,"Distrito Agropecuario, Reserva 1501 (""km 41"") of the WWF/INPA MCS project.",-59.74583,-2.41625,NA,"eb0cecbd-99c7-4fa4-8458-3762902918ba",NA,"Mouriri torquata Morley",NA,NA,NA,NA
"2",NA,"IAC","IAC","20990","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley",NA,"1969-10-15T00:00:00.000+0000",NA,"8589",NA,1969,10,10,"Brazil","Amazonas",NA,"Estrada Manaus-Itacoatiara Km 64",NA,NA,"Planta do Amazonas","BRA:IAC:IAC:0000020990",NA,"Mouriri torquata Morley",NA,NA,NA,NA
"3","2014-11-03T13:40:35.000+0000","JBRJ","RB","RB00240892","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley","T. Morley","1984-01-01T00:00:00.000+0000","PARATYPE",NA,"Ducke, A.",1919,6,23,"Brazil","Pará","Gurupá","Mata de terra firme.",NA,NA,"Árvore bastante grande, flores amarelas. n.v.: muiraúba","urn:catalog:JBRJ:RB:240892",NA,"Mouriri torquata Morley",NA,NA,NA,NA
