"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","131113","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke",NA,NA,NA,"672",NA,"Silva, LVC; Sobral, M; Troncoso, C; Garcia, L; Maciel, GM",2008,10,7,"Brazil","Pará","Parauapebas","Estrada Núcleo - Serra Sul",-50.336944,-6.297222,NA,"BRA:UFMG:BHCB:0000131113",NA,"Mouriri brachyanthera Ducke"
"2","2017-10-10T20:23:31.000+0000","JBRJ","RB","RB00739740","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","N.A. Rosa","1997-06-17T00:00:00.000+0000",NA,NA,NA,"D.R.L. Leonaldo",1997,3,11,"Brazil","Rondônia","Primavera de Rondônia",NA,NA,NA,"Flor","urn:catalog:JBRJ:RB:739740",NA,"Mouriri brachyanthera Ducke"
"4",NA,"Cenargen","CEN","22776","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","S. A. C. Chiea",NA,NA,"2771",NA,"Bruno Machado Teles Walter",1995,10,8,"Brazil","Go","CAMPINACU","Estrada que vai da fazenda Praia Grande (córrego Praia Grande) à Campinaçu e passa na entrada da fazenda Palmeiras do Maranhão.",-48.41667,-13.93333,"Corola internamente branca. Área de influência do AHE Serra da Mesa.","BRA:Cenargen:CEN:0000022776",NA,"Mouriri brachyanthera Ducke"
"5",NA,"Instituto de Botânica, IBT","SP","315304","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","Chiea, SAC","1998-01-01T00:00:00.000+0000",NA,"2771",NA,"Walter, BMT; Assis, MC; Nunes, RV; Litt, A",1995,10,8,"Brazil","Goiás","Campinaçu","Estrada que vai da Faz. Praia Grande (Cor. P. Grande)/ Campinaçu e passa na entrada da Faz. Palmeiras do Maranhão. Área de influência do AHE Serra da Mesa",-48.416667,-13.933333,NA,"BRA:IBt:SP:0000315304",NA,"Mouriri brachyanthera Ducke"
"6",NA,"Instituto de Botânica, IBT","SP","263311","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","Chiea, SAC",NA,NA,"2409",NA,"Pereira, BAS",1992,10,15,"Brazil","Distrito Federal","Brasília","APA da Cafuringa, Fazenda Palestina",0,0,NA,"BRA:IBt:SP:0000263311",NA,"Mouriri brachyanthera Ducke"
"7","2017-10-19T02:33:05.000+0000","JBRJ","RB","RB00240535","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","J. F. A. Baumgratz","1987-01-01T00:00:00.000+0000",NA,"190",NA,"M. M. Santos; Et al",1986,11,27,"Brazil","Pará","Marabá","Próx. a Brejo Meio.",-49.516667,-5.466667,"Fanerófita com 8m alt. Folha oposta. Botão rosa. Frequência fraca.","urn:catalog:JBRJ:RB:240535",NA,"Mouriri brachyanthera Ducke"
"8",NA,"NY","NY","1290252","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke",NA,NA,NA,"1012",NA,"O. C. Nascimento",1985,1,28,"Brazil","ParÃ¡",NA,"Serra dos CarajÃ¡s, prÃ³ximo ao viveiro.",0,0,NA,"37b976bd-656c-4f38-a873-46bc86a24c57",NA,"Mouriri brachyanthera Ducke"
"9","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","131751","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","Rosário, C.S.","1983-01-01T00:00:00.000+0000",NA,"305",NA,"Mike Hopkins",1983,1,27,"Brazil","Rondônia",NA,"Porto Velho, Guajará - Mirim, 8 linha do Yata",NA,NA,NA,"urn:catalog:inpa:herbarium:22767",NA,"Mouriri brachyanthera Ducke"
"10",NA,"NY","NY","1290258","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke",NA,NA,NA,"16226",NA,"S. A. Mori",1983,9,17,"Brazil","AmapÃ¡",NA,"Camaipi. EMBRAPA reserve and vicinity",-51.62,0.17,NA,"800b20ba-12da-4f99-8ff9-9b7751e2df84",NA,"Mouriri brachyanthera Ducke"
"11","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","158610","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","Silva, N.T. da",NA,NA,"5323",NA,"Mike Hopkins",1983,10,20,"Brazil","Pará",NA,"Amapá, aréa do Felipe V",NA,NA,NA,"urn:catalog:inpa:herbarium:183294",NA,"Mouriri brachyanthera Ducke"
"12","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","103885","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","Renner, S.S.","1982-01-01T00:00:00.000+0000",NA,"149",NA,"Mike Hopkins",1982,5,2,"Brazil","Amazonas",NA,"Estrada Humaitá-Porto Velho Km 60",-63,-8,NA,"urn:catalog:inpa:herbarium:196184",NA,"Mouriri brachyanthera Ducke"
"14",NA,"NY","NY","1290245","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke",NA,NA,NA,"6283",NA,"C. R. Sperling",1982,6,22,"Brazil","ParÃ¡",NA,"Serra dos CarajÃ¡s.  Ca. 20 km east of AMZA camp N-5, 7 km northwest of new airport.",-50.05,-6.07,NA,"c61fef6b-da41-42f9-9255-990468a90a97",NA,"Mouriri brachyanthera Ducke"
"15","2014-03-21T00:00:00.000+0000","K","Herbarium","K000968760","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","Morley, T.",NA,NA,"6283",NA,"Silva, M.G.; Rosario, C.S.; Sperling, C.R.; Condon, M.; Lima, R.P.; Santos, J.C.",1982,6,22,"Brazil",NA,NA,"20km east of AMZA camp N-5, 7km northwest of new airport.",-50.05,-6.07,"supported in greater part by the National Science Foundation and the Conselho Nacional de Desenvolvimento Científico e Tecnológico(CNPq)","http://specimens.kew.org/herbarium/K000968760",NA,"Mouriri brachyanthera Ducke"
"16","2011-03-24T17:27:00.000+0000","MO","MO","3263594","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","T. Morley","1985-01-01T00:00:00.000+0000",NA,"Sperling 6283",NA,"Calvin R. Sperling|Milton G. da Silva|M. Condon|Carlos S. Rosário|R. Pereira de Lima|J.C. dos Santos",1982,NA,NA,"Brazil","Pará",NA,"Ca. 20 km east of AMZA camp N-5, 7 km northwest of new airport. primary forest on thin soils along road and powerline.",-50.05,-6.06666,NA,"urn:catalog:MO:Tropicos:3263594","http://www.tropicos.org/Specimen/3263594","Mouriri brachyanthera Ducke"
"17","2014-03-21T00:00:00.000+0000","K","Herbarium","K000968757","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","Morley, T.",NA,NA,"3851",NA,"Silva, N.A.; Pinheiro, A.N.; Nelson, B.W.; Rosário, C.S.; Strudwick, J.J.; Sobel, G.L.",1981,7,27,"Brazil",NA,NA,"Lageira, airstrip on Rio Maicuru.",-54.43,-0.92,"Field work supported by The National Science Foundation and the Conselho Nacional de Desenvolvimento Científico e Tecnológico(CNPq).","http://specimens.kew.org/herbarium/K000968757",NA,"Mouriri brachyanthera Ducke"
"18","2017-03-16T09:31:14.000+0000","CAS","BOT-BC","540851","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke",NA,NA,NA,"3851",NA,"Strudwick, J J; Sobel, G L; Nelson, B. W.; Nazaré Pinheiro, A.; da Silva Rosário, C.; Alves da Silva, N.",1981,7,NA,"Brazil","Pará",NA,"Lageira, airstrip on Rio Maicuru",-54.433333,-0.916667,"Tree, 12 m. Fruits green.","urn:catalog:CAS:BOT-BC:540851",NA,"Mouriri brachyanthera Ducke"
"19",NA,"NY","NY","1290250","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke",NA,NA,NA,"3851",NA,"J. J. Strudwick",1981,7,27,"Brazil","ParÃ¡",NA,"Lageira, airstrip on Rio Maicuru",-54.433333,-0.916667,NA,"32fcac9a-3ecf-4a67-a942-f7006d1fc384",NA,"Mouriri brachyanthera Ducke"
"20","2013-12-30T20:32:00.000+0000","MO","MO","3258557","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","T. Morley","1984-01-01T00:00:00.000+0000",NA,"Strudwick 3851",NA,"J.J. Strudwick|G.L. Sobel|Bruce W. Nelson|A. Nazare P.|C. da Silva R.|N. Alves da Silva",1981,7,27,"Brazil","Pará",NA,"Lageira, airstrip on rio maicuru. Lowland forest.",-54.43333,0.91666,NA,"urn:catalog:MO:Tropicos:3258557","http://www.tropicos.org/Specimen/3258557","Mouriri brachyanthera Ducke"
"21","2008-05-27T22:02:00.000+0000","MO","MO","3258445","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","T. Morley","1984-01-01T00:00:00.000+0000",NA,"Daly 1774",NA,"Douglas C. Daly",1981,12,6,"Brazil","Pará",NA,"Serra dos carajas, 20-25 km NW of Serra Norte mining camp . Semi-deciduous forest and scrub.",-50.43333,-5.91666,NA,"urn:catalog:MO:Tropicos:3258445","http://www.tropicos.org/Specimen/3258445","Mouriri brachyanthera Ducke"
"22",NA,"NY","NY","1290249","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke",NA,NA,NA,"1909",NA,"D. C. Daly",1981,12,NA,"Brazil","Pará",NA,"Serra dos Carajás: ""Azul"", near camp at Serra Norte (22 km NW, then 10-15 km SW).",-50.47,-5.98,NA,"6ec34536-c0e1-46a6-9190-a9f1111c99c1",NA,"Mouriri brachyanthera Ducke"
"23","2014-03-21T00:00:00.000+0000","K","Herbarium","K000968756","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","Morley, T.",NA,NA,"1909",NA,"Callejas, R.; Silva, M.G.; Taylor, E.L.; Santos, M.R.; Daly, D.C.; Rosario, C.",1981,12,8,"Brazil",NA,NA,"Serra dos Carajás, near camp at Serra Norte (22 km NW, then 10-15km SW).",-50.47,-5.98,"Plants collected under the joint sponsorship of the National Science Foundation Latin-American collaborative program and the Conselho Nacional de Desenvolvimento Cientifico e Tecnologico in collaboration with the Instituto Nacional de Pesquisas da Amazoni","http://specimens.kew.org/herbarium/K000968756",NA,"Mouriri brachyanthera Ducke"
"24",NA,"IEPA","HAMAB","4631","Mouriri brachyanthera Ducke","Melastomataceae","Mouriri","brachyanthera","Ducke","Morley, T.","1984-01-01T00:00:00.000+0000",NA,"1774",NA,"Daly, D.C.",1981,12,6,"Brazil","Pará","Serra dos Carajás","Serra dos Carajás, 20-25 Km NW of Serra Norte mining camp",-50.433333,-5.916667,"Tree 20m tall, buds cream tinged with pink. Semi-deciduos forest and shrub.","BRA:IEPA:HAMAB:0000004631",NA,"Mouriri brachyanthera Ducke"
