"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments"
"1","2018-08-22T11:15:38.000+0000","JBRJ","RB","RB01396516","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana","B. Valente; J. F. A. Baumgrantz","2018-01-01T00:00:00.000+0000",NA,"812",NA,"J. F. A. Baumgrantz; L. C. Giordano; M. Bovini; A. K. Z. Augustin; A. C. Aguiar; J. Silva",2018,8,4,"Brazil","Rio de Janeiro","Macaé","Distrito de Frade, Crubixás, trilha para o Pico de Frade, subida pela Fazenda Crubixás.",-42.083333,-22.2,"Ciófila. Ramos e pecíolos castanhos verdes; folhas verdes discolores, face adaxial brilhosa; raque verde-castanhas. Frutos imaturos verdes.","urn:catalog:JBRJ:RB:1396516",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"2","2017-01-17T15:45:16.000+0000","JBRJ","RB","RB01214636","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana","T. Lorenzetti & J. F. A. Baumgratz","2016-07-13T00:00:00.000+0000",NA,"14",NA,"T. Lorenzetti; B. Valente",2016,6,30,"Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, Setor A, Lago das Fadas.",-43.269167,-22.960278,"Flores brancas","urn:catalog:JBRJ:RB:1214636",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"4","2017-01-17T15:45:13.000+0000","JBRJ","RB","RB01214635","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana","T. Lorenzetti","2016-07-13T00:00:00.000+0000",NA,"13",NA,"T. Lorenzetti; B. Valente",2016,6,30,"Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, Setor A, estacionamento próximo à entrada da trilha para a Pedra do Conde.",-43.278056,-22.958889,"Flores brancas","urn:catalog:JBRJ:RB:1214635",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"6",NA,"UFPR","UPCB","91297","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana","Rosa, P.","2017-01-01T00:00:00.000+0000",NA,"591",NA,"Rosa, P. et al.",2016,7,12,"Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Cume do Morro Queimado",-43.256111,-22.962222,"Floresta Ombrófila Densa. Terrícola, heliófila. Pecíolo vinoso, folhas discolores. Cálice persistente, fruto imaturo. Altura: 4m. Árvore.","BRA:UFPR:UPCB:0000091297",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"8","2017-10-15T11:59:26.000+0000","JBRJ","RB","RB01181997","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana","K. C. Silva-Gonçalves & P. Rosa",NA,NA,"869",NA,"P. Rosa; C. Baez, T. Lima, D. Maurenza, R. Negrão, L. Moraes, A. Moura",2016,8,7,"Brazil","Rio de Janeiro","Nova Friburgo","Serra de Macaé de Cima, localidade de Rio Bonito, mata atrás da pousada Estalagem de propriedade de Bruce Leitmann. Na trilha. Área de encosta, à 50 m esquerda do riacho. APA Macaé de Cima",-42.429444,-22.402778,"Ciófila, caule ferruginoso devido ao indumento, folhas discolores verdes, face abaxial mais verde com as nervuras ferrugíneas.","urn:catalog:JBRJ:RB:1181997",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"10",NA,"UFPR","UPCB","91753","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana",NA,NA,NA,"677",NA,"Moraes, M. et al.",2016,10,5,"Brazil","Rio de Janeiro","Nova Friburgo","Curuzu, Morro Possolé (Porcelet) Trilha saindo do Sítio Itororó, propriedade da família Dungs.",NA,NA,"Mata com trechos em regeneração. Mata de encosta.. Arbusto, 2m, no sub-bosque. Pedicelos e cálices com nuances vinosos, estames alvos.","BRA:UFPR:UPCB:0000091753",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"13",NA,"Universidade Federal de Mato Grosso (UFMT)","CNMT","5124","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana","Santos, J. P.","2015-02-26T00:00:00.000+0000",NA,"49",NA,"França, A. L. ; Giacoppini, D.R.;Silva, G.M.X.",2015,9,NA,"Brazil","Mato Grosso","Cotriguaçu","FazendaSão Nicolau",-58.219828,-9.847428,"Com várias ramificações.","BRA:UFMT:CNMT:0000005124",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"14","2017-10-14T12:12:40.000+0000","JBRJ","RB","RB01058308","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana",NA,NA,NA,"257",NA,"K.C. Silva-Gonçalves; F.S. Gonçalves",2013,7,6,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","REGuapiaçu, Trilha Vermelha. Área de interseção com o Parque Estadual dos Três Picos.",NA,NA,"ÁRvore ca. 2,50m alt. Folhas verde escura na face adaxial e verde claro na face abaxial. Frutos verdes","urn:catalog:JBRJ:RB:1058308",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"15",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA116820","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana","Souza, V.C.","2012-01-01T00:00:00.000+0000",NA,"34302",NA,"Souza, V.C.",2012,1,NA,"Brazil","São Paulo","Miracatu",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA116820",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"16","2017-10-14T07:16:49.000+0000","JBRJ","RB","RB01058362","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana",NA,NA,NA,"132",NA,"K.C. Silva-Gonçalves",2012,7,28,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","REGuapiaçu, Trilha Verde.",NA,NA,"Árvore ca. 6,5m alt. Ramo jovem cobre. Folha verde escura na face adaxial e acobreada clara na face abaxial","urn:catalog:JBRJ:RB:1058362",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"17","2017-10-14T12:30:21.000+0000","JBRJ","RB","RB01058366","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana",NA,NA,NA,"133",NA,"K.C. Silva-Gonçalves",2012,7,28,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","REGuapiaçu, Trilha Verde.",NA,NA,"Árvore ca. 6m alt. Ramos jovens cobre. Folha verde escura na face adaxial e acobreada clara. Botões brancos","urn:catalog:JBRJ:RB:1058366",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"18","2017-10-14T06:10:42.000+0000","JBRJ","RB","RB01058368","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana",NA,NA,NA,"166",NA,"K.C. Silva-Gonçalves",2012,8,26,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","REGuapiaçu, Trilha Preta.",NA,NA,"ÁRvore ca. 7m alt. Folha verde escuro na face adaxial e ferrugínea na face abaxial. Fruto jovem verde claro e adulto vinho","urn:catalog:JBRJ:RB:1058368",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"19",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","47780","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana","Santos Filho, L.A.F.","2011-06-13T00:00:00.000+0000",NA,"189",NA,"Santos Filho, L.A.F.",2011,6,13,"Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Margeando a estrada do Parque em direção ao estacionamento da barragem, Km 2,4.",NA,NA,"arvoreta. Ramos, pecíolos e raques pardacentos; folhas verdes discolores, com a face abaxial com nervura pardacenta; inflorescência com botões e flores com cálice verde, pétalas alvas verde, pétalas a","BRA:UFSC:FLOR:0000047780",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
"20",NA,"UNICAMP","UEC","167025","Miconia brasiliensis (Spreng.) Triana",NA,"Melastomataceae","Miconia","brasiliensis","(Spreng.) Triana","Silva, C.A.","2011-10-01T00:00:00.000+0000",NA,"213",NA,"Stefani, E.J.F.; Belinello, R.; Galvão, J.C.",2011,6,29,"Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar",-45.541667,-23.585833,"Árvore com 10 m.; Mata Atlântica.","BRA:UNICAMP:UEC:0000167025",NA,"Miconia brasiliensis (Spreng.) Triana",NA,NA
