"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","fieldNumber","comments"
"1",NA,"NY","NY","1290600","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley",NA,NA,NA,"19","M. A. Freitas",1990,8,22,"Brazil","Amazonas",NA,"Distrito AgropecuÃ¡rio, Reserva 1501 - km 41 da Smithsonia/INPA - Projeto DinÃ¢mica BiolÃ³gica dos Fragmentos Florestais.",-54.82083,-2.41625,NA,"c9e2caea-e67d-420a-90f0-3f71c086793f",NA,"Mouriri torquata Morley",NA,NA,NA,NA
"2","2017-10-15T09:10:32.000+0000","JBRJ","RB","RB00240884","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley","T. Morley","1990-01-01T00:00:00.000+0000",NA,"8640","B. Bomm; M. Pacheco, et al.",1988,11,25,"Brazil","Amazonas","Amazonas","Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project.",-59.727778,-2.407222,"Tree 25 m tall, 41.0 cm dbh. Bole compressed. Not butteressed. Outer bark fissured, soft, light brown; inner bark soft, plain, yellowish-brown. Sapwood light yellow . No exudate. Photos.","urn:catalog:JBRJ:RB:240884",NA,"Mouriri torquata Morley",NA,NA,NA,NA
"3",NA,NA,"Botany","U.1389682","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley",NA,NA,NA,NA,"Boom BM; Pacheco M; Palheta E; Souza S de",1988,11,25,"Brazil",NA,NA,"Amazonas: Distrito Agropecuario, Reserva 1501 (km 41) of the WWF/INPA MCS project, non flooded moist forest.",-59.740833,-2.413083,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1389682",NA,"Mouriri torquata Morley",NA,NA,NA,NA
"5","2014-03-20T00:00:00.000+0000","K","Herbarium","K000968635","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley","Morley, T.",NA,NA,"8640","Pacheco, M.; Souza, S.; Boom, B.; Palheta, E.",1988,11,25,"Brazil",NA,NA,"Distriro Agropecuário, Reserva 1501 (Km 41) of the WWF/INPA MCS Project.",-59.73,-2.41,"Funded by the World Wildlife Fund -U.S.","http://specimens.kew.org/herbarium/K000968635",NA,"Mouriri torquata Morley",NA,NA,NA,NA
"6",NA,"NY","NY","1290599","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley",NA,NA,NA,"3062","B. V. Rabelo",1984,12,23,"Brazil","AmapÃ¡",NA,"Road under construction which will connect MacapÃ¡ and Monte Dourado, vicinity of Rio Preto, 73-80 km WSW of MacapÃ¡",-51.78,-0.1,NA,"48047c05-d515-4543-859c-fc93888698a2",NA,"Mouriri torquata Morley",NA,NA,NA,NA
"7","2014-03-20T00:00:00.000+0000","K","Herbarium","K000968630","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley","Morley",NA,NA,"3062","Rabelo, B.V.; Cardoso, R.; Solaman, N.",1984,12,23,"Brazil",NA,"Mazagão","Road under construction which will connect Macapá and Monte Dourado, vicinity of rio Preto, 73-80km W.S.W. of Macapá.",-51.78,-0.1,"Projeto Flora Amazônica. Fieldwork supported by NSF (U.S.A.) & CNPq (Brazil)","http://specimens.kew.org/herbarium/K000968630",NA,"Mouriri torquata Morley",NA,NA,NA,NA
"8","2008-05-27T22:02:00.000+0000","MO","MO","3261320","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley","Morley","1985-01-01T00:00:00.000+0000",NA,"Rabelo 3062","Benedito V. Rabelo",1984,12,23,"Brazil","Amapá",NA,"Municipio de Mazagao, road under construction which will connect Macapa and Monte Dourado, vicinity of rio Preto, 73-80 km WSW of Macapa. Non-inundated moist forest.",-51.78333,0.1,NA,"urn:catalog:MO:Tropicos:3261320","http://www.tropicos.org/Specimen/3261320","Mouriri torquata Morley",NA,NA,NA,NA
"9","2014-03-20T00:00:00.000+0000","K","Herbarium","K000968634","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley","Morley",NA,NA,"15779","Nonato, R.; Mori, S.A.; Cardoso, J.; Santos, M.R.; Daly, D.C.; Rabelo, B.V.; Belo, H.",1983,9,3,"Brazil",NA,NA,"Camaipi. EMBRAPA reserve and vicinity.",-51.62,0.17,"Herb. Hort. Kew. Programa Flora. Projeto Flora Amazônica. Plants collected under the joint sponsorship of the National Science Foundation Latin-American collaborative program and the Conselho Nacional de Desenvolvimento Científico e Tecnologico and the Mu","http://specimens.kew.org/herbarium/K000968634",NA,"Mouriri torquata Morley",NA,NA,NA,NA
"10",NA,"NY","NY","1290597","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley",NA,NA,NA,"15779","S. A. Mori",1983,9,3,"Brazil","AmapÃ¡",NA,"Camaipi. EMBRAPA reserve and vicinity",-51.62,0.17,NA,"2b4143a2-19d1-4d65-84b5-2a879edb94c8",NA,"Mouriri torquata Morley",NA,NA,NA,NA
"11","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","21570","Mouriri torquata Morley","Melastomataceae","Mouriri","torquata","Morley","Sothers, C.A.","1997-04-01T00:00:00.000+0000",NA,"8589","Rodrigues, WA",1969,10,15,"Brazil","Amazonas",NA,"AM10, perto da árvore n° 58., Estrada Manaus-Itacoatiara, perto da árvore n° 58. No carrasco de terra firme, solo arenoso.",NA,NA,NA,"urn:catalog:inpa:herbarium:163354",NA,"Mouriri torquata Morley",NA,NA,NA,NA
