"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","2018-02-05T17:43:19.000+0000","JBRJ","RB","RB01380060","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda","Melastomataceae","Henriettea","glabra","(Vell.) Penneys, Michelang., Judd & Almeda","D. Nunes",NA,NA,"15",NA,"D. Nunes; T. Lorenzetti",2018,2,1,"Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, Setor B, na Estrada Dona Castorina, início da trilha da Cachoeira do Horto.",-43.244167,-22.966389,"Folhas cartáceas levemente discolores verdes. Fruto imaturo claramente marrom","urn:catalog:JBRJ:RB:1380060","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda"
"2",NA,"Universidade Federal do Paraná, UFPR","EFC","15790","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda","Melastomataceae","Henriettea","glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Goldenberg, R.","2017-04-10T00:00:00.000+0000",NA,"1272",NA,"Völtz, R.R.; Brotto, M.L.; Pajewski, F.F.",2017,4,6,"Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato",-48.3014,-25.1733,"Árvore 13 m alt.; frutos verdes ramifloros; estrato médio de Floresta Ombrófila Densa Submontana.","BRA:UFPR:EFC:0000015790","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda"
"5",NA,"UNICAMP","UEC","187176","Henriettella glabra (Vell.) Cogn.","Melastomataceae","Henriettea","glabra","(Vell.) Cogn.",NA,NA,NA,"08",NA,"Renó, I.P.",2014,1,28,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia.",-45.516667,-23.371389,"Árvore.; Floresta Ombrófila Densa Montana.","BRA:UNICAMP:UEC:0000187176","Henriettella glabra (Vell.) Cogn."
"6",NA,"IAC","IAC","55758","Henriettella glabra (Vell.) Cogn.","Melastomataceae","Henriettea","glabra","(Vell.) Cogn.","I.P. Renó","2014-01-28T00:00:00.000+0000",NA,"8",NA,"I.P. Renó",2014,1,28,"Brazil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia",-45.31,-23.2217,"Parcela L, Indivíduo L0667","BRA:IAC:IAC:0000055758","Henriettella glabra (Vell.) Cogn."
"7","2015-11-24T11:21:59.000+0000","JBRJ","RB","RB00781940","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda","Melastomataceae","Henriettea","glabra","(Vell.) Penneys, Michelang., Judd & Almeda","F.A.MICHELANGELI",NA,NA,"1962",NA,"Aona, L.Y.S; Costa, G.M; Fonseca, W.O; Jardim, J.G & Sim~es, S",2013,1,7,"Brazil","Bahia","Boa Nova","Parque Nacional de Boa Nova, Setor Sul, Ramal para Faz\. Liberdade. Setor da Farofa.. Floresta ombrofila densa perto do córrego.",-40.119722,-14.4125,"Árvore 15 m; folhas verdes com a face inferior mais clara, botões verdes.","urn:catalog:JBRJ:RB:781940","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda"
"9",NA,"UFPR","UPCB","88124","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda","Melastomataceae","Henriettea","glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Monteiro, J.",NA,NA,"468",NA,"Monteiro, J.",2013,4,2,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico, Mata do Horto, Margem do Rio dos Macacos",-43.245556,-22.965556,"Árvore ca. 5m alt., folhas verdes, cartáceas, glabras, levemente descolores. Frutos verdes ou negros. Planta umbrófila localizada na parcela 2. Floresta Estacional Semidecidual..","BRA:UFPR:UPCB:0000088124","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda"
"11",NA,"UFPR","UPCB","83434","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda","Melastomataceae","Henriettea","glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Goldenberg, R.","2013-08-26T00:00:00.000+0000",NA,"1667",NA,"Goldenberg, R.",2013,8,20,"Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato, Trilha para a picada da divisa, passando pela casa do puma",-48.304,-25.16,"Árvore 4m, estéril.","BRA:UFPR:UPCB:0000083434","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda"
"12",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA116636","Henriettella glabra (Vell.) Cogn.","Melastomataceae","Henriettea","glabra","(Vell.) Cogn.","Souza, V.C.","2012-01-01T00:00:00.000+0000",NA,"34118",NA,"Souza, V.C.",2012,1,3,"Brazil","São Paulo","Miracatu",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA116636","Henriettella glabra (Vell.) Cogn."
"13",NA,"IAC","IAC","50383","Henriettella glabra (Vell.) Cogn.","Melastomataceae","Henriettea","glabra","(Vell.) Cogn.","E. Ramos et al.","2008-04-19T00:00:00.000+0000",NA,"608",NA,"E. Ramos; J.A.M.A. Gomes; J.F. Benedito & S. Santos",2008,4,19,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H",-45.081936,-23.373668,"Subparcela 16, Indivíduo H0244.","BRA:IAC:IAC:0000050383","Henriettella glabra (Vell.) Cogn."
"14","2017-10-18T17:21:01.000+0000","JBRJ","RB","RB00532428","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda","Melastomataceae","Henriettea","glabra","(Vell.) Penneys, Michelang., Judd & Almeda","R.Goldenberg","2009-01-01T00:00:00.000+0000",NA,"1223",NA,"R. Goldenberg; C.N. Fraga, P.H. Labiak, R.C. Forzza, A.M.A. Amorim & J.L. Paixão",2008,7,22,"Brazil","Espírito Santo","Cariacica","Localidade de Alegre, trilha do Pau-Oco. Floresta Ombrófila Densa Montana. Reserva Biológica de Duas Bocas",-40.525,-20.267778,"Árvore 10m. Frutos verdes.","urn:catalog:JBRJ:RB:532428","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda"
