"","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"1","NY","NY","02497201","Miconia suberosa Meirelles & R.Goldenb.","Melastomataceae","Miconia","suberosa","Meirelles & R.Goldenb.","J. Meirelles","2014-01-01T00:00:00.000+0000","PARATYPE","784","J. Meirelles",2011,10,26,"Brazil","Amazonas",NA,"Reserva de Desenvolvimento SustentÃ¡vel Igapo AÃ§u.",-61.293592,-4.709731,NA,"f812ec6d-543b-4b7d-a028-849913f7a91e","Miconia suberosa Meirelles & R.Goldenb."
"2","UFPR","UPCB","81340","Miconia suberosa Meirelles & R.Goldenb.","Melastomataceae","Miconia","suberosa","Meirelles & R.Goldenb.",NA,NA,"ISOTYPE","795","Meirelles, J.",2011,10,26,"Brazil","Amazonas","Borba","Reserva de Desenvolvimento Sustentável Igapó Açú, Mata de Igapó",NA,NA,"Arvoreta ca. 6m alt. Pétalas, filetes e anteras brancas. Frutos imaturos verdes e alaranjados, quando maduros negros..","BRA:UFPR:UPCB:0000081340","Miconia suberosa Meirelles & R.Goldenb."
"3","UFPR","UPCB","81339","Miconia suberosa Meirelles & R.Goldenb.","Melastomataceae","Miconia","suberosa","Meirelles & R.Goldenb.",NA,NA,"PARATYPE","784","Meirelles, J.",2011,10,26,"Brazil","Amazonas","Borba","Reserva de Desenvolvimento Sustentável Igapó Açú, Mata de Igapó",NA,NA,"Arvoreta ca. 4m alt. Inflorescências acinzentadas.","BRA:UFPR:UPCB:0000081339","Miconia suberosa Meirelles & R.Goldenb."
"4","NY","NY","02497200","Miconia suberosa Meirelles & R.Goldenb.","Melastomataceae","Miconia","suberosa","Meirelles & R.Goldenb.",NA,NA,"ISOTYPE","795","J. Meirelles",2011,10,26,"Brazil","Amazonas",NA,"Reserva de Desenvolvimento SustentÃ¡vel Igapo AÃ§u.",-61.293592,-4.709731,NA,"66ea7a29-8798-42b4-9df6-52075bfc49ac","Miconia suberosa Meirelles & R.Goldenb."
"5","NY","NY","01404814","Miconia suberosa Meirelles & R.Goldenb.","Melastomataceae","Miconia","suberosa","Meirelles & R.Goldenb.","J. Meirelles","2013-01-01T00:00:00.000+0000","PARATYPE","P19674","E. Lleras",1973,11,24,"Brazil","Amazonas",NA,"Road Manaus-Porto Velho (BR 319) ca. Km 235; IgapÃ³ AÃ§u.",-61.230326,-4.608979,NA,"f0f15ea0-5b85-412c-b130-8311cff706f2","Miconia suberosa Meirelles & R.Goldenb."
"6","UFPR","UPCB","86713","Miconia suberosa Meirelles & R.Goldenb.","Melastomataceae","Miconia","suberosa","Meirelles & R.Goldenb.",NA,NA,"PARATYPE","796","Silva, M.F. et al.",1972,7,17,"Brazil","Amazonas",NA,"Estrada Manaus-Porto Velho, Rio Castanho, igarapé do Tupanazinho.",NA,NA,"Arvoreta de 5m de altura; botões jovens. No igapó..","BRA:UFPR:UPCB:0000086713","Miconia suberosa Meirelles & R.Goldenb."
