"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","bibliographicCitation"
"1",NA,"GOET","GOET-Forster","139","Melastoma glabra Vell.","Melastomataceae","Henriettea","glabra","Vell.",NA,NA,"TYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melastoma glabra Vell.",NA,NA,NA,NA
"2",NA,"F","Botany","V0132713F","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda","Melastomataceae","Henriettea","glabra","(Vell.) Penneys, Michelang., Judd & Almeda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"b994b3fe-cb20-4796-8d11-2d1eb13f69c4","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda",NA,NA,NA,NA
"3",NA,"NY","NY","03315100","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda","Melastomataceae","Henriettea","glabra","(Vell.) Penneys, Michelang., Judd & Almeda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"205d76eb-9cda-4751-9940-42c5acb8d869","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda",NA,NA,NA,NA
"4",NA,"F","Botany","V0181892F","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda","Melastomataceae","Henriettea","glabra","(Vell.) Penneys, Michelang., Judd & Almeda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"fb980bd1-d6f0-4bad-b8f1-5bcae4564a5e","Henriettea glabra (Vell.) Penneys, Michelang., Judd & Almeda",NA,NA,NA,NA
"5",NA,"B","Herbarium Berolinense","B -W 08181 -00 0","Melastoma glabra Vell.","Melastomataceae","Henriettea","glabra","Vell.",NA,NA,NA,NA,NA,"J. R. Forster & J. G. A. Forster",1773,9,NA,NA,NA,NA,"Soecietatis insulae:.",NA,NA,NA,"http://herbarium.bgbm.org/object/BW08181000","Melastoma glabra Vell.",NA,NA,NA,NA
"6",NA,"B","Herbarium Berolinense","B -W 08181 -01 0","Melastoma glabra Vell.","Melastomataceae","Henriettea","glabra","Vell.",NA,NA,"ISOTYPE",NA,NA,"J. R. Forster & J. G. A. Forster",1773,9,NA,"French Polynesia",NA,NA,"Soecietatis insulae:.",NA,NA,NA,"http://herbarium.bgbm.org/object/BW08181010","Melastoma glabra Vell.",NA,NA,NA,NA
"7",NA,"UPS","BOT","V-085136","Melastoma glabra Vell.","Melastomataceae","Henriettea","glabra","Vell.",NA,NA,NA,NA,NA,"prof. Forster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UPS:BOT:V-085136","Melastoma glabra Vell.",NA,NA,NA,NA
"8",NA,"HBG","Ule_nummeriert","3661","Henriettella glazioviana Cogn.","Melastomataceae","Henriettea","glazioviana","Cogn.",NA,NA,NA,NA,NA,"Ule",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henriettella glazioviana Cogn.",NA,NA,NA,NA
"9","2017-08-21T00:00:00.000+0000","NHMUK","BOT","BM001015537","Melastoma glabra Vell.","Melastomataceae","Henriettea","glabra","Vell.",NA,NA,"TYPE","107/194","107/194","Johann Georg Adam Forster",NA,NA,NA,"French Polynesia",NA,NA,NA,NA,NA,NA,"8239631c-9e23-45f0-acfb-7539eda3d7d5","Melastoma glabra Vell.",NA,NA,NA,NA
"10","2017-08-21T00:00:00.000+0000","NHMUK","BOT","BM001015538","Melastoma glabra Vell.","Melastomataceae","Henriettea","glabra","Vell.",NA,NA,"TYPE","s.n.","s.n.","J.R. Forster & G. Forster",NA,NA,NA,"French Polynesia",NA,NA,NA,NA,NA,NA,"1f75d666-542a-42aa-8b2f-89aa1c71dc9d","Melastoma glabra Vell.",NA,NA,NA,NA
