"","institutionCode","catalogNumber","recordedBy"
"1","Instituto Nacional de Pesquisas da Amazônia (INPA)","258736","Gaui, TD"
"2","Instituto Nacional de Pesquisas da Amazônia (INPA)","258737","Gaui, TD"
"3","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Setz, EZP"
"4","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Azambuja, CAP"
"5","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Prance, GT"
"6","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Ribeiro, JELS"
"7","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Miralha, JMS"
"8","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Rodrigues, WA"
"9","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Amaral, IL do"
"10","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Vicentini, A"
"11","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Souza, MAD de"
"12","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Cavalcante, PB"
"13","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Vieira, MGG"
"14","Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Nascimento, JR"
"15","Instituto Nacional de Pesquisas da Amazônia (INPA)","170089","Pacheco, M"
"16","Instituto Nacional de Pesquisas da Amazônia (INPA)","174246","Deus, J de"
"17","Instituto Nacional de Pesquisas da Amazônia (INPA)","94143","Santos, JL dos"
"18","Instituto Nacional de Pesquisas da Amazônia (INPA)","35770","Loureiro, AA"
"19","Instituto Nacional de Pesquisas da Amazônia (INPA)","28011","Rodrigues, WA"
"20","Instituto Nacional de Pesquisas da Amazônia (INPA)","10193","Rodrigues, WA"
"21","Instituto Nacional de Pesquisas da Amazônia (INPA)","174187","Ferreira, AJC"
