"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","comments","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"44",NA,"UNICAMP","UEC","80297","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Elias, S.I.","2004-01-01T00:00:00.000+0000",NA,"34736",NA,"Leitão Filho, H.F.; Rodrigues, R.R.; Sanchez, M.; Santin, D.A.; Nave, A.G.; Mansano, V.F.; Seoane,",1996,1,30,"brazil","sao paulo","ubatuba","Trilha da Casa da Farinha",-44.852789,-23.352639,"Árvore com 7 metros de altura, floração branco róseas, róseo-avermelhadas quando adultas.; Transição entre planície e encosta atlântica.","BRA:UNICAMP:UEC:0000080297",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1216,"Ubatuba",3555406,-45.026117,-23.38322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.352639,-44.852789
"45",NA,"UNICAMP","UEC","119015","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Elias, S.I.","2004-01-01T00:00:00.000+0000",NA,"90",NA,"Rapini, A.",1996,3,20,"brazil","sao paulo","cunha","Mata Tropical Pluvial de Altitude em fase de regeneração. Trilha para cabeceira do Rio Bonito. Capoeira baixa, fechada. Latitude S 23.13'28'' e 23.16'10''. Longitude W 45.02'53'' e 45. 05'15''.",-45.048056,-23.224444,"Árvore com cerca de 4,0 m de altura. Pétalas brancas, avermelhadas na base. Elaióforos verdes.","BRA:UNICAMP:UEC:0000119015",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1322,"Cunha",3513603,-44.939787,-23.050544,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.224444,-45.048056
"46",NA,"IF","SPSF","28261","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"824",NA,"F.Pedroni & M.Sanchez",1996,12,3,"brazil","sp","ubatuba","P.E.Serra do Mar, Núcleo Picinguaba",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000028261",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA034073","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"65",NA,"Ferretti, A.R. et al.",1996,12,13,"brazil","sao paulo","cunha",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA034073",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1322,"Cunha",3513603,-44.939787,-23.050544,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.050544,-44.939787
"48",NA,"Universidade Federal do Paraná, UFPR","EFC","10000","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Silva, S.M.",NA,NA,NA,NA,"Boeger, M.R.T.",1996,12,12,"brazil","parana","paranagua","Floresta Estadual do Palmito",-48.5558,-25.5917,"__COMMOM_NAME__: Muxinga","BRA:UFPR:EFC:0000010000",NA,"Byrsonima ligustrifolia Mart.",NA,NA,869,"Paranaguá",4118204,-48.524241,-25.525413,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.5917,-48.5558
"49","2008-05-27T22:02:00.000+0000","MO","MO","2850632","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","G. Hatschbach","1996-01-01T00:00:00.000+0000",NA,"Ribas 971",NA,"O.S. Ribas",1996,NA,NA,"brazil","santa catarina",NA,"Rodeio Grande (mun. Campo Alegre) Margem do Rio Negro.",NA,NA,NA,"urn:catalog:MO:Tropicos:2850632","http://www.tropicos.org/Specimen/2850632","Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",-50.48226937,-27.24592878,-27.24592878,-50.48226937
"50",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA017386","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"1092",NA,"Moraes, P.L.R. ; Ivanauskas, N.M.",1995,1,17,"brazil","sao paulo","sao miguel arcanjo",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA017386",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1065,"São Miguel Arcanjo",3550209,-47.993345,-23.913252,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.913252,-47.993345
"51",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA040016","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"33380",NA,"Fernandes, G.D. et al.",1995,2,11,"brazil","sao paulo","cananeia",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA040016",NA,"Byrsonima ligustrifolia Mart.",NA,NA,925,"Cananéia",3509908,-48.007886,-25.018214,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-25.018214,-48.007886
"52",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA036570","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"45",NA,"Maschio, W.",1995,6,9,"brazil","parana","bocaiuva do sul",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA036570",NA,"Byrsonima ligustrifolia Mart.",NA,NA,917,"Bocaiúva do Sul",4103107,-48.936148,-25.115966,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.115966,-48.936148
"53",NA,"UNICAMP","UEC","104931","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Elias, S.I.","2004-01-01T00:00:00.000+0000",NA,"176",NA,"Moraes, M.D.",1995,10,24,"brazil","sao paulo","ubatuba","Planície Litorânea de Picinguaba, Trilha do noelo.",-44.812367,-23.339783,"Árvore 4,5 m de altura, ramificada desde a base. Flor róseo-claro, glândulas brancas, tornando-se róseas com o envelhecimento da flor.","BRA:UNICAMP:UEC:0000104931",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1216,"Ubatuba",3555406,-45.026117,-23.38322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.339783,-44.812367
"54",NA,"IF","SPSF","28251","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"408",NA,"F.Pedroni & M.Sanchez",1995,12,19,"brazil","sp","ubatuba","P.E.Serra do Mar, Núcleo Picinguaba",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000028251",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,"Universidade Federal do Paraná, UFPR","EFC","4236","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"78",NA,"Tiepolo, G.; Roderjan, C.V.; Kuniyoshi, Y.S.",1994,1,12,"brazil","parana","quatro barras","Morro Anhangava",-49.0036,-25.3887,"__COMMOM_NAME__: Murici","BRA:UFPR:EFC:0000004236",NA,"Byrsonima ligustrifolia Mart.",NA,NA,890,"Quatro Barras",4120804,-48.994742,-25.369279,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.3887,-49.0036
"56",NA,"Universidade Federal do Paraná, UFPR","EFC","4062","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"27",NA,"Tiepolo, G.",1994,2,3,"brazil","parana","curitiba","P.M. da Barrerinha.",-49.2619,-25.3619,"Árvore 4m em floresta com araucária, secundária. 950m s.n.m. __COMMOM_NAME__: Murici","BRA:UFPR:EFC:0000004062",NA,"Byrsonima ligustrifolia Mart.",NA,NA,875,"Curitiba",4106902,-49.288236,-25.478163,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.3619,-49.2619
"57",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA015113","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"916",NA,"Moraes, P.L.R. et al.",1994,4,22,"brazil","sao paulo","sao miguel arcanjo",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA015113",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1065,"São Miguel Arcanjo",3550209,-47.993345,-23.913252,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.913252,-47.993345
"58",NA,"IF","SPSF","25743","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"1043",NA,"M.R.F.Melo",1994,11,21,"brazil","sp","iguape","Estação Ecológica Juréia-Itatins",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mara de planicie&nf;;","BRA:IF:SPSF:0000025743",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA036571","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"595",NA,"Ziller, S.R.",1994,11,16,"brazil","parana","tibagi",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA036571",NA,"Byrsonima ligustrifolia Mart.",NA,NA,961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-24.656277,-50.468283
"60",NA,"IF","SPSF","25742","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"1493",NA,"I.Cordeiro",1994,12,8,"brazil","sp","iguape","Estação Ecológica Juréia-Itatins",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de planicie&nf;;","BRA:IF:SPSF:0000025742",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2014-07-08T00:57:15.000+0000","JBRJ","RB","RB00761684","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","S.I. Elias","2004-01-01T00:00:00.000+0000",NA,"31",NA,"M.A. de Assis",1993,1,5,"brazil","sao paulo","ubatuba","Picinguaba.",NA,NA,"Arbusto 2.5m altura na sombra. Flores róseas c/ glândulas verdes","urn:catalog:JBRJ:RB:761684",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1216,"Ubatuba",3555406,-45.026117,-23.38322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.38322,-45.026117
"62",NA,"Universidade Federal do Paraná, UFPR","EFC","3742","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"17",NA,"Tiepolo, G.",1993,8,4,"brazil","parana","quatro barras","Morro Anhangava",-49.0036,-25.3887,"Árvore 4m em vegetação secundária da floresta atlântica, 1100m s.n.m. __COMMOM_NAME__: Murici","BRA:UFPR:EFC:0000003742",NA,"Byrsonima ligustrifolia Mart.",NA,NA,890,"Quatro Barras",4120804,-48.994742,-25.369279,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.3887,-49.0036
"63",NA,"Universidade Federal do Paraná, UFPR","EFC","3740","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"15",NA,"Tiepolo, G.",1993,10,22,"brazil","parana","quatro barras","Morro Anhangava",-49.0036,-25.3887,"Árvore 7m em vegetação secundária da floresta atlântica, 1100m s.n.m. __COMMOM_NAME__: Murici","BRA:UFPR:EFC:0000003740",NA,"Byrsonima ligustrifolia Mart.",NA,NA,890,"Quatro Barras",4120804,-48.994742,-25.369279,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.3887,-49.0036
"64",NA,"UNICAMP","UEC","67941","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Elias, S.I.","2004-01-01T00:00:00.000+0000",NA,"29359",NA,"Franco, A.L.M.; et al.",1993,11,13,"brazil","sao paulo","ubatuba","Trilha das três Lagoas, Picinguaba.",0,0,"Árvore, 2,5m, botões róseos","BRA:UNICAMP:UEC:0000067941",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1216,"Ubatuba",3555406,-45.026117,-23.38322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.38322,-45.026117
"65","2014-07-08T00:48:37.000+0000","JBRJ","RB","RB00757121","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","S.I. Elias","2004-01-01T00:00:00.000+0000",NA,"597",NA,"R. Romero; N. Nakajima",1993,12,17,"brazil","minas gerais","uberlandia","Fazenda Experimental do Glória / UFU.",NA,NA,"Arvoreta ca 3m alt.. Pétalas brancas a róseas, estames amarelos.","urn:catalog:JBRJ:RB:757121",NA,"Byrsonima ligustrifolia Mart.",NA,NA,2627,"Uberlândia",3170206,-48.332227,-19.028177,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,-19.028177,-48.332227
"66",NA,"IF","SPSF","15478","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"2731",NA,"M. Kirizawa & M.Sugiyama",1992,9,24,"brazil","sp","sao miguel arcanjo","Parque Estadual Carlos Botelho",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000015478",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-10-10T16:59:33.000+0000","JBRJ","RB","RB00264010","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","S.I.Elias","2003-01-01T00:00:00.000+0000",NA,NA,NA,"Silvana Buzato; Marlies Sazima",1991,12,13,"brazil","sao paulo","caraguatatuba",NA,NA,NA,"Arbusto de 3m","urn:catalog:JBRJ:RB:264010",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1134,"Caraguatatuba",3510500,-45.488504,-23.638724,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.638724,-45.488504
"68",NA,"IAP","PACA-AGP","77819","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Elias. S.I.","2004-01-01T00:00:00.000+0000",NA,"213",NA,"C. M. B. Correia",1990,9,13,"brazil","rj","nova friburgo","Reserva Ecológica Municipal de Macaé de Cima, sítio New Baccus",NA,NA,"árvore 22m. Caule liquenico, folhas discolores, frutos imaturos verdes","BRA:IAP:PACA-AGP:0000077819",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,"Universidade Federal do Paraná, UFPR","EFC","2026","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Roderjan, C.V.","1989-09-05T00:00:00.000+0000",NA,"5377",NA,"Kuniyoshi, Y.S.; Ziller, S.R.",1989,8,30,"brazil","parana","matinhos","Rod. Alexandra Matinhos Km 28",NA,NA,"Caxetal, solo orgânico. __COMMOM_NAME__: Murici","BRA:UFPR:EFC:0000002026",NA,"Byrsonima ligustrifolia Mart.",NA,NA,845,"Matinhos",4115705,-48.554305,-25.762456,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.762456,-48.554305
"70",NA,"Universidade Federal do Paraná, UFPR","EFC","2357","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Roderjan, C.V.","1989-09-05T00:00:00.000+0000",NA,"5359",NA,"Kuniyoshi, Y.S.; Ziller, S.R.",1989,8,24,"brazil","parana","pontal do parana","Balneário Atami",-48.3861,-25.5906,"Caxetal, solo orgânico. Área de contato restinga. Ritidoma áspero, fissurado. __COMMOM_NAME__: Murici","BRA:UFPR:EFC:0000002357",NA,"Byrsonima ligustrifolia Mart.",NA,NA,861,"Pontal do Paraná",4119954,-48.468702,-25.631955,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.5906,-48.3861
"71",NA,"UNICAMP","UEC","83609","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Elias, S.I.","2004-01-01T00:00:00.000+0000",NA,"59",NA,"Vieira, C.M.; et al.",1989,8,16,"brazil","rio de janeiro","nova friburgo","Reserva Ecológica Municipal de Macaé de Cima, Caminho para os pirineus",-42.5,-22.55,"Árvore 6m de altura, folhas discolores verdes. Cálice e frutos verdes.","BRA:UNICAMP:UEC:0000083609",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1598,"Nova Friburgo",3303401,-42.501539,-22.319613,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,-22.55,-42.5
"72",NA,"IF","SPSF","13280","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"345",NA,"O.T. Aguiar",1989,12,7,"brazil","sp","sao paulo","serra da Cantareira, Pinheirinho",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000013280",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,"IF","SPSF","13430","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"52558",NA,"G. Hatschbach & A.R.Cardoso",1989,12,29,"brazil","pr","paranagua",NA,NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000013430",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,"Universidade Federal do Paraná, UFPR","EFC","2066","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Hatschbach, G.","1990-06-29T00:00:00.000+0000",NA,"5389",NA,"Kuniyoshi, Y.S.; Roderjan, C.V.",1989,12,27,"brazil","parana","pontal do parana","Balneário Atami",-48.3861,-25.5906,"Caxetal, solo podzol hidromórfico com horizonte A hístico. __COMMOM_NAME__: Murici","BRA:UFPR:EFC:0000002066",NA,"Byrsonima ligustrifolia Mart.",NA,NA,861,"Pontal do Paraná",4119954,-48.468702,-25.631955,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.5906,-48.3861
"75","2014-07-08T00:48:40.000+0000","JBRJ","RB","RB00757115","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","S.I. Elias","2004-01-01T00:00:00.000+0000",NA,"263",NA,"J.E.L.S. Ribeiro; et al",1988,2,7,"brazil","sao paulo","sao paulo","Próxima da estrada para a praia e o alojamento da Sema.",NA,NA,"Arvoreta, 2m de alt. Frutos verdes.","urn:catalog:JBRJ:RB:757115",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1130,"São Paulo",3550308,-46.647014,-23.64989,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.64989,-46.647014
"76",NA,"IF","SPSF","11951","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"249",NA,"O.T. Aguiar",1988,3,10,"brazil","sp","sao paulo","serra da Cantareira, Pinheirinho",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000011951",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,"UEM","HUEM","11246","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Souza, W.S.","1988-04-20T00:00:00.000+0000",NA,"s.n.",NA,"Souza, W.S.; L.P. Marconi",1988,4,NA,"brazil","parana","adrianopolis","Parque das Lauráceas",0,0,"Árvore com DAP 27 cm; frutos maduros vermelhos.; Floresta Estacional Semidecidual.","BRA:UEM:HUEM:0000011246",NA,"Byrsonima ligustrifolia Mart.",NA,NA,949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-24.783093,-48.821252
"78",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA036536","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,NA,NA,"Souza, W.S. et al.",1988,4,NA,"brazil","sao paulo","adrianopolis",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA036536",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",-48.72944932,-22.26440593,NA,NA
"79","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","200556","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Anderson, W.R.","1989-01-01T00:00:00.000+0000",NA,"52558",NA,"Hatschbach, GG",1988,12,29,"brazil","parana",NA,"Col. Pereira.",NA,NA,NA,"urn:catalog:inpa:herbarium:68132",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",-51.61693027,-24.63581955,-24.63581955,-51.61693027
"80",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA080957","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"259",NA,"Garcia, F.C.P. et al.",1988,12,4,"brazil","sao paulo","ubatuba",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA080957",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1216,"Ubatuba",3555406,-45.026117,-23.38322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.38322,-45.026117
"81",NA,"Universidade Estadual de Londrina, UEL","FUEL","9885","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Elias, SI","2004-01-01T00:00:00.000+0000",NA,"1378",NA,"Britez, RM",1987,3,6,"brazil","parana","paranagua","Ilha do Mel, Praia Grande",0,0,"Arbusto 2m; com frutos verdes na restinga.","BRA:UEL:FUEL:0000009885",NA,"Byrsonima ligustrifolia Mart.",NA,NA,869,"Paranaguá",4118204,-48.524241,-25.525413,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.525413,-48.524241
"82",NA,"Universidade Federal do Paraná, UFPR","EFC","1208","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Roderjan, C.V.","1987-01-01T00:00:00.000+0000",NA,"5560",NA,"Kuniyoshi, Y.S.; Scherer Neto, P.",1987,4,3,"brazil","parana","paranagua","Ilha Rasa da Cotinga",-48.4465,-25.5143,"Árvore frequente na transição restinga e caxetal, 3 a 5m. __COMMOM_NAME__: Baga-de-pomba","BRA:UFPR:EFC:0000001208",NA,"Byrsonima ligustrifolia Mart.",NA,NA,869,"Paranaguá",4118204,-48.524241,-25.525413,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.5143,-48.4465
"83",NA,"Universidade Federal do Paraná, UFPR","EFC","870","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"4949",NA,"Roderjan, C.V.; Kuniyoshi, Y.S.",1986,1,23,"brazil","parana","piraquara","Mananciais da Serra",-48.9805,-25.4951,"Árvore em floresta atlântica, 1050m s.n.m. __COMMOM_NAME__: Cereja-do-mato","BRA:UFPR:EFC:0000000870",NA,"Byrsonima ligustrifolia Mart.",NA,NA,877,"Piraquara",4119509,-49.052069,-25.472754,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.4951,-48.9805
"84",NA,"Universidade Estadual de Londrina, UEL","FUEL","9943","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Elias, SI","2004-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Silva, SM; Britez, RM",1986,4,12,"brazil","parana","paranagua","Ilha do Mel, Restinga da Praia Grande",0,0,"Árvore 4m; frutos vermelhos; sem flores.","BRA:UEL:FUEL:0000009943",NA,"Byrsonima ligustrifolia Mart.",NA,NA,869,"Paranaguá",4118204,-48.524241,-25.525413,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.525413,-48.524241
"85",NA,"Universidade Estadual de Londrina, UEL","FUEL","10069","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Elias, SI","2005-01-01T00:00:00.000+0000",NA,"1253",NA,"Britez, RM",1986,12,13,"brazil","parana","paranagua","Ilha do Mel, Caminho do Belo",0,0,"Arbusto 1,2 m; flores com pétalas brancas, gineceu e androceu amarelos; restinga.","BRA:UEL:FUEL:0000010069",NA,"Byrsonima ligustrifolia Mart.",NA,NA,869,"Paranaguá",4118204,-48.524241,-25.525413,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.525413,-48.524241
"86",NA,"IF","SPSF","07740","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,NA,NA,"J.P.M. Carvalho",1985,2,7,"brazil","sp","campos do jordao","P.E. de Campos do Jordão",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000007740",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-10-15T15:12:36.000+0000","JBRJ","RB","RB00263628","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","S.I. Elias","2002-01-01T00:00:00.000+0000",NA,"10947",NA,"G. Martinelli; F. Zuloaga, M. Vasquez Avila, J. Caruso",1985,5,10,"brazil","espirito santo","santa teresa","Picada da Cachoeira. Reserva Biologica de Nova Lombardia",NA,NA,"Arvore, 12 metros de altura, folhas discolores, pedicelos ferrugíneos, glândulas alvas, corola rosea, estames amarelos","urn:catalog:JBRJ:RB:263628",NA,"Byrsonima ligustrifolia Mart.",NA,NA,2456,"Santa Teresa",3204609,-40.635175,-19.877577,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,-19.877577,-40.635175
