"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"1",NA,"NY","NY","1039281","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.","W. R. Anderson","1972-01-01T00:00:00.000+0000",NA,"3854",NA,"G. T. Prance",1967,1,2,"Brazil","Amazonas","Cachoeira Baixa Tarumã.",-60.096261,-2.874325,NA,"3de74d0d-01f4-4122-897d-4a7501b701e2",NA,"Acmanthera longifolia Nied."
"2",NA,"NY","NY","1039282","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.","W. R. Anderson","1972-01-01T00:00:00.000+0000",NA,"3854",NA,"G. T. Prance",1967,1,2,"Brazil","Amazonas","Cachoeira Baixa Tarumã.",-60.096261,-2.874325,NA,"0203bfee-3e34-46bc-aefd-5dca02fdb0ad",NA,"Acmanthera longifolia Nied."
"3",NA,"US","Botany","2896448","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.",NA,NA,NA,"3854",NA,"G. T. Prance, B. S. Pena & J. F. Ramos",1967,1,2,"Brazil",NA,"Manaus and vicinity. Cahoeira baixa Tarumã.",NA,NA,NA,"http://n2t.net/ark:/65665/3eed6700c-e194-4a09-9310-dbb7f06abe09",NA,"Acmanthera longifolia Nied."
"4","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","19478","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.","Anderson, W.R.","1974-01-01T00:00:00.000+0000",NA,"3854",NA,"Mike Hopkins",1967,1,2,"Brazil","Amazonas","Tarumã, Cachoeira baixa do Tarumã",NA,NA,NA,"urn:catalog:inpa:herbarium:129886",NA,"Acmanthera longifolia Nied."
"5",NA,"W","Herbarium W","1889-0006755","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.","F. J. Niedenzu 1914",NA,NA,NA,NA,"Spruce,R.",1855,NA,NA,"Brazil",NA,"Prope Barra, Prov. Rio Negro.",NA,NA,NA,NA,NA,"Acmanthera longifolia Nied."
"6",NA,"NY","NY","55062","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.",NA,NA,"ISOTYPE","3838",NA,"R. Spruce",1855,NA,NA,"Brazil","Amazonas","Prope Barra [Manaus], Prov. Rio Negro",-59.995308,-3.067324,NA,"6ab295d5-3004-49ce-9f74-7ad348894940",NA,"Acmanthera longifolia Nied."
"7","2015-09-05T09:55:38.000+0000","MNHN","P","P00689781","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.",NA,NA,"ISOLECTOTYPE",NA,"3838","Spruce, R.",1855,NA,NA,"Brazil",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00689781",NA,"Acmanthera longifolia Nied."
"8","2017-10-19T00:00:00.000+0000","NHMUK","BOT","BM000559146","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.","Bruce MacBryde",NA,"ISOLECTOTYPE","3838","3838","Richard Spruce",1855,NA,NA,"Brazil","Mato Grosso do Sul","Nearest Named Place: In vicinibus Barra",NA,NA,NA,"4c0439b8-ca0e-4b4b-8f0c-981233e66bae",NA,"Acmanthera longifolia Nied."
"9","2009-10-13T00:00:00.000+0000","BR",NA,"BR0000008696830","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.",NA,NA,"ISOLECTOTYPE","3838",NA,"Spruce R.",1855,NA,NA,"Brazil",NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000008696830",NA,"Acmanthera longifolia Nied."
"10",NA,"F","Botany",NA,"Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.",NA,NA,"TYPE","3838",NA,"R. Spruce",1853,NA,NA,"Brazil",NA,NA,-52.8731,-10.8339,NA,"8461e434-0a35-47ae-9bd2-2797a4c02b12",NA,"Acmanthera longifolia Nied."
