"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","municipality","comments"
"1",NA,"NY","NY","1039282","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.","W. R. Anderson","1972-01-01T00:00:00.000+0000",NA,"3854",NA,"G. T. Prance",1967,1,2,"Brazil","Amazonas","Cachoeira Baixa Tarumã.",-60.096261,-2.874325,NA,"0203bfee-3e34-46bc-aefd-5dca02fdb0ad",NA,"Acmanthera longifolia Nied.",NA,NA,NA,NA
"2","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","19478","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.","Anderson, W.R.","1974-01-01T00:00:00.000+0000",NA,"3854",NA,"Mike Hopkins",1967,1,2,"Brazil","Amazonas","Tarumã, Cachoeira baixa do Tarumã",NA,NA,NA,"urn:catalog:inpa:herbarium:129886",NA,"Acmanthera longifolia Nied.",NA,NA,NA,NA
"3","2015-09-05T09:55:38.000+0000","MNHN","P","P00689781","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.",NA,NA,"ISOLECTOTYPE",NA,3838,"Spruce, R.",1855,NA,NA,"Brazil",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00689781",NA,"Acmanthera longifolia Nied.",NA,NA,NA,NA
"4","2007-03-01T17:44:44.000+0000","K","Herbarium","K000426930","Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.","Anderson, W.R.",NA,"ISOTYPE","3838",NA,"unknown",NA,NA,NA,"Brazil",NA,"In ripis fluvii Tarumá inundatis",NA,NA,"Herbarium Benthamianum 1854","http://specimens.kew.org/herbarium/K000426930",NA,"Acmanthera longifolia Nied.",NA,NA,NA,NA
"5",NA,"F","Botany",NA,"Acmanthera longifolia Nied.","Malpighiaceae","Acmanthera","longifolia","Nied.",NA,NA,"TYPE","3838",NA,"R. Spruce",1853,NA,NA,"Brazil",NA,NA,-52.8731,-10.8339,NA,"8461e434-0a35-47ae-9bd2-2797a4c02b12",NA,"Acmanthera longifolia Nied.",NA,NA,NA,NA
